time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative,increment_left,increment_left_relative,increment_left_gross,increment_left_gross_relative,increment_moved_gross,increment_moved_gross_relative
0.0,2.797045234315121e-9,2.4755373367908736e-17,6.911249350594062e-10,6.116832005920909e-18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,4.050582071067765,3.5827356453202174e-8,88.74728048776313,7.849687764625989e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,121292.15534440667,0.0010728278573937646,-85.71323152275976,-7.581326448009115e-7,93.81448676643592,8.297881634994989e-7,831180.7528066427,0.007351785147262682
7200.0,15.69453441479709,1.387287864635495e-7,70.88463240453646,6.265709305224571e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,547579.4024224393,0.004840221696470296,-56.97281491486422,-5.036001238176081e-7,88.36503280067792,7.810855322150876e-7,1.240666919761532e6,0.010966634092803223
10800.0,8.00363258967991,7.070513269928258e-8,168.35907817680922,1.4873060238883676e-6,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5184802814607627e6,0.013414452574992705,-162.61902561494315,-1.4365976519659843e-6,178.6288754121516,1.5780307502152477e-6,2.2421867065914236e6,0.01980776939093031
14400.0,32.61956034402829,2.880003306619655e-7,81.35661326841445,7.183031063485964e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.013471962735931315,-53.052914756253955,-4.6840781516478667e-7,118.19359599791592,1.0435393478796003e-6,3.674675672349892e6,0.03244396299492109
18000.0,47.56355011559208,4.1969818004936253e-7,63.91545489169879,5.639864986923966e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.013464146021728799,-22.25670262852136,-1.963919338314513e-7,117.30959632756786,1.0351334995254219e-6,4.355892886632146e6,0.03843616198888771
21600.0,26.96980653272476,2.378476679947326e-7,99.27503753537086,8.755100315319893e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.013456653083432184,-79.91557271976767,-7.047782335700671e-7,133.828778929046,1.1802406865704842e-6,5.255598869184075e6,0.04634931041994743
25200.0,37.43346619667136,3.299609022833551e-7,103.06449234447506,9.08471919450059e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.013449880608163376,-75.30329374052562,-6.637681537955415e-7,150.16769001023698,1.3236676034556205e-6,7.316245344573569e6,0.06448975103023065
28800.0,61.13939415663481,5.386506340246919e-7,73.22019789558803,6.450849990241829e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.013443180632310424,-23.472810327459246,-2.068002854728186e-7,145.6656108650749,1.2833439835378528e-6,8.678394117829364e6,0.07645843663267075
32400.0,45.24931919950177,3.984552444330836e-7,94.19201824314715,8.294335542871971e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.5258645724716436e6,0.01343641743018016,-61.83696372013432,-5.445222807767048e-7,152.30162290965134,1.3411335564290355e-6,9.634117246258166e6,0.08483585190154753
