time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction,residual_at_spin_up,residual_since_spin_up,relative_since_spin_up
0.0,1.1298739844259547e8,1.1298739844259542e8,4.470348358154297e-8,3.9565017159196814e-16,3.488170169374527e-9,3.0872205373829646e-17,1.1298739844259547e8,0.0,NaN,NaN,NaN
3600.0,1.1305835741352145e8,1.1305844420862746e8,-86.79510600864887,-7.677018134200173e-7,176.37468397323087,1.5600322524421974e-6,1.1305835741352145e8,0.0,-86.79510600864887,0.0,0.0
7200.0,1.1313105819548689e8,1.1313111646488325e8,-58.26939636468887,-5.150610035309774e-7,197.03239880914836,1.7416295927214135e-6,1.1313105819548689e8,0.0,-86.79510600864887,28.52570964396,2.5214746594757804e-7
10800.0,1.1319733496180992e8,1.1319749881873164e8,-163.85692171752453,-1.4475333873611596e-6,262.61801228905006,2.3200017242247896e-6,1.1319733496180992e8,0.0,-86.79510600864887,-77.06181570887566,-6.807741165891801e-7
14400.0,1.1326223226568039e8,1.1326228557924685e8,-53.31356646120548,-4.7070912690602193e-7,310.2054340178853,2.7388250064702344e-6,1.1326223226568039e8,0.0,-86.79510600864887,33.48153954744339,2.9561080404017995e-7
18000.0,1.1332798753141585e8,1.1332800962844166e8,-22.09702581167221,-1.9498295428167428e-7,334.151594804197,2.948535503743647e-6,1.1332798753141585e8,0.0,-86.79510600864887,64.69808019697666,5.708923418325204e-7
21600.0,1.1339109086123995e8,1.1339116959612682e8,-78.73488686978817,-6.943657237246125e-7,374.15730344798635,3.2997063579347144e-6,1.1339109086123995e8,0.0,-86.79510600864887,8.060219138860703,7.108335476483097e-8
25200.0,1.1344818715680817e8,1.1344825956592236e8,-72.40911419689655,-6.382571287526403e-7,464.74450334465706,4.096535299433977e-6,1.1344818715680817e8,0.0,-86.79510600864887,14.38599181175232,1.2680671390427765e-7
28800.0,1.1350472884402503e8,1.1350474799907698e8,-19.155051946640015,-1.6875994631873305e-7,543.4973776770288,4.788323651465548e-6,1.1350472884402503e8,0.0,-86.79510600864887,67.64005406200886,5.959227844591206e-7
32400.0,1.1356186129230613e8,1.1356191741758764e8,-56.125281512737274,-4.942265024018217e-7,601.6230854165078,5.2977564700876215e-6,1.1356186129230613e8,0.0,-86.79510600864887,30.669824495911598,2.700715200235054e-7
36000.0,1.1361892633696002e8,1.1361897908663037e8,-52.74967035651207,-4.642683402945756e-7,675.152104957112,5.9422503514494686e-6,1.1361892633696002e8,0.0,-86.79510600864887,34.0454356521368,2.9964581385999146e-7
39600.0,1.136686416034258e8,1.1366866081166458e8,-19.208238780498505,-1.6898450187795327e-7,708.4049753886713,6.232193553083871e-6,1.136686416034258e8,0.0,-86.79510600864887,67.58686722815037,5.945955390577431e-7
43200.0,1.1371772140419124e8,1.1371778550391307e8,-64.09972183406353,-5.636739906723196e-7,759.5342855713486,6.6791198081757805e-6,1.1371772140419124e8,0.0,-86.79510600864887,22.695384174585342,1.9957649427320365e-7
46800.0,1.137715424876574e8,1.1377157778276134e8,-35.295103937387466,-3.102278756677355e-7,769.4737449615853,6.763323482628025e-6,1.137715424876574e8,0.0,-86.79510600864887,51.500002071261406,4.5266154387287515e-7
50400.0,1.1381545115914805e8,1.1381546984394164e8,-18.68479359149933,-1.6416746057942868e-7,780.1330526421002,6.854368582621008e-6,1.1381545115914805e8,0.0,-86.79510600864887,68.11031241714954,5.984276451350261e-7
54000.0,1.1385702032120414e8,1.1385705282455894e8,-32.5033548027277,-2.854751925795343e-7,777.9942809987156,6.833081340122037e-6,1.1385702032120414e8,0.0,-86.79510600864887,54.29175120592117,4.768414899033693e-7
57600.0,1.1390981239176142e8,1.1390985588263316e8,-43.490871742367744,-3.8180092504053006e-7,792.0606170634209,6.953401119996112e-6,1.1390981239176142e8,0.0,-86.79510600864887,43.30423426628113,3.801624579746312e-7
61200.0,1.1395888067296138e8,1.1395888674968368e8,-6.076722294092178,-5.3323815206040194e-8,809.901293546864,7.106960763076593e-6,1.1395888067296138e8,0.0,-86.79510600864887,80.7183837145567,7.083114825092211e-7
64800.0,1.1399348783498313e8,1.1399346778370297e8,20.05128015577793,1.7589847048810497e-7,827.0376815343429,7.255130948634206e-6,1.1399348783498313e8,0.0,-86.79510600864887,106.8463861644268,9.373025441514478e-7
68400.0,1.1402663034616883e8,1.1402669419365197e8,-63.84748314321041,-5.599348410926327e-7,889.8140527326048,7.803563518725882e-6,1.1402663034616883e8,0.0,-86.79510600864887,22.94762286543846,2.0124792599564419e-7
72000.0,1.1406174940489696e8,1.1406176069950458e8,-11.294607624411583,-9.902186914842002e-8,953.616808703284,8.360531148072527e-6,1.1406174940489696e8,0.0,-86.79510600864887,75.50049838423729,6.619265334623726e-7
75600.0,1.1408938577754536e8,1.1408938056065002e8,5.216895341873169,4.572638643217184e-8,964.8189640198307,8.456693472792126e-6,1.1408938577754536e8,0.0,-86.79510600864887,92.01200135052204,8.064904611716429e-7
79200.0,1.1411483934926914e8,1.1411487793771288e8,-38.588443741202354,-3.381544763262158e-7,1002.9970513902027,8.789365669791188e-6,1.1411483934926914e8,0.0,-86.79510600864887,48.20666226744652,4.224399082743419e-7
82800.0,1.1413807909462224e8,1.1413807281619808e8,6.27842415869236,5.500727021599381e-8,1045.7331398870701,9.162000518864008e-6,1.1413807909462224e8,0.0,-86.79510600864887,93.07353016734123,8.15446789587039e-7
86400.0,1.1415999778238149e8,1.141599869502497e8,10.832131788134575,9.488552906932797e-8,1049.4506196230514,9.192805185784744e-6,1.1415999778238149e8,0.0,-86.79510600864887,97.62723779678345,8.551790442645789e-7
