time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative,repair_gross,repair_gross_relative,repair_events
324000.0,2.0051339721525513e7,0.017817060621682767,2.057073062239348e7,0.01827857687424422,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0793804108207296e-57,87821.88344383497,7.803607354721537e-5,87821.88344383497,7.803607354721537e-5,5603.0
345600.0,2.2336494839831684e7,0.019836311319152478,2.2941404734794836e7,0.020373512034061753,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1475218392814904e-57,87864.86505914187,7.802991605560233e-5,87864.86505914187,7.802991605560233e-5,5710.0
367200.0,2.2451964058099084e7,0.019945543592393138,2.3129621314753644e7,0.020547550718287736,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.273371599557424e-56,87864.86505914187,7.805608862288696e-5,87864.86505914187,7.805608862288696e-5,5710.0
388800.0,2.4021385443709478e7,0.02134693844935321,2.4810758447356258e7,0.022048425753735217,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.173914601538298e-55,87864.8650591673,7.808233503742177e-5,87864.8650591673,7.808233503742177e-5,5710.0
410400.0,2.402545260112579e7,0.02135839461859763,2.488039283938056e7,0.02211842820827109,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1234810228022513e-54,87864.8650591673,7.811101385684568e-5,87864.8650591673,7.811101385684568e-5,5710.0
432000.0,2.4009898054649524e7,0.02133416203078659,2.4978611501782477e7,0.02219491910670154,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1216400937308076e-54,87864.8650591673,7.807293740768184e-5,87864.8650591673,7.807293740768184e-5,5710.0
453600.0,2.4174870689641114e7,0.021461075372229393,2.5245020664098192e7,0.02241109366007297,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1195770976766229e-54,87864.8650591673,7.800143032051718e-5,87864.8650591673,7.800143032051718e-5,5710.0
475200.0,2.4637474975529797e7,0.021849426622840007,2.5765268451667804e7,0.022849595707824136,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8650591673,7.792182128009374e-5,87864.8650591673,7.792182128009374e-5,5710.0
496800.0,2.5247815901992746e7,0.022377881045331283,2.6488739815441903e7,0.023477748369668056,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8650591673,7.787721147804082e-5,87864.8650591673,7.787721147804082e-5,5710.0
518400.0,2.6010008806440588e7,0.02306047818172681,2.7380584560884118e7,0.02427563087609739,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.869982086248002e-53,87864.8650591673,7.79010041371293e-5,87864.8650591673,7.79010041371293e-5,5710.0
540000.0,2.5709670881615575e7,0.022795665035890367,2.7212839594713964e7,0.02412846041215183,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.952603352274252e-53,87864.8650591673,7.790601604879909e-5,87864.8650591673,7.790601604879909e-5,5710.0
561600.0,2.5868653020203173e7,0.022921677579609546,2.748479972190206e7,0.024353711693977997,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.940612021194706e-53,87864.8650591673,7.7855236833909e-5,87864.8650591673,7.7855236833909e-5,5710.0
583200.0,2.6495907681341738e7,0.023467086894482403,2.8242160082478255e7,0.02501372033425796,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8650591673,7.782078833130335e-5,87864.86505916732,7.782078833130336e-5,5710.0
604800.0,2.7091887294143543e7,0.023998636390467447,2.8931617792351272e7,0.025628313304577634,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8650591703,7.783278164265583e-5,87864.8650591703,7.783278164265583e-5,5710.0
626400.0,2.7154560724568337e7,0.024050533304333547,2.9140236077451453e7,0.025809226869311804,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0215731896975772e-52,87864.86505925529,7.782106603832696e-5,87864.86505925529,7.782106603832696e-5,5710.0
648000.0,2.7431909108832315e7,0.024310212887955995,2.9572021999759853e7,0.02620678522553188,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2529754236484296e-52,87864.86505925529,7.786601969581056e-5,87864.86505925529,7.786601969581056e-5,5710.0
669600.0,2.741117335242762e7,0.024304170851470557,2.9645534837107606e7,0.026285271863434295,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1723407427102392e-52,87864.86505925529,7.7905555693858e-5,87864.86505925529,7.7905555693858e-5,5710.0
691200.0,2.7545268617771998e7,0.024426224923603194,2.9851912741629194e7,0.026471679951465644,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1696087672974416e-52,87864.86505926863,7.791562996176492e-5,87864.86505926863,7.791562996176492e-5,5710.0
712800.0,2.733886705813196e7,0.024261134644117482,2.9777017123540018e7,0.02642480466356819,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.777388510185338e-52,87864.86505928844,7.797328679194607e-5,87864.86505928844,7.797328679194607e-5,5710.0
734400.0,2.735904140637465e7,0.02429402303430302,2.987284412287242e7,0.026526205814071793,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1998020851687853e-51,87864.86505930466,7.802141251773956e-5,87864.86505930466,7.802141251773956e-5,5710.0
756000.0,2.7449873625601962e7,0.02438134476642088,3.0015246728436466e7,0.026659943456083857,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86505931143,7.804274792245572e-5,87864.86505931141,7.804274792245571e-5,5710.0
777600.0,2.7217244291582026e7,0.024185835763267386,2.9887462350313693e7,0.026558649657603083,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2241504609148029e-51,87864.86505931405,7.807863180121746e-5,87864.86505931403,7.807863180121744e-5,5710.0
799200.0,2.688000558883114e7,0.02389046906053819,2.9675604385693222e7,0.02637514735948402,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2208784648204209e-51,87864.86505931814,7.809272335420234e-5,87864.86505931814,7.809272335420234e-5,5710.0
820800.0,2.6789843801430114e7,0.02380573035559574,2.9688734543956514e7,0.02638171444338771,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2186786595030502e-51,87864.86505931814,7.807762153586254e-5,87864.86505931814,7.807762153586254e-5,5710.0
842400.0,2.6001604080344725e7,0.02309777583240884,2.8999511977913808e7,0.025760880938166635,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2184646156708048e-51,87864.86505970126,7.80522213330665e-5,87864.86505970126,7.80522213330665e-5,5710.0
864000.0,2.6044571002966296e7,0.023151755413686973,2.913333115025387e7,0.025897441624198988,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.5940765191222925e-51,87864.86505970126,7.810556238715277e-5,87864.86505970126,7.810556238715277e-5,5710.0
885600.0,2.555703927785124e7,0.022715483050540566,2.8733900471273843e7,0.025539125328057875,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.6026693355881054e-51,87864.8650617092,7.80956209891265e-5,87864.86506170919,7.809562098912648e-5,5710.0
907200.0,2.53649500073981e7,0.022548025870997874,2.8610664121212177e7,0.025433284694169115,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.723956152944442e-51,87864.86506279492,7.810696453215141e-5,87864.86506279491,7.810696453215141e-5,5710.0
928800.0,2.5337787114405055e7,0.022525782191728808,2.87189329275053e7,0.025531686132766806,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.720769591033246e-51,87864.86506279492,7.811356231598183e-5,87864.86506279491,7.811356231598181e-5,5710.0
950400.0,2.5349151012722414e7,0.022525120590091503,2.8801455846499406e7,0.025592820279740042,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86507574844,7.80762511718848e-5,87864.86507574843,7.807625117188478e-5,5710.0
972000.0,2.524075356792606e7,0.022444607980314883,2.882736791831984e7,0.02563390075854054,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.693500418149286e-51,87864.8650805193,7.813128267618332e-5,87864.8650805193,7.813128267618332e-5,5710.0
993600.0,2.5010936691261474e7,0.022261018112303937,2.868646419331656e7,0.025532426348849786,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.463082633141393e-50,87864.8650805193,7.820424229357119e-5,87864.8650805193,7.820424229357119e-5,5710.0
1.0152e6,2.4861535647166032e7,0.02213324443630366,2.8591778599548373e7,0.025454132584308654,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.553802341482276e-50,87864.8650983247,7.822262325962746e-5,87864.86509832469,7.822262325962745e-5,5710.0
1.0368e6,2.4689287623619262e7,0.022003930477278087,2.8487901803123552e7,0.025389384265578293,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0997575981824597e-50,87864.8650983247,7.830814774782623e-5,87864.86509832469,7.830814774782622e-5,5710.0
1.0584e6,2.4274893819093995e7,0.021650689022208347,2.816860860176198e7,0.025123478997273477,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.149225519241197e-50,87864.86510117957,7.836635185557842e-5,87864.86510117957,7.836635185557842e-5,5710.0
1.08e6,2.4124451430019453e7,0.02152105808177756,2.808847960943581e7,0.025057307638974378,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1505618681733456e-50,87864.8651480228,7.83829166720508e-5,87864.8651480228,7.83829166720508e-5,5710.0
1.1016e6,2.3814530548495788e7,0.021256530906846708,2.7848212126458682e7,0.02485694104114441,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.189336232443302e-50,87864.8651480228,7.842700144105237e-5,87864.8651480228,7.842700144105237e-5,5710.0
1.1232e6,2.350628897139196e7,0.02098266138075333,2.7630112478764124e7,0.024663752528509126,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.186288775625723e-50,87864.86514802343,7.843172160906846e-5,87864.86514802343,7.843172160906846e-5,5710.0
1.1448e6,2.3462862313313413e7,0.02094693832948222,2.7678416503164873e7,0.024710458417536593,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1826100808411546e-50,87864.86514802343,7.844311094727657e-5,87864.86514802343,7.844311094727657e-5,5710.0
1.1664e6,2.3122688925052807e7,0.02064060948649657,2.7390023611964688e7,0.02444987185672621,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1801639632990077e-50,87864.8651735645,7.843310851560382e-5,87864.8651735645,7.843310851560382e-5,5710.0
1.188e6,2.297684349565857e7,0.0205074038979794,2.731060725943788e7,0.024375395770711714,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.179144933057e-50,87864.86519541903,7.84215760247674e-5,87864.86519541901,7.842157602476738e-5,5710.0
1.2096e6,2.27619862476265e7,0.020322409622914515,2.7175066691753704e7,0.02426250639253533,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.1759713051453922e-50,87864.86520799375,7.844771378004038e-5,87864.86520799373,7.844771378004037e-5,5710.0
1.2312e6,2.273454522767222e7,0.020308961386899214,2.721667989019286e7,0.024312890160509193,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.1462110583515075e-50,87864.86520799375,7.84904266570613e-5,87864.86520799373,7.849042665706129e-5,5710.0
1.2528e6,2.2860581297696985e7,0.020409372537175997,2.7423149632315367e7,0.024482722888810766,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86533780565,7.844362075730482e-5,87864.86533780563,7.84436207573048e-5,5710.0
1.2744e6,2.2566675889812656e7,0.020162390263981776,2.7204837215252075e7,0.024306395309626666,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.019151562181828e-50,87864.86534096285,7.850361808477262e-5,87864.86534096285,7.850361808477262e-5,5710.0
1.296e6,2.2885577262542956e7,0.02045082983513527,2.7573622464778677e7,0.024640123973992917,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86537310945,7.85171110004531e-5,87864.86537310944,7.851711100045309e-5,5710.0
1.3176e6,2.2694406072048813e7,0.020286236099636056,2.7463397256250717e7,0.02454917564573667,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1538041503406109e-49,87864.86549068872,7.85412669777773e-5,87864.86549068872,7.85412669777773e-5,5710.0
1.3392e6,2.284352199693298e7,0.020429730192909886,2.7668035727666397e7,0.0247444551221089,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86563669649,7.858050517056855e-5,87864.86563669649,7.858050517056855e-5,5710.0
1.3608e6,2.2490467813971676e7,0.02013318008894851,2.7395377360687707e7,0.02452399258964223,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.718279215608632e-48,87864.8656366974,7.865550765715699e-5,87864.86563669739,7.865550765715698e-5,5710.0
1.3824e6,2.2687245457673404e7,0.020312512309124644,2.7644993993682403e7,0.024751320376463937,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86564262975,7.866782101138019e-5,87864.86564262974,7.866782101138018e-5,5710.0
1.404e6,2.25723933028843e7,0.020213362669127048,2.761552705436899e7,0.024729440788971328,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.7701365013169534e-48,87864.8656862908,7.868214824008891e-5,87864.8656862908,7.868214824008891e-5,5710.0
1.4256e6,2.2610050521836203e7,0.020255117739983466,2.773029891733778e7,0.02484207052050398,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.804652328720107e-48,87864.86568629101,7.871336678194756e-5,87864.86568629101,7.871336678194756e-5,5710.0
1.4472e6,2.283201862397573e7,0.020455873095273556,2.802366422361692e7,0.025107220192125346,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,8.516014907322112e-48,87864.86586266242,7.872070250207618e-5,87864.86586266241,7.872070250207617e-5,5710.0
1.4688e6,2.276734527637037e7,0.020411342555854792,2.8022374134305295e7,0.02512257229556172,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.667326752351519e-47,87864.86586266242,7.87724635427038e-5,87864.86586266241,7.877246354270378e-5,5710.0
1.4904e6,2.2849339937109474e7,0.020478257212678916,2.820607958726078e7,0.02527912641411245,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.6627568068983294e-47,87864.86586266242,7.874710289424461e-5,87864.86586266241,7.87471028942446e-5,5710.0
1.512e6,2.2841075331434008e7,0.02045958843643787,2.8240547366894647e7,0.025296093461555903,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.6573399533532665e-47,87864.86592107886,7.870378117855483e-5,87864.86592107886,7.870378117855483e-5,5710.0
1.5336e6,2.2939719175637867e7,0.020542370715247078,2.8403661011490937e7,0.02543529542366476,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.656699627296095e-47,87864.86599852663,7.868242136565097e-5,87864.86599852661,7.868242136565095e-5,5710.0
1.5552e6,2.3165426912235342e7,0.0207380909373839,2.871908888148728e7,0.025709825211489006,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86605105396,7.865814816498819e-5,87864.86605105398,7.86581481649882e-5,5710.0
1.5768e6,2.3153510556051504e7,0.020727255197769794,2.8799452319625117e7,0.025781558970929177,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.404634384728469e-47,87864.86618170502,7.865751069831165e-5,87864.86618170502,7.865751069831165e-5,5710.0
1.5984e6,2.330107092988921e7,0.020875298026684995,2.901617975078298e7,0.025995431785775742,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.14816412431317e-47,87864.86619717679,7.871763806306678e-5,87864.86619717677,7.871763806306676e-5,5710.0
1.62e6,2.3970538712694358e7,0.02147852370151523,2.9751110850524105e7,0.026658138442711803,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86644489066,7.873029634780898e-5,87864.86644489066,7.873029634780898e-5,5710.0
1.6416e6,2.3908903314968854e7,0.021444841773008188,2.9779149664649893e7,0.026710098086905023,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.9453678444027983e-46,87864.86644807151,7.880947668585459e-5,87864.86644807151,7.880947668585459e-5,5710.0
1.6632e6,2.3897577694795802e7,0.021443933545020753,2.9823388872681215e7,0.02676132188963899,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86647396191,7.884348705434184e-5,87864.8664739619,7.884348705434182e-5,5710.0
1.6848e6,2.388211505930112e7,0.021448004969156775,2.985606675946179e7,0.026813080274773287,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.307597084501781e-46,87864.86647396191,7.890951400528845e-5,87864.8664739619,7.890951400528843e-5,5710.0
1.7064e6,2.4719663414799284e7,0.02219974916036939,3.072583410830184e7,0.027593652814020785,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86686247478,7.89079516021408e-5,87864.86686247477,7.890795160214079e-5,5710.0
1.728e6,2.4435087740822483e7,0.021967527926396366,3.0503468973054066e7,0.027423098031199265,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.253692370144394e-46,87864.86686247485,7.899189628551526e-5,87864.86686247485,7.899189628551526e-5,5710.0
1.7496e6,2.4173973206211787e7,0.021746755048184355,3.027703762503501e7,0.027237033614611068,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.3577750119349565e-46,87864.86686247485,7.904268448963842e-5,87864.86686247485,7.904268448963842e-5,5710.0
1.7712e6,2.4159526779811185e7,0.021738391642149423,3.029890439329049e7,0.027262514536492834,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.345890361762342e-46,87864.86686247485,7.905953228512379e-5,87864.86686247485,7.905953228512379e-5,5710.0
1.7928e6,2.411198891434596e7,0.021692280435380056,3.0293624973751117e7,0.027253571269845078,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.334231566410577e-46,87864.86686247485,7.904737096424785e-5,87864.86686247485,7.904737096424785e-5,5710.0
1.8144e6,2.411568929667736e7,0.02168000581513388,3.031469937739566e7,0.027252916170077086,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86688432493,7.899051947317077e-5,87864.86688432493,7.899051947317077e-5,5710.0
1.836e6,2.40352695580512e7,0.021603465713104748,3.0289447121107932e7,0.027224867637507384,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.310955416591182e-46,87864.86691130017,7.897500941773052e-5,87864.86691130017,7.897500941773052e-5,5710.0
1.8576e6,2.4179154290744778e7,0.02173698004774993,3.0546107174032547e7,0.027460849713529176,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8669113008,7.899022587734678e-5,87864.8669113008,7.899022587734678e-5,5710.0
1.8792e6,2.391773601054038e7,0.021498782479738947,3.0343264910347473e7,0.027274456568346296,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.289171368444042e-46,87864.8670504925,7.89785313918197e-5,87864.86705049248,7.897853139181968e-5,5710.0
1.9008e6,2.4019760170670062e7,0.02158364513079597,3.051883101077207e7,0.027423571828480094,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86735184013,7.895349924027465e-5,87864.86735184013,7.895349924027465e-5,5710.0
1.9224e6,2.3860555760578472e7,0.021456072202040728,3.0423687863974012e7,0.027357822257445645,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.9442359907281126e-46,87864.86735184013,7.901052082946569e-5,87864.86735184013,7.901052082946569e-5,5710.0
1.944e6,2.388388376545363e7,0.021468429294424503,3.0529760101970095e7,0.0274421866460812,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.933968440694825e-46,87864.86735184013,7.897880892116042e-5,87864.86735184013,7.897880892116042e-5,5710.0
1.9656e6,2.3696778423948366e7,0.021297614844119978,3.040074433676389e7,0.027322842467253756,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.292963548155842e-46,87864.86775721966,7.896905133448944e-5,87864.86775721965,7.896905133448943e-5,5710.0
1.9872e6,2.392431635306845e7,0.021502586114824356,3.069370712241472e7,0.02758674776085176,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86784706457,7.897077849444378e-5,87864.86784706457,7.897077849444378e-5,5710.0
2.0088e6,2.3502291538043927e7,0.021133754677938373,3.0332592185127366e7,0.027275704624323868,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.174055412387275e-45,87864.8681046216,7.900993672581401e-5,87864.8681046216,7.900993672581401e-5,5710.0
2.0304e6,2.354604725085711e7,0.021167660025456777,3.0461805334295426e7,0.027384857093350964,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86811795102,7.898963408538478e-5,87864.86811795102,7.898963408538478e-5,5710.0
2.052e6,2.3369394510362938e7,0.021009127894122504,3.036578872169094e7,0.027298898932833323,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2524054331029009e-45,87864.86819959544,7.899067528629989e-5,87864.86819959545,7.89906752862999e-5,5710.0
2.0736e6,2.3323196935201e7,0.02096002673399836,3.0363665019818217e7,0.02728713530678233,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86851762967,7.896215935685994e-5,87864.86851762966,7.896215935685992e-5,5710.0
2.0952e6,2.327144569253802e7,0.020926913770976864,3.037712583166768e7,0.027316716859290793,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.6302112970738448e-45,87864.86851762967,7.901273308328443e-5,87864.86851762966,7.901273308328442e-5,5710.0
2.1168e6,2.3240944145146422e7,0.020892452237942755,3.041147529115979e7,0.02733840290815471,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86869963881,7.898614450582382e-5,87864.86869963881,7.898614450582382e-5,5710.0
2.1384e6,2.2893615959887862e7,0.020591910891293874,3.013464390259195e7,0.027104931919460975,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.8561972473415406e-45,87864.8686997256,7.903100802905441e-5,87864.8686997256,7.903100802905441e-5,5710.0
2.16e6,2.2834676222368352e7,0.0205378700220668,3.012367061168522e7,0.02709370720151937,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.8523316809334857e-45,87864.86869972563,7.902705671356204e-5,87864.86869972563,7.902705671356204e-5,5710.0
2.1816e6,2.292957122738053e7,0.020615361411559917,3.027061782962995e7,0.02721549917007851,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86884013854,7.899694279305962e-5,87864.86884013854,7.899694279305962e-5,5710.0
2.2032e6,2.277918810792045e7,0.020489578962884173,3.0220174555967517e7,0.027182648033945548,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.86912338436,7.90332897484212e-5,87864.86912338436,7.90332897484212e-5,5710.0
2.2248e6,2.302129783728194e7,0.020719428806064442,3.0531632215996277e7,0.02747881481329063,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8692520487,7.907937753508194e-5,87864.8692520487,7.907937753508194e-5,5710.0
2.2464e6,2.297042809853427e7,0.020689227748476396,3.0552505383392736e7,0.027518326582859718,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,87864.8692774948,7.913898181497944e-5,87864.8692774948,7.913898181497944e-5,5710.0
2.268e6,2.2957361932247743e7,0.020696358947124634,3.059601140347227e7,0.02758270032181271,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.456645262918951e-45,87864.8692774948,7.921131699608872e-5,87864.8692774948,7.921131699608872e-5,5710.0
2.2896e6,2.2930990712814618e7,0.020677832754290932,3.062453047539948e7,0.027615419119031575,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.450236711311495e-45,87864.86929019839,7.923142505766379e-5,87864.86929019839,7.923142505766379e-5,5710.0
