time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,copy_residual,copy_residual_relative,copy_repair,copy_repair_relative,fix_gross,fix_gross_relative,fix_events,copy_repair_events
0.0,3.568647193497274e-16,6.782330168462964e-18,3.614943430337272e-16,6.870317673750229e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600.0,0.005729370930380453,0.0001015033077509421,0.005515921405148384,9.772176993253373e-5,0.0,0.0,0.0,0.0,0.0,2.242645174664801e-6,3.9731395663895455e-8,0.0052561541789892825,9.311965339638463e-5,4.032373919258865e-95,7.143878374553522e-97,0.0,184693.0
43200.0,0.008973860739940859,0.00015458392597501755,0.008190370392693784,0.00014108750371587505,0.0,0.0,0.0,0.0,0.0,1.2644544127016511e-6,2.1781520016449964e-8,0.009051980736851728,0.00015592962279042388,4.559786641427827e-6,7.854698675043162e-8,654.0,394274.0
64800.0,0.008675861698366925,0.00014399188541604742,0.0078127253827976,0.00012966655039217516,0.0,0.0,0.0,0.0,0.0,3.127493608478438e-6,5.1906509920071124e-8,0.01911609908902382,0.00031726683127586587,4.559786641435854e-6,7.567804771701733e-8,654.0,620912.0
86400.0,0.011264199854092233,0.00018410963659432295,0.010367936202753485,0.00016946050241008437,0.0,0.0,0.0,0.0,0.0,1.1099323378619584e-5,1.8141478490708176e-7,0.031324134609140034,0.0005119826631471984,4.559786641435854e-6,7.452821082514943e-8,654.0,847710.0
108000.0,0.009362760238969974,0.00015062728096649174,0.008488568592106218,0.0001365633609845791,0.0,0.0,0.0,0.0,0.0,9.686454585216224e-6,1.5583484775180362e-7,0.05530668620039839,0.0008897692079050276,4.56234938031538e-6,7.33986841952568e-8,866.0,1.073843e6
129600.0,0.011437510239766423,0.00019099242597696292,0.010923311397311277,0.00018240593448569408,0.0,0.0,0.0,0.0,0.0,1.0196007662589332e-5,1.7026085205038545e-7,0.08953316640435381,0.0014950943254688502,6.683678371010196e-5,1.1160925059465235e-6,1770.0,1.300409e6
151200.0,0.0097952473059306,0.000161581568245347,0.00968863216470934,0.00015982285392408628,0.0,0.0,0.0,0.0,0.0,1.121720529663322e-5,1.8503806657976072e-7,0.13054064868656975,0.0021533874618734693,6.683678371010416e-5,1.102533911707875e-6,1770.0,1.528653e6
172800.0,0.009562882458940327,0.00015848886009492782,0.009678978300799857,0.0001604129554413969,0.0,0.0,0.0,0.0,0.0,1.3321009056561672e-5,2.2077355334582006e-7,0.15613767251837754,0.0025877220431772337,6.68367837102235e-5,1.1077084454532103e-6,1770.0,1.757609e6
194400.0,0.011042168715007199,0.00017772654469728962,0.010787462041672854,0.00017362697529825198,0.0,0.0,0.0,0.0,0.0,1.0872845322111322e-5,1.7500124115117494e-7,0.19133472201928228,0.0030795815480420584,6.68367837102235e-5,1.0757552192943804e-6,1770.0,1.986569e6
216000.0,0.012486678817078945,0.0001981627659721467,0.012408407052320049,0.00019692059824849795,0.0,0.0,0.0,0.0,0.0,2.254143704375653e-5,3.577311132138783e-7,0.22490371003317106,0.003569206985336447,6.68367837102235e-5,1.0606953316188808e-6,1770.0,2.215523e6
237600.0,0.014057612000546633,0.0002261673414372027,0.014404192093338243,0.00023174333102766014,0.0,0.0,0.0,0.0,0.0,3.1139611856222996e-5,5.009928590029723e-7,0.28405272890517685,0.004570011643653857,6.6836783710224e-5,1.0753104923771476e-6,1770.0,2.444475e6
259200.0,0.01622564780378501,0.00026227989073683604,0.016772024141182673,0.00027111180474155284,0.0,0.0,0.0,0.0,0.0,3.5425130846462545e-5,5.726304157533177e-7,0.35641199888279557,0.005761230691970932,6.683678371022445e-5,1.0803848660285812e-6,1770.0,2.673433e6
280800.0,0.018189851006249147,0.00029337750242660243,0.018675728024123053,0.00030121403643347034,0.0,0.0,0.0,0.0,0.0,3.62415648312457e-5,5.845270404122529e-7,0.42836700887314116,0.006908975952688187,6.683678371022665e-5,1.0779862170611966e-6,1770.0,2.902393e6
302400.0,0.017037632100326352,0.0002718334611812704,0.017719886330622582,0.0002827187489803558,0.0,0.0,0.0,0.0,0.0,2.7889301170234412e-5,4.449705934715223e-7,0.49535661176428125,0.007903357784814012,6.683678371022665e-5,1.0663731992327062e-6,1770.0,3.131352e6
324000.0,0.017762691751489597,0.0002822780857476344,0.01826430679038997,0.0002902495652364427,0.0,0.0,0.0,0.0,0.0,2.1253956412598574e-5,3.3775996423564907e-7,0.5430230346753202,0.008629519944924237,6.68367837102286e-5,1.0621452889689332e-6,1770.0,3.360312e6
345600.0,0.011698270168392607,0.00019426573497983583,0.01194767376901253,0.00019840742200566248,0.0,0.0,0.0,0.0,0.0,1.7122161959307036e-5,2.8433685746596225e-7,0.5867738517801193,0.009744180288381633,6.683678371023388e-5,1.109915972554511e-6,1770.0,3.589268e6
367200.0,0.012734312389644573,0.0002055891229935541,0.012905793045870629,0.0002083575926717868,0.0,0.0,0.0,0.0,0.0,2.0521978066413032e-5,3.313171016754496e-7,0.6272823432385813,0.010127160609051227,6.683678371023388e-5,1.0790465418353358e-6,1770.0,3.818228e6
388800.0,0.013935011561840288,0.00022770434817784827,0.014104449649868562,0.00023047304264356593,0.0,0.0,0.0,0.0,0.0,2.284328593426027e-5,3.732695527964112e-7,0.7282912884154723,0.011900606782873014,6.683678371028846e-5,1.0921430672315281e-6,1770.0,4.047631e6
410400.0,0.024324068515049584,0.0003870603215680066,0.02392477839760908,0.00038070655878527854,0.0,0.0,0.0,0.0,0.0,2.6118881179252077e-5,4.1562054234401403e-7,0.7806003043543174,0.01242141727369863,6.683678371028846e-5,1.06355016141603e-6,1770.0,4.276589e6
432000.0,0.02357402889366158,0.0003663056474155941,0.023263234619958186,0.00036147636269063177,0.0,0.0,0.0,0.0,0.0,2.5734032895453456e-5,3.998689245230293e-7,0.8348154207886881,0.012971800644002041,6.683678371028846e-5,1.0385450632393169e-6,1770.0,4.505549e6
453600.0,0.02724129898156437,0.0004180211705978086,0.02705645327903726,0.00041518468996585894,0.0,0.0,0.0,0.0,0.0,2.3873377616314452e-5,3.663399922319783e-7,0.8856083563668866,0.013589771988120801,6.683678371028846e-5,1.0256188805267787e-6,1770.0,4.734509e6
475200.0,0.02149459575487367,0.0003342383478811944,0.02140440946644313,0.00033283596207267204,0.0,0.0,0.0,0.0,0.0,2.545501343378625e-5,3.9582236076587845e-7,0.9566196731582748,0.014875319487437793,0.00018508842375380605,2.878102462260991e-6,1790.0,4.964543e6
496800.0,0.021791867111360712,0.00034201502190177015,0.020988770699332665,0.0003294107307896143,0.0,0.0,0.0,0.0,0.0,3.334763615589243e-5,5.233783985532777e-7,1.0255558257741273,0.016095706550576728,0.00018508842375393583,2.904892039790608e-6,1790.0,5.19409e6
518400.0,0.024265918779913954,0.00038566558195967727,0.023857743432398302,0.00037917832778360536,0.0,0.0,0.0,0.0,0.0,3.136283627804406e-5,4.984590369226e-7,1.1357393130673836,0.018050648199283627,0.00018508842375525205,2.941666264895565e-6,1790.0,5.424967e6
540000.0,0.024084321757513117,0.0003684208548351207,0.02328674658585096,0.0003562202485860626,0.0,0.0,0.0,0.0,0.0,3.416950987674222e-5,5.226952274111434e-7,1.2079660810901753,0.018478406852717066,0.00018508842375525205,2.8313205572717856e-6,1790.0,5.653927e6
561600.0,0.0231677691859907,0.0003544671134460447,0.02180272048953139,0.00033358185396064694,0.0,0.0,0.0,0.0,0.0,1.2465317797759535e-5,1.9071949407331265e-7,1.2588247633139842,0.019260032185409025,0.0001850884237555681,2.8318548399811773e-6,1790.0,5.884017e6
583200.0,0.020990202657926522,0.00032659388080828993,0.020413209306682056,0.0003176162401035038,0.0,0.0,0.0,0.0,0.0,1.2528764917798236e-5,1.9493942116339166e-7,1.3336476606600254,0.020750688891580292,0.0001850884237625461,2.8798553112812373e-6,1790.0,6.115137e6
604800.0,0.02058056835861592,0.0003213088675241366,0.019722347363459437,0.00030791011141428773,0.0,0.0,0.0,0.0,0.0,2.645128722908325e-5,4.1296396659397074e-7,1.3739684539434187,0.021450731595837144,0.00018508842376329705,2.8896457471406764e-6,1790.0,6.345056e6
626400.0,0.02167297704980348,0.00034229417203602544,0.021151522822769397,0.0003340585363646013,0.0,0.0,0.0,0.0,0.0,3.6174815788702876e-5,5.713303064223966e-7,1.510166715644654,0.02385095801006433,0.000185088423771018,2.923211177798395e-6,1790.0,6.576174e6
648000.0,0.022242139179542156,0.0003546914876009459,0.021850305457787735,0.0003484429840492227,0.0,0.0,0.0,0.0,0.0,3.600435335027738e-5,5.741551002282173e-7,1.6552533574980242,0.02639603461646533,0.0001850884237724286,2.9515725909106707e-6,1790.0,6.807292e6
669600.0,0.02153892831018798,0.0003394532117014877,0.021200820948789875,0.00033412464437104094,0.0,0.0,0.0,0.0,0.0,3.428365366892451e-5,5.403099067502467e-7,1.7276308552150594,0.027227438338236504,0.0001850884237724286,2.916990993864752e-6,1790.0,7.038407e6
691200.0,0.0185587615234058,0.0002928017705585975,0.018226886590044667,0.00028756577633723716,0.0,0.0,0.0,0.0,0.0,3.076259992900166e-5,4.853418540260704e-7,1.7988642684515557,0.028380699980057326,0.00018508842377292368,2.920141956792957e-6,1790.0,7.269515e6
712800.0,0.014178499330125648,0.00022523072612652283,0.013654138036610917,0.00021690105229143445,0.0,0.0,0.0,0.0,0.0,1.8337180938077452e-5,2.912929275259216e-7,1.8466652105564392,0.02933496250921846,0.0001850884237815611,2.940198332369294e-6,1790.0,7.500632e6
734400.0,0.013247563581528945,0.00020800477033884628,0.012290531081322416,0.00019297805812967973,0.0,0.0,0.0,0.0,0.0,1.2846448285278153e-5,2.0170671450672511e-7,1.8759394525486706,0.029454801450511887,0.0001850884237815612,2.906140049385546e-6,1790.0,7.73175e6
756000.0,0.017921986329118608,0.00028760139844819307,0.016611271742761755,0.0002665678287824129,0.0,0.0,0.0,0.0,0.0,1.599475122862267e-5,2.566742735267483e-7,1.9036330166148963,0.030548372689084714,0.00018508842378503314,2.970189159817601e-6,1790.0,7.962849e6
777600.0,0.022143983359770015,0.0003520921050102524,0.020766265881751927,0.0003301862247960324,0.0,0.0,0.0,0.0,0.0,2.17954553845392e-5,3.46550466613029e-7,1.9463671246354861,0.03094748071752426,0.00018508842378576484,2.9429290875531277e-6,1790.0,8.193969e6
799200.0,0.01960436562093233,0.00030582805356943514,0.018029205607898773,0.0002812555613928916,0.0,0.0,0.0,0.0,0.0,2.134495397044781e-5,3.329812273721914e-7,1.996865901619194,0.031151102960419598,0.00018508842378597883,2.887378937896418e-6,1790.0,8.425089e6
820800.0,0.016707862339560155,0.00025641173063254514,0.015164595695021698,0.00023272757145578212,0.0,0.0,0.0,0.0,0.0,1.7234819291460007e-5,2.644988180922955e-7,2.040603546847333,0.0313166745301188,0.00018508842378597883,2.840509581566384e-6,1790.0,8.656209e6
842400.0,0.015976378014307773,0.00025521395530327096,0.015086027637436647,0.00024099109195567487,0.0,0.0,0.0,0.0,0.0,1.5524394420047965e-5,2.479937630469329e-7,2.103612847712046,0.033604071887293176,0.0001850884237995453,2.9566869710034663e-6,1790.0,8.887329e6
864000.0,0.0204221809869267,0.00031339710761027267,0.019208281295594796,0.00029476870291461567,0.0,0.0,0.0,0.0,0.0,1.4637062061304057e-5,2.2461914899595004e-7,2.1411056179397185,0.032857230487770415,0.0001850884237995453,2.8403517091565592e-6,1790.0,9.118449e6
885600.0,0.014693554054909786,0.0002287792518432214,0.013357378286852819,0.00020797493918988007,0.0,0.0,0.0,0.0,0.0,1.3776823072570423e-5,2.1450571206534713e-7,2.1688399451544655,0.03376892875378464,0.00018508842381009197,2.8818345082389877e-6,1790.0,9.349568e6
907200.0,0.016475046827655167,0.00025608758368159357,0.015297122170986829,0.00023777796172781498,0.0,0.0,0.0,0.0,0.0,2.1732142882188196e-5,3.378037110996674e-7,2.2064748849163647,0.03429737272636182,0.0001850884238127715,2.8770083458629832e-6,1790.0,9.580681e6
