time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction,residual_at_spin_up,residual_since_spin_up,relative_since_spin_up
0.0,1.115178573378466e9,1.115178573378466e9,0.0,0.0,7.251685276422749e-9,6.502712166046697e-18,1.115178573378466e9,0.0,NaN,NaN,NaN
21600.0,1.1152020618106601e9,1.1152080421163056e9,-5980.305645465851,-5.362531015909466e-6,4.393993964292505e6,0.0039400877336599836,1.1152020618106601e9,0.0,-727.312216758728,-5252.993428707123,-4.710351252559808e-6
43200.0,1.1163789834071722e9,1.1163903795892498e9,-11396.182077646255,-1.0208166086094953e-5,5.381446808927301e6,0.004820447974130796,1.1163789834071722e9,0.0,-727.312216758728,-10668.869860887527,-9.556673871023882e-6
64800.0,1.1174977151691709e9,1.1175189374530933e9,-21222.283922433853,-1.899089692476118e-5,8.119514670427902e6,0.007265799795571609,1.1174977151691709e9,0.0,-727.312216758728,-20494.971705675125,-1.8340056921344598e-5
86400.0,1.1186979276065843e9,1.1187305294125304e9,-32601.80594611168,-2.9142635506496487e-5,9.521495321652e6,0.008511229963590718,1.1186979276065843e9,0.0,-727.312216758728,-31874.49372935295,-2.8492493766880692e-5
108000.0,1.1200627311964986e9,1.120104011655589e9,-41280.45909047127,-3.68554884835546e-5,1.0334162729441907e7,0.009226414236997703,1.1200627311964986e9,0.0,-727.312216758728,-40553.14687371254,-3.6206138945799885e-5
129600.0,1.121787870569136e9,1.1218501031734324e9,-62232.60429644585,-5.5476267776787704e-5,1.5501468981333995e7,0.013818538591854598,1.121787870569136e9,0.0,-727.312216758728,-61505.29207968712,-5.482791684000165e-5
151200.0,1.1221821229749756e9,1.1222896481337051e9,-107525.15872955322,-9.581792164403515e-5,1.936925581512715e7,0.017260349651425592,1.1221821229749756e9,0.0,-727.312216758728,-106797.8465127945,-9.516979849016545e-5
172800.0,1.1224487504066122e9,1.1225982780559316e9,-149527.64931941032,-0.00013321556932131045,2.381017952678417e7,0.021212709727868487,1.1224487504066122e9,0.0,-727.312216758728,-148800.3371026516,-0.00013256760012316643
194400.0,1.1224165740941908e9,1.1226241891452904e9,-207615.0510995388,-0.00018497147662585763,2.372351293189133e7,0.021136103546080122,1.1224165740941908e9,0.0,-727.312216758728,-206887.73888278008,-0.0001843234888523826
216000.0,1.123547504515036e9,1.1238097154197001e9,-262210.9046640396,-0.00023337767527437068,2.5564752751397483e7,0.022753602004956755,1.123547504515036e9,0.0,-727.312216758728,-261483.59244728088,-0.0002327303397466462
237600.0,1.1250566876454923e9,1.1253406695078988e9,-283981.86240649223,-0.0002524156031646785,2.939072709852133e7,0.02612377440289694,1.1250566876454923e9,0.0,-727.312216758728,-283254.5501897335,-0.00025176913599129466
259200.0,1.1254918865319343e9,1.1258380078792853e9,-346121.3473510742,-0.0003075289582207517,3.3234284587807484e7,0.0295286754045068,1.1254918865319343e9,0.0,-727.312216758728,-345394.0351343155,-0.00030688274101966655
280800.0,1.1251741787066147e9,1.125584020381235e9,-409841.6746201515,-0.0003642473159944566,3.685105141775147e7,0.032751419393672605,1.1251741787066147e9,0.0,-727.312216758728,-409114.3624033928,-0.0003636009163253896
