exclusive_s,inferences,specializations,method
0.073300,71,31,ClimaCore.DataLayouts.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:220
0.072946,131,131,ClimaCore.MatrixFields.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:137
0.072579,39,35,ClimaCore.Geometry.reshape /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Geometry/tensors.jl:424
0.072330,82,82,Zygote.map! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/Zygote/dywlZ/src/compiler/interface.jl:473
0.070636,283,283,UnrolledUtilities._unrolled_map /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:2
0.069385,1,1,CloudMicrophysics.Parameters.RainParticlePDF_SB2006_limited /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/Microphysics2M.jl:337
0.068945,1,1,ClimaAtmos.aerosol_ml_parameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:375
0.068611,2,2,ClimaAtmos.OrographicGravityWaveParameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:663
0.067705,507,422,Base.Fix1 operators.jl:1123
0.067584,4,4,ClimaAtmos.set_buoyancy_gradient_inputs! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.065813,91,91,Base.merge_types namedtuple.jl:283
0.065500,91,91,Base.merge_fallback namedtuple.jl:290
