time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction
0.0,7.193520302297007e6,1.496659214535201e-17,5.4364515816972675e6,1.1310895100307929e-17,0.0,0.0,0.0,0.0,0.0
3600.0,6.495877450034874e20,0.0013517854724806155,6.501419585513361e20,0.0013529387852214984,0.0,0.0,0.0,0.0,0.0
7200.0,6.872855310019212e20,0.0014305211748325251,6.887825605400493e20,0.0014336371031578605,0.0,0.0,0.0,0.0,0.0
10800.0,7.249753585844755e20,0.0015092509388139926,7.275374017278947e20,0.0015145845904667016,0.0,0.0,0.0,0.0,0.0
14400.0,7.61747466326513e20,0.001586080173556959,7.653159343882995e20,0.0015935102953400552,0.0,0.0,0.0,0.0,0.0
18000.0,7.974370615306806e20,0.0016606651396903695,8.019380691309805e20,0.001670038501897729,0.0,0.0,0.0,0.0,0.0
21600.0,8.32907997708353e20,0.001734804494251125,8.383756416397371e20,0.001746192658719743,0.0,0.0,0.0,0.0,0.0
25200.0,8.689695254889908e20,0.0018101837694844477,8.754454342940691e20,0.0018236739836608512,0.0,0.0,0.0,0.0,0.0
28800.0,9.047525485173982e20,0.001884993028802285,9.122715344376302e20,0.0019006583464258996,0.0,0.0,0.0,0.0,0.0
32400.0,9.401283250023204e20,0.001958965502932318,9.487234497043958e20,0.001976875348149167,0.0,0.0,0.0,0.0,0.0
36000.0,9.741750003722279e20,0.0020301822662092688,9.838703942908113e20,0.002050387482715441,0.0,0.0,0.0,0.0,0.0
39600.0,1.0073305858128368e21,0.0020995569659844333,1.0181449840693625e21,0.0021220971782168426,0.0,0.0,0.0,0.0,0.0
43200.0,1.0405194583827315e21,0.0021690161469268897,1.0524629977198951e21,0.002193913066888415,0.0,0.0,0.0,0.0,0.0
46800.0,1.073595571047112e21,0.0022382543047631477,1.086668567222453e21,0.002265509158224466,0.0,0.0,0.0,0.0,0.0
50400.0,1.106767851630504e21,0.002307705418409378,1.1209626305610336e21,0.002337302743813118,0.0,0.0,0.0,0.0,0.0
54000.0,1.1398306533734065e21,0.0023769394013156615,1.1551366283010979e21,0.0024088576294958794,0.0,0.0,0.0,0.0,0.0
57600.0,1.1718352596700412e21,0.0024439767517839134,1.18823543010562e21,0.0024781809071368886,0.0,0.0,0.0,0.0,0.0
61200.0,1.2021436420329623e21,0.0025074854843865698,1.2196215053829034e21,0.0025439416008735775,0.0,0.0,0.0,0.0,0.0
64800.0,1.2306696757993323e21,0.0025672846020631038,1.2492213472977106e21,0.002605985011699333,0.0,0.0,0.0,0.0,0.0
68400.0,1.2582268823837708e21,0.0026250701018206615,1.2778583655345257e21,0.002666027754367243,0.0,0.0,0.0,0.0,0.0
72000.0,1.285835395837365e21,0.0026829699492112937,1.3065548484937352e21,0.002726202285963811,0.0,0.0,0.0,0.0,0.0
75600.0,1.3139283648132266e21,0.0027418882942956135,1.335750355152944e21,0.0027874261344648594,0.0,0.0,0.0,0.0,0.0
79200.0,1.3422404102982892e21,0.0028012724821255986,1.3651802735502589e21,0.0028491482629309063,0.0,0.0,0.0,0.0,0.0
82800.0,1.3699858535219116e21,0.002859483835462125,1.3940563471420382e21,0.002909724637030552,0.0,0.0,0.0,0.0,0.0
86400.0,1.3965304614942296e21,0.0029151996223366547,1.4217435487699474e21,0.002967830900014243,0.0,0.0,0.0,0.0,0.0
