time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,1.1298739844259547e8,1.1298739844259542e8,4.470348358154297e-8,3.9565017159196814e-16,3.488170169374527e-9,3.0872205373829646e-17,1.1298739844259547e8,0.0
3600.0,1.1305148427599014e8,1.1306796842244354e8,-16484.146453395486,-0.00014581096886046268,172445.24174646573,0.0015253691081620732,1.1305148427599014e8,0.0
7200.0,1.131230010927804e8,1.1314740276758298e8,-24401.674802586436,-0.00021570922417955344,225145.56680125324,0.0019902722225040247,1.131230010927804e8,0.0
10800.0,1.1318814076527238e8,1.1322644566738491e8,-38304.90211252868,-0.0003384179813675421,324188.26978757343,0.0028641540323545863,1.1318814076527238e8,0.0
14400.0,1.1325471404392704e8,1.133081456456657e8,-53431.60173866153,-0.0004717825848550332,443096.9789724854,0.003912393251910252,1.1325471404392704e8,0.0
18000.0,1.1332189291380101e8,1.1339086956811348e8,-68976.65431246161,-0.0006086789810767556,560604.1229900272,0.004947006342511893,1.1332189291380101e8,0.0
21600.0,1.1339251830620703e8,1.1347620084575889e8,-83682.53955185413,-0.000737989955614853,677740.8254377474,0.005976944824592085,1.1339251830620703e8,0.0
25200.0,1.1346327182334466e8,1.1356121759558472e8,-97945.77224005759,-0.0008632376862228434,791645.991595576,0.0069771123190253154,1.1346327182334466e8,0.0
28800.0,1.1353043904055649e8,1.1364383705487981e8,-113398.01432332397,-0.0009988335752213094,898191.827818559,0.007911462647455259,1.1353043904055649e8,0.0
32400.0,1.1359345301709352e8,1.1372455071157324e8,-131097.6944797188,-0.0011540955134094854,1.0040350666309234e6,0.00883884625357622,1.1359345301709352e8,0.0
36000.0,1.136552709877691e8,1.1380465250049207e8,-149381.51272296906,-0.001314338626134151,1.1225423719611354e6,0.009876729536652433,1.136552709877691e8,0.0
39600.0,1.1371721639404103e8,1.138846126788005e8,-167396.28475946188,-0.0014720399431816704,1.2538645993901498e6,0.011026163312381734,1.1371721639404103e8,0.0
43200.0,1.1378094532483664e8,1.1396560288104275e8,-184657.55620610714,-0.0016229216208295926,1.376915758127778e6,0.012101461753519272,1.1378094532483664e8,0.0
46800.0,1.1384741154357894e8,1.1404848214100397e8,-201070.59742502868,-0.0017661411418920326,1.4928931505139875e6,0.013113105781439153,1.1384741154357894e8,0.0
50400.0,1.1391356919458479e8,1.14131271213594e8,-217702.01900921762,-0.001911115774428449,1.5949854505039048e6,0.014001716053505302,1.1391356919458479e8,0.0
54000.0,1.1396887153560907e8,1.1420659246521336e8,-237720.92960429192,-0.002085840865152526,1.6932861801034724e6,0.01485744446960162,1.1396887153560907e8,0.0
57600.0,1.1403898578671293e8,1.1429720494545397e8,-258219.15874104202,-0.0022643059911457756,1.7832939272739666e6,0.01563758143736266,1.1403898578671293e8,0.0
61200.0,1.141009601892929e8,1.1437857754210773e8,-277617.3528148383,-0.0024330851585672247,1.8764530362733477e6,0.016445549916147262,1.141009601892929e8,0.0
64800.0,1.141614648698657e8,1.1445803166727239e8,-296566.79740668833,-0.002597783742042458,1.995536420258114e6,0.01747994756840984,1.141614648698657e8,0.0
68400.0,1.1422100832209648e8,1.1453577056379141e8,-314762.2416949272,-0.0027557298461883327,2.106586112940506e6,0.018443070533925406,1.1422100832209648e8,0.0
72000.0,1.1430161757946157e8,1.1463333714906117e8,-331719.56959959865,-0.002902142389795926,2.2059824278310933e6,0.019299660622016237,1.1430161757946157e8,0.0
75600.0,1.144062124900008e8,1.1475382653718802e8,-347614.04718722403,-0.0030384193272511824,2.294688071299192e6,0.02005737294641888,1.144062124900008e8,0.0
79200.0,1.1450391462927629e8,1.1486847104509619e8,-364556.41581989825,-0.0031837899778379163,2.378724039223057e6,0.020774172192492592,1.1450391462927629e8,0.0
82800.0,1.1456288346608137e8,1.1494474271466035e8,-381859.24857898057,-0.003333184684479748,2.4594052980260253e6,0.02146773216260903,1.1456288346608137e8,0.0
86400.0,1.1462141407158355e8,1.1502462107534578e8,-403207.0037622303,-0.003517728402045527,2.5358142306605773e6,0.022123389867419595,1.1462141407158355e8,0.0
