# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: d1_column_1m_ice_no_vdiff
# generated: 1789126789 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_upper,min_e_src_lower,min_e_src_sfc,min_e_src_mp,min_e_src_new_upper,min_e_src_new_lower,max_e_src_upper,max_e_src_lower,max_e_src_sfc,max_e_src_mp,max_e_src_new_upper,max_e_src_new_lower
2940.0,column,false,1243.3452484750305,6.061722870279197e-79,2.6232650453671876e-68,0.0,0.0,0.0,0.0,103805.67906996694,91322.42679546928,1300.3544446542742,0.0,0.0,1300.3544446542742
3000.0,column,false,1243.268145724578,6.061698730394438e-79,2.62330798937243e-68,0.0,0.0,0.0,0.0,103805.67681719098,91347.28677395334,1326.0155365371154,0.0,0.0,1326.0155365371154
3060.0,column,false,1243.1968588163,6.061662613238161e-79,2.623341081857293e-68,0.0,0.0,0.0,0.0,103805.67476971967,91372.10466588802,1351.633247159737,0.0,0.0,1351.633247159737
3120.0,column,false,1243.131506617472,6.061618669736693e-79,2.6233665769429103e-68,0.0,0.0,0.0,0.0,103805.67291634483,91396.88032225403,1377.2074140633015,0.0,0.0,1377.2074140633015
3180.0,column,false,1243.0720726836444,6.061569980533814e-79,2.62338621326297e-68,0.0,0.0,0.0,0.0,103805.67125241127,91421.61369660642,1402.7379837961228,0.0,0.0,1402.7379837961228
3240.0,column,false,1243.0184276756481,6.061518747548288e-79,2.623401322152906e-68,0.0,0.0,0.0,0.0,103805.66979168281,91446.30436855266,1428.224507880594,0.0,0.0,1428.224507880594
3300.0,column,false,1242.970386136003,6.061465991160187e-79,2.6234129469754887e-68,0.0,0.0,0.0,0.0,103805.66851868157,91470.95199653163,1453.6666219429221,0.0,0.0,1453.6666219429221
3360.0,column,false,1242.927711452765,6.061412671932344e-79,2.6234218918805496e-68,0.0,0.0,0.0,0.0,103805.66741249956,91495.55702745807,1479.0647952403979,0.0,0.0,1479.0647952403979
3420.0,column,false,1242.890127869643,6.06135940056956e-79,2.623428775519904e-68,0.0,0.0,0.0,0.0,103805.66645409116,91520.1187960642,1504.4183222159013,0.0,0.0,1504.4183222159013
3480.0,column,false,1242.8573342171294,6.061306222526281e-79,2.6234340737460586e-68,0.0,0.0,0.0,0.0,103805.66562618491,91544.637104142,1529.7269912770216,0.0,0.0,1529.7269912770216
3540.0,column,false,1242.8290149443492,6.061253137648938e-79,2.6234381525166475e-68,0.0,0.0,0.0,0.0,103805.66491318318,91569.11203925012,1554.9908927283834,0.0,0.0,1554.9908927283834
3600.0,column,false,1242.8048536284914,6.061200145781633e-79,2.6234412953728324e-68,0.0,0.0,0.0,0.0,103805.66429250041,91593.54368880593,1580.2101167440019,0.0,0.0,1580.2101167440019
