# process_record_extrema.csv, from analysis/reduce_run.jl
# run: d1_column_1m_ice_no_vdiff
# generated: 1789126791 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# min and max of every e_prc_<process>. A record is a signed running total of what a process applied, not a share of what is present, so it is not comparable with a tag value directly.
time,geometry,remapped,min_e_prc_surface_flux,min_e_prc_microphysics,min_e_prc_precipitation,max_e_prc_surface_flux,max_e_prc_microphysics,max_e_prc_precipitation
1200.0,column,false,0.0,0.0,-0.05265696412162079,529.0482360565151,0.0,0.13452901857098348
1260.0,column,false,0.0,0.0,-0.052656802162287075,555.0607346367443,0.0,0.13452549977359343
1320.0,column,false,0.0,0.0,-0.052656663276365985,581.0269326208912,0.0,0.1345225489448291
1380.0,column,false,0.0,0.0,-0.05265654393348634,606.9468454635772,0.0,0.13452008654431807
1440.0,column,false,0.0,0.0,-0.05265644098004065,632.8205206510927,0.0,0.13451804284240731
1500.0,column,false,0.0,0.0,-0.05265635172199299,658.6480306509226,0.0,0.13451635686460914
1560.0,column,false,0.0,0.0,-0.05265627390636114,684.4294670495793,0.0,0.13451497543067062
1620.0,column,false,0.0,0.0,-0.052656205738775705,710.1649357038784,0.0,0.13451385228317259
1680.0,column,false,0.0,0.0,-0.05265614582893519,735.8545527402629,0.0,0.1345129472982662
1740.0,column,false,0.0,0.0,-0.05265609312242472,761.4984438934378,0.0,0.13451222609642524
1800.0,column,false,0.0,0.0,-0.0526560468281111,787.0967481951755,0.0,0.1345116589424203
1860.0,column,false,0.0,0.0,-0.05265600635476567,812.6496084601436,0.0,0.1345112199633147
1920.0,column,false,0.0,0.0,-0.052655971232392566,838.1571668109252,0.0,0.13451088699972946
1980.0,column,false,0.0,0.0,-0.05265594104165444,863.6195623503986,0.0,0.13451064113661307
2040.0,column,false,0.0,0.0,-0.052655915360979015,889.0369283637365,0.0,0.13451046622195387
2100.0,column,false,0.0,0.0,-0.052655893737141767,914.4093934761943,0.0,0.1345103485594246
2160.0,column,false,0.0,0.0,-0.05265587567889075,939.7370819815358,0.0,0.1345102766838588
2220.0,column,false,0.0,0.0,-0.05265586066877077,965.0201137321816,0.0,0.13451024096368663
2280.0,column,false,0.0,0.0,-0.052655848186024104,990.2586061917397,0.0,0.1345102333477645
2340.0,column,false,0.0,0.0,-0.052655837732048384,1015.4526732663742,0.0,0.13451024714278006
2400.0,column,false,0.0,0.0,-0.05265582885206118,1040.6024272199302,0.0,0.13451027682488262
2460.0,column,false,0.0,0.0,-0.05265582114939687,1065.7079760570296,0.0,0.13451031789016807
2520.0,column,false,0.0,0.0,-0.052655814291583225,1090.7694242987045,0.0,0.13451036663930266
2580.0,column,false,0.0,0.0,-0.05265580800958219,1115.7868734889257,0.0,0.1345104200815842
2640.0,column,false,0.0,0.0,-0.05265580209223247,1140.7604222399768,0.0,0.13451047583060796
2700.0,column,false,0.0,0.0,-0.052655796378173594,1165.6901671961168,0.0,0.13451053200716237
2760.0,column,false,0.0,0.0,-0.052655790747033575,1190.5762053937412,0.0,0.13451058715561867
2820.0,column,false,0.0,0.0,-0.05265578511107049,1215.4186316077623,0.0,0.13451064017213316
2880.0,column,false,0.0,0.0,-0.05265577940784122,1240.2175378009129,0.0,0.1345106902465928
2940.0,column,false,0.0,0.0,-0.052655773594208595,1264.9730134049864,0.0,0.13451073683297868
3000.0,column,false,0.0,0.0,-0.05265576764168373,1289.6851463551218,0.0,0.13451077954952362
3060.0,column,false,0.0,0.0,-0.05265576153261334,1314.3540232985363,0.0,0.13451081816088267
3120.0,column,false,0.0,0.0,-0.052655755257411535,1338.9797301345814,0.0,0.13451085255725628
3180.0,column,false,0.0,0.0,-0.052655748812497585,1363.5623520547813,0.0,0.13451088272703185
3240.0,column,false,0.0,0.0,-0.05265574219872806,1388.1019737145498,0.0,0.13451090872835209
3300.0,column,false,0.0,0.0,-0.05265573542017789,1412.5986796708291,0.0,0.13451093068315964
3360.0,column,false,0.0,0.0,-0.052655728483257495,1437.0525538333668,0.0,0.1345109487590453
3420.0,column,false,0.0,0.0,-0.05265572139600313,1461.4636794357552,0.0,0.134510963152976
3480.0,column,false,0.0,0.0,-0.052655714167527075,1485.8321401903793,0.0,0.13451097408114943
3540.0,column,false,0.0,0.0,-0.05265570680758829,1510.1580196121618,0.0,0.13451098177083742
3600.0,column,false,0.0,0.0,-0.05265569932626211,1534.4414007915439,0.0,0.1345109864539107
