time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,6.368168299289606e8,6.368168299289606e8,0.0,0.0,1.7696504369271068e-8,2.778900232778896e-17,6.368168299289606e8,0.0
60.0,6.368184527727563e8,6.368184524881797e8,0.2845766544342041,4.468725006242133e-10,1.1187942670103263e6,0.0017568496360917468,6.368184527727563e8,0.0
120.0,6.368200782624604e8,6.368200779764701e8,0.28599023818969727,4.4909111372557674e-10,1.4657084380573048e6,0.002301605254118927,6.368200782624604e8,0.0
180.0,6.368216976782403e8,6.368216973921862e8,0.2860541343688965,4.491903077608826e-10,1.3531420196646766e6,0.0021248365509498757,6.368216976782403e8,0.0
240.0,6.368233140375204e8,6.368233137514524e8,0.2860679626464844,4.4921088210917763e-10,1.3347686882897757e6,0.0020959796208264037,6.368233140375204e8,0.0
300.0,6.368249283409784e8,6.368249280549076e8,0.2860708236694336,4.492142360298139e-10,1.45012584175108e6,0.0022771185253832146,6.368249283409784e8,0.0
360.0,6.368265404510342e8,6.368265401649631e8,0.2860710620880127,4.492134732409269e-10,1.5665820224643778e6,0.0024599823075131914,6.368265404510342e8,0.0
420.0,6.368281500894737e8,6.368281498034023e8,0.28607141971588135,4.4921289939159975e-10,1.6707563877449546e6,0.00262355925615131,6.368281500894737e8,0.0
480.0,6.368297571400785e8,6.368297568540074e8,0.28607118129730225,4.4921139141175115e-10,1.7620887103526318e6,0.002766969807230661,6.368297571400785e8,0.0
540.0,6.368313615749968e8,6.368313612889249e8,0.28607189655303955,4.4921138281496225e-10,1.8429310899770516e6,0.0028939075572835425,6.368313615749968e8,0.0
600.0,6.368329633793043e8,6.368329630932331e8,0.28607118129730225,4.4920912978387285e-10,1.9145925280209421e6,0.003006428118703697,6.368329633793043e8,0.0
660.0,6.368345625334679e8,6.368345622473961e8,0.28607177734375,4.492089377273959e-10,1.9780209834903737e6,0.0031060201500706422,6.368345625334679e8,0.0
720.0,6.3683615901815e8,6.368361587320786e8,0.28607141971588135,4.492072500357635e-10,2.033548054406677e6,0.003193204446088496,6.3683615901815e8,0.0
780.0,6.368377528180451e8,6.368377525319735e8,0.28607165813446045,4.4920650019345786e-10,2.082125222807663e6,0.003269475174161919,6.368377528180451e8,0.0
840.0,6.368393439212316e8,6.368393436351597e8,0.28607189655303955,4.492057522570759e-10,2.1241545012251306e6,0.0033354636793418023,6.368393439212316e8,0.0
900.0,6.36840932316909e8,6.36840932030837e8,0.28607189655303955,4.492046318572415e-10,2.160698491269886e6,0.0033928385906492973,6.36840932316909e8,0.0
960.0,6.368425179952683e8,6.368425177091962e8,0.28607213497161865,4.492038877557232e-10,2.192226183939918e6,0.003442336404988911,6.368425179952683e8,0.0
1020.0,6.368441009480882e8,6.368441006620169e8,0.2860713005065918,4.4920146089240556e-10,2.219226776340123e6,0.003484725340214812,6.368441009480882e8,0.0
1080.0,6.368456811685966e8,6.368456808825245e8,0.28607213497161865,4.4920165658764165e-10,2.2422641708919397e6,0.0035208909115587287,6.368456811685966e8,0.0
1140.0,6.368472586512854e8,6.368472583652134e8,0.2860720157623291,4.492003567200276e-10,2.2618435475083897e6,0.0035516264171388916,6.368472586512854e8,0.0
1200.0,6.368488333917592e8,6.368488331056874e8,0.28607177734375,4.491988716069018e-10,2.278540976251127e6,0.0035778364609949393,6.368488333917592e8,0.0
1260.0,6.368504053868507e8,6.36850405100779e8,0.28607165813446045,4.4919757562325496e-10,2.292665947060989e6,0.003600007046660077,6.368504053868507e8,0.0
1320.0,6.368519746348311e8,6.36851974348759e8,0.2860720157623291,4.4919703032460864e-10,2.3045119048915165e6,0.003618598978534873,6.368519746348311e8,0.0
1380.0,6.368535411346514e8,6.368535408485796e8,0.28607177734375,4.491955510431325e-10,2.3143950865739863e6,0.003634108844634105,6.368535411346514e8,0.0
1440.0,6.368551048858318e8,6.368551045997603e8,0.2860715389251709,4.4919407370763646e-10,2.3225936437606607e6,0.0036469734260464615,6.368551048858318e8,0.0
1500.0,6.368566658884122e8,6.368566656023414e8,0.2860708236694336,4.4919184958261536e-10,2.329351462980845e6,0.0036575756959871183,6.368566658884122e8,0.0
1560.0,6.368582241429176e8,6.368582238568467e8,0.28607094287872314,4.491909376905932e-10,2.334881723720381e6,0.0036662504074005792,6.368582241429176e8,0.0
1620.0,6.368597796503199e8,6.368597793642491e8,0.2860708236694336,4.4918965337472916e-10,2.3393701902388395e6,0.003673289262391975,6.368597796503199e8,0.0
1680.0,6.368613324120356e8,6.368613321259642e8,0.28607141971588135,4.49189494096651e-10,2.342978236316217e6,0.0036789456622251964,6.368613324120356e8,0.0
1740.0,6.368628824300663e8,6.368628821439943e8,0.2860720157623291,4.491893367545133e-10,2.345845613453115e6,0.0036834390544195537,6.368628824300663e8,0.0
