dt,newton,steps,q_tag_led_rescale_per_hour,q_tag_led_empty_per_hour,q_tag_led_repair_per_hour,q_tag_led_repairnet_per_hour,q_tag_inc_left_per_hour,q_tag_inc_moved_per_hour,q_tag_led_fix_tropo_per_hour,q_tag_led_fix_strat_per_hour,q_tag_led_fix_evap_per_hour,q_tag_led_fix_evap_tropo_per_hour,q_tag_led_fix_evap_strat_per_hour,q_tag_led_inc_tropo_per_hour,q_tag_led_inc_strat_per_hour,q_tag_led_inc_evap_per_hour,q_tag_led_inc_evap_tropo_per_hour,q_tag_led_inc_evap_strat_per_hour,parent_hus_change_vs_first
120.0,1.0,30.0,0.0,0.0,0.0,0.0,9.973171025883488e-7,0.002977794342542037,0.0,0.0,0.0,0.0,0.0,0.0026624731030157603,0.00042200561722773104,0.00027676381837404775,0.000276763678788933,1.395851144875663e-10,0.0
120.0,2.0,30.0,0.0,0.0,0.0,0.0,1.1796474238786275e-8,0.0024371882844014038,0.0,0.0,0.0,0.0,0.0,0.0021786744636466933,0.0003648291725207548,0.00022035539933205713,0.0002203552881963826,1.1113567454163637e-10,0.0020234895792487135
120.0,10.0,30.0,0.0,0.0,0.0,0.0,3.7830470899180334e-13,0.0024654908013472237,0.0,0.0,0.0,0.0,0.0,0.002203695363641937,0.00036694444019089113,0.00021922304908072296,0.0002192229385161469,1.1056457662717237e-10,0.005583663252928886
60.0,1.0,60.0,0.0,0.0,0.0,0.0,4.1734818165691924e-7,0.0030140183621954054,0.0,0.0,0.0,0.0,0.0,0.0026949369461756,0.00042522773905603726,0.0002765398633257028,0.0002765397238535398,1.3947216333937468e-10,0.01790912865436007
30.0,1.0,120.0,0.0,0.0,0.0,0.0,1.8295467357402395e-7,0.0032922569802349088,0.0,0.0,0.0,0.0,0.0,0.002944003992331939,0.00044720925661937333,0.00029322950702691036,0.0002932293591373683,1.4788954188428757e-10,0.02423957195516444
