dt,newton,steps,q_tag_led_rescale_per_hour,q_tag_led_empty_per_hour,q_tag_led_repair_per_hour,q_tag_led_repairnet_per_hour,q_tag_inc_left_per_hour,q_tag_inc_moved_per_hour,q_tag_led_fix_tropo_per_hour,q_tag_led_fix_strat_per_hour,q_tag_led_fix_evap_per_hour,q_tag_led_fix_evap_tropo_per_hour,q_tag_led_fix_evap_strat_per_hour,q_tag_led_inc_tropo_per_hour,q_tag_led_inc_strat_per_hour,q_tag_led_inc_evap_per_hour,q_tag_led_inc_evap_tropo_per_hour,q_tag_led_inc_evap_strat_per_hour,parent_hus_change_vs_first
120.0,1.0,30.0,0.0,0.0,0.0010231247958841236,0.0,1.6753246513131138e-6,0.00423075051252433,0.001023124795884122,0.0010231247958841245,0.0,0.0,0.0,0.0037722350295279193,0.0008139735052272941,0.0004243607488173562,0.00042436058275855483,1.6668304625439914e-10,0.0
120.0,2.0,30.0,0.0,0.0,0.0007115751191874856,0.0,6.065819620430772e-8,0.0026904430347132035,0.0007115751191874854,0.000711575119187486,0.0,0.0,0.0,0.002394003003066718,0.0005690688759814488,0.0003134806777781354,0.0003134805553034621,1.2313088447242398e-10,0.017157086284814015
120.0,10.0,30.0,0.0,0.0,0.0009133477865617867,0.0,1.1829753514455234e-12,0.0027976190222342005,0.0009133477865617844,0.0009133477865617893,0.0,0.0,0.0,0.0025054834352444006,0.000595682811335571,0.0003225665098839543,0.00032256065705187444,1.2669806017716237e-10,0.011923154076876165
60.0,1.0,60.0,0.0,0.0,0.0038666764834164613,0.0,8.54042564948995e-7,0.004156856297609626,0.0038666764834164613,0.0038666764834164613,0.0,0.0,0.0,0.003775747546879464,0.000844511157095947,0.000412323832822529,0.000412323673664697,1.619551123686065e-10,0.05062167121358259
30.0,1.0,120.0,0.0,0.0,0.005180064780135612,0.0,3.492598957615045e-7,0.004048593517430335,0.0051800647801356105,0.0051800647801356105,0.0,0.0,0.0,0.003699090568429086,0.0008272395199053001,0.0004023439221513497,0.00040234376700153975,1.580351412016209e-10,0.07379680370980853
