z,rho,rho_q_tot,ρq_tag_sfc,ρq_tag_air,ρq_tag_evap
12.5,1.2161446030992826,0.01186700270208551,0.0017442276957364885,0.01012272116133033,0.0005054604942157008
37.5,1.21377834915373,0.011757208382087455,0.0015834838670415142,0.010173732073948335,0.0003542907926975941
62.5,1.2113130785020387,0.011688291009409636,0.0014873272897602016,0.010200755359782534,0.00027572390075799913
87.5,1.208798006660816,0.01164819680968252,0.0014455274063009797,0.010202002371193902,0.0002474090781281802
112.5,1.2062721982874292,0.01161657844722049,0.0014212538227339902,0.010194199395596936,0.0002341097885453205
137.5,1.2037448738506442,0.011588129336841701,0.001403974355436468,0.010183519512459382,0.0002264456475042995
162.5,1.2012186647510483,0.011561127999153905,0.0013897399403091266,0.010170816693349403,0.00022132277512934394
187.5,1.1986944165116689,0.011534884110822012,0.0013769216603075336,0.01015760422681266,0.00021752864901506333
212.5,1.1961724150962165,0.01150915468648111,0.0013646105878513878,0.010144415089182998,0.00021453434342382034
237.5,1.1933121317361546,0.011387294245802315,0.0006695106751819185,0.010717687321185387,6.754796071136721e-5
262.5,1.1905731936904318,0.011360232133011348,0.0005462232386149035,0.010813965631549677,6.136850973713667e-5
287.5,1.187892658248098,0.011342612383150683,0.0005392327886130667,0.010803408640760957,6.804942161432888e-5
312.5,1.1851852412636046,0.01133643949486139,0.0005669064156239726,0.010769619479348555,8.410429884943442e-5
337.5,1.1824777665073471,0.01134186002066222,0.000635864391232439,0.010706129455163603,0.00011010477443232185
362.5,1.179758652661039,0.011351013076401796,0.0007210481522417245,0.010630097988788383,0.00013983447361858286
387.5,1.1770197046588449,0.011351161112220735,0.0007872493878581256,0.0105641191337378,0.00016355814494926313
412.5,1.1742121567886725,0.011325481312185649,0.0007958368778716331,0.010529909798464153,0.00016976577117369397
437.5,1.1714024329383017,0.011258199813246828,0.0007123050905066869,0.010546065382187112,0.00014634836929385808
462.5,1.1689070800519288,0.011206343116858947,0.0006561452775014304,0.010550387849877498,0.0001296758744333635
487.5,1.1663947742092506,0.01114898291453225,0.0005954223637602973,0.010553698953010867,0.00011213469589113754
512.5,1.1638833536657256,0.011094472675890298,0.0005490644705778341,0.010545517798268112,9.953471997017987e-5
537.5,1.1613761381568573,0.01104169684666005,0.0005163765248767286,0.010525490040287716,9.152582096000358e-5
562.5,1.1584960528549257,0.010894031889861343,0.00042185597716080003,0.010472244301619228,7.085589045385942e-5
587.5,1.1560880363712707,0.010826045501543225,0.0004059247276587694,0.010420280402948704,6.679913393464532e-5
612.5,1.1536422764575422,0.010743317479804977,0.0003986782048268809,0.010344716820879115,6.373668703245559e-5
637.5,1.151431552249968,0.010583186731263499,0.0003982525995507169,0.010185064450741677,5.8510293467565e-5
662.5,1.1492588260188983,0.010389205995534187,0.0004187044343919163,0.00997060026436204,5.431329310916276e-5
687.5,1.146993323276429,0.010224935208904377,0.00046630696033349176,0.00975870606557486,5.591872821502966e-5
712.5,1.144642547968136,0.010142356992749946,0.0005202309332103634,0.009622220750250295,6.355251794150276e-5
737.5,1.1423338264969531,0.0101117506269034,0.0006137377206656664,0.009498144134017056,8.402419832746328e-5
762.5,1.1358271175386816,0.010553599730205586,0.0016849678140961593,0.008868469721523092,0.00037099068970761066
787.5,1.132802636387026,0.01107200873660868,0.0015044071449934267,0.009569246220912594,0.0004279263623008298
812.5,1.1058495012018164,0.005711859130435471,1.1526937196142733e-5,0.005700318475376652,2.7864038406699942e-6
837.5,1.0986883510925172,0.005159611630855159,7.891133718131719e-9,0.005159603190517928,1.7884406562130699e-9
862.5,1.0943543729601717,0.004994039862012294,3.5843310354676808e-12,0.004994039122075482,7.821706180799313e-13
887.5,1.090523798873197,0.004838589825624151,1.1607808333945799e-15,0.004838589024137677,2.472335916401281e-16
912.5,1.086975008927728,0.004691889149238899,2.8177344875514613e-19,0.004691888363185862,5.903246862060969e-20
937.5,1.0836155826466811,0.00455329185368374,5.306370064210277e-23,0.0045532910911266974,1.0984580717692656e-23
