z,rho,rho_q_tot,ρq_tag_sfc,ρq_tag_air,ρq_tag_evap
12.5,1.2161278099213129,0.011869557049662503,0.0018062789351880144,0.010063227145396397,0.0005043900848976629
37.5,1.2137613903911828,0.011759397730161431,0.0016416927408623675,0.010117710185455207,0.00035250474904302505
62.5,1.211295893956909,0.01169017607858917,0.0015405673443156054,0.010149325859246026,0.0002733092504767209
87.5,1.2087808355358267,0.011649894045128124,0.001495605595425571,0.01015364261334832,0.0002446137542284371
112.5,1.2062551129583416,0.011618156987270804,0.0014691105250451448,0.010147932282073564,0.00023106631923316414
137.5,1.2037278817479247,0.011589620737008175,0.0014500960717038376,0.010138962555119695,0.00022321907225190114
162.5,1.2012017437457996,0.011562545767355492,0.001434343272381247,0.010127620353457548,0.00021794224316627127
187.5,1.1986775354110095,0.011536234478061987,0.0014201377816036465,0.010115828396990392,0.00021401515907997312
212.5,1.1961555284348506,0.011510437956719233,0.001406390212060476,0.01010390163323534,0.0002108825147198645
237.5,1.1932885940930857,0.011384742271575295,0.0006143492004399131,0.010770305633072049,5.40768178884653e-5
262.5,1.1905944084983084,0.011370935348645658,0.0006047674552899293,0.01076615757335956,6.636159125157514e-5
287.5,1.187878756777779,0.011354690000048302,0.0005881493992125899,0.010766615788958126,7.389341024924697e-5
312.5,1.1851594842528472,0.011350714665348913,0.000616692454408142,0.010734165812418957,9.140556227548501e-5
337.5,1.1824473853827722,0.011357340594724024,0.0006833445753429742,0.01067413276083066,0.00011781110831604401
362.5,1.1797520247973483,0.01136365710108543,0.0007563035099417467,0.010607524640074667,0.00014429106871173655
387.5,1.1770494427470297,0.011361870647844056,0.0008118731444849145,0.01055025115410483,0.00016501554042852983
412.5,1.1742933482707472,0.01134211111382282,0.0008246889113659791,0.01051766396118157,0.00017316351430175588
437.5,1.1714653542461608,0.011289587266798944,0.0007598606780688114,0.010529942505780222,0.0001587061444784047
462.5,1.1687642158207943,0.01121887874379561,0.0006535053868211363,0.010565582011163241,0.0001302169734346189
487.5,1.166267077835179,0.011156078652252101,0.0005684587845094605,0.010587724544013419,0.00010708612129350814
512.5,1.1637300841893026,0.011100664921334841,0.0005093528465805163,0.010591446315468617,9.169773435126861e-5
537.5,1.1611883016431173,0.011044381704901495,0.0004617116978225629,0.010582747444467844,8.024772535560069e-5
562.5,1.1586268570676181,0.010995114303766438,0.0004361214291252817,0.01055907523466647,7.494608408143859e-5
587.5,1.1557322531148093,0.010861960135787212,0.00037181927887425123,0.010490279082452116,6.472913328961441e-5
612.5,1.153391276461988,0.010773467692939201,0.0003568773474967342,0.010416666230127415,6.155685816396787e-5
637.5,1.1511398845947174,0.010636012919751988,0.00034661698619145755,0.010289502220749976,5.738216259367799e-5
662.5,1.1491445776160867,0.010411806657398399,0.0003439966864621874,0.010067909675506078,5.026021728526142e-5
687.5,1.147217448795813,0.010165100580173659,0.0003677796793867363,0.009797395806646462,4.439236236946724e-5
712.5,1.1449340430013906,0.01004520019992727,0.00040838500234667335,0.009636897714584858,4.588814685626725e-5
737.5,1.1426997927311995,0.009995549906891367,0.0004783395814465468,0.009517327490794397,5.630046479035959e-5
762.5,1.1366746712621376,0.010373582925829456,0.0015057231711392723,0.008867695661986578,0.0002704875619223266
787.5,1.1327393523649483,0.011096299189411176,0.0015875077438238154,0.009510072160505149,0.00043668646996486416
812.5,1.1062379137853704,0.005795745485585381,1.023546365781073e-5,0.0057854944019179195,2.4084609191704617e-6
837.5,1.0986809056411329,0.0051594683509557605,5.331596331553995e-9,0.005159462780053047,1.1849279148011878e-9
862.5,1.0943430703297818,0.004993952334909463,1.9037037592559606e-12,0.00499395155312793,4.10094727101197e-13
887.5,1.09051015807122,0.0048384776179505535,4.909516188271412e-16,0.004838476747144874,1.0384941264654717e-16
912.5,1.0869601434694318,0.004691777408469152,9.503431624775775e-20,0.004691776561155411,1.9862276462890862e-20
937.5,1.083599960510382,0.004553182760960156,1.4172212961494472e-23,0.004553181943849831,2.9349426633556598e-24
962.5,1.0803775887385862,0.004422037059019154,1.6522177677427333e-27,0.004422036287620255,3.394378959948943e-28
987.5,1.0772605255599366,0.004297809333958466,1.520994064402435e-31,0.004297808610744654,3.1012213168392733e-32
1012.5,1.0742274324150904,0.004180047911966383,1.1143613449514503e-35,0.004180047232119737,2.2550225175943914e-36
1037.5,1.071263194723362,0.00406835324329703,6.540617224541667e-40,0.00406835260283062,1.3132741023836699e-40
1062.5,1.0683567206786182,0.00396236483767765,3.0932251498260875e-44,0.003962364233159454,6.159544612788468e-45
1087.5,1.065499633943694,0.003861753158430198,1.1851599358098353e-48,0.003861752586851147,2.3387933714037827e-49
