z,rho,rho_q_tot,ρq_tag_sfc,ρq_tag_air,ρq_tag_evap
12.5,1.2161446030992826,0.01186700270208551,0.0013715354946995475,0.01050491326287838,0.00046727834767208145
37.5,1.21377834915373,0.011757208382087455,0.0012228733863963784,0.01054124177242185,0.00032394282180888263
62.5,1.2113130785020387,0.011688291009409636,0.0011362023757792955,0.010557401794367685,0.0002473753511211194
87.5,1.208798006660816,0.01164819680968252,0.0011009276578762405,0.010551861733763532,0.0002201683752011165
112.5,1.2062721982874292,0.01161657844722049,0.0010815424565334395,0.01053917513258897,0.00020749773007368131
137.5,1.2037448738506442,0.011588129336841701,0.0010682579405430436,0.010523656265405098,0.00020023079368900048
162.5,1.2012186647510483,0.011561127999153905,0.0010577279449968439,0.010506880281871942,0.00019541365510914192
187.5,1.1986944165116689,0.011534884110822012,0.0010485220404483613,0.010489569481925186,0.00019187675350480508
212.5,1.1961724150962165,0.01150915468648111,0.0010400254248143907,0.01047208616792265,0.00018914735069211591
237.5,1.1933121317361546,0.011387294245802315,0.0005899921517674399,0.010793375285220716,5.566823944055892e-5
262.5,1.1905731936904318,0.011360232133011348,0.0005379001207306921,0.010814819815464038,5.4155187697612545e-5
287.5,1.187892658248098,0.011342612383150683,0.0005578376230863903,0.01077733924140633,6.314759997066372e-5
312.5,1.1851852412636046,0.01133643949486139,0.0006075435312909754,0.010721641263659338,8.197558887986725e-5
337.5,1.1824777665073471,0.01134186002066222,0.0006884009972461046,0.010648129784188762,0.0001112404173216533
362.5,1.179758652661039,0.011351013076401796,0.000779667658753696,0.010568818964359603,0.00014440329157085094
387.5,1.1770197046588449,0.011351161112220735,0.000851454477505161,0.010499614517511874,0.0001707853321200743
412.5,1.1742121567886725,0.011325481312185649,0.0008760973719110216,0.010450358212984116,0.0001784776952317346
437.5,1.1714024329383017,0.011258199813246828,0.0008300366986700866,0.010428906897744852,0.00015606718777737402
462.5,1.1689070800519288,0.011206343116858947,0.000794541763343149,0.01041260274647259,0.00014016012707414172
487.5,1.1663947742092506,0.01114898291453225,0.0007541561083020922,0.010395644765123337,0.00012348255438906128
512.5,1.1638833536657256,0.011094472675890298,0.0007209448475361144,0.010374624339970186,0.00011155995101722965
537.5,1.1613761381568573,0.01104169684666005,0.0006947666514807161,0.010348316156797075,0.00010404462718284649
562.5,1.1584960528549257,0.010894031889861343,0.0006097754421792753,0.010286756549855731,8.489847419823481e-5
587.5,1.1560880363712707,0.010826045501543225,0.0005938027065088263,0.010234239147243305,8.102475020234195e-5
612.5,1.1536422764575422,0.010743317479804977,0.0005855880497397259,0.010158589499814036,7.794849161506935e-5
637.5,1.151431552249968,0.010583186731263499,0.0005867790429820453,0.009991441340911482,7.260784066190813e-5
662.5,1.1492588260188983,0.010389205995534187,0.0006195155687135206,0.009755437718818958,6.865454283679264e-5
687.5,1.146993323276429,0.010224935208904377,0.0006895478775240474,0.009512724665824023,7.143338535325796e-5
712.5,1.144642547968136,0.010142356992749946,0.0007622544618496824,0.009356368872985334,8.080414457852791e-5
737.5,1.1423338264969531,0.0101117506269034,0.0008737877928614428,0.009217162687966981,0.00010400877449418479
762.5,1.1358271175386816,0.010553599730205586,0.002089764771820223,0.008502501129382889,0.0004364372298596756
787.5,1.132802636387026,0.01107200873660868,0.0013358004636030507,0.009746235728952054,0.0004206744796700633
812.5,1.1058495012018164,0.005711859130435471,0.00017500030508695093,0.0055243150473749105,2.2530335167130777e-5
837.5,1.0986883510925172,0.005159611630855159,2.0397304393213112e-11,0.005160888181335225,-1.165545117111804e-9
862.5,1.0943543729601717,0.004994039862012294,1.595564470983903e-18,0.004996148135371856,-2.262181675617113e-12
887.5,1.090523798873197,0.004838589825624151,1.1951362758643609e-24,0.00484028159414977,1.8522794855436953e-18
912.5,1.086975008927728,0.004691889149238899,2.9093840411073025e-30,0.004693476080484163,8.405045317747903e-21
937.5,1.0836155826466811,0.00455329185368374,1.0696868694506116e-35,0.004554794517889241,1.4274383400298849e-25
962.5,1.0803937127357146,0.004422142622106842,4.787734402684824e-41,0.004423576406229092,1.826638419700406e-30
987.5,1.077276999428737,0.004297910979110101,2.4009920462437876e-46,0.004299265098323919,-1.0404121508914051e-34
1012.5,1.0742441568053345,0.004180145503422475,1.299532704247087e-51,0.00418141063338237,-9.757101085116742e-38
