dt,newton,steps,q_tag_led_rescale_per_hour,q_tag_led_empty_per_hour,q_tag_led_repair_per_hour,q_tag_led_repairnet_per_hour,q_tag_led_uprepair_per_hour,q_tag_led_upfilter_per_hour,q_tag_led_fix_tropo_per_hour,q_tag_led_fix_strat_per_hour,q_tag_led_fix_evap_per_hour,q_tag_led_fix_evap_tropo_per_hour,q_tag_led_fix_evap_strat_per_hour,parent_hus_change_vs_first
120.0,1.0,30.0,0.0,0.0,0.0,0.0,0.00025980516213012307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,2.0,30.0,0.0,0.0,0.0,0.0,7.372422321108582e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.007306734940403917
120.0,10.0,30.0,0.0,0.0,0.0,0.0,5.0396170060659196e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0048488793181406704
60.0,1.0,60.0,0.0,0.0,0.0,0.0,0.00020842347354720127,0.0,0.0,0.0,0.0,0.0,0.0,0.00921551957465656
30.0,1.0,120.0,0.0,0.0,0.0,0.0,0.00016644136308576686,0.0,0.0,0.0,0.0,0.0,0.0,0.024815385135642905
