dt,newton,steps,q_tag_led_rescale_per_hour,q_tag_led_empty_per_hour,q_tag_led_repair_per_hour,q_tag_led_repairnet_per_hour,q_tag_led_uprepair_per_hour,q_tag_led_upfilter_per_hour,q_tag_led_fix_tropo_per_hour,q_tag_led_fix_strat_per_hour,q_tag_led_fix_evap_per_hour,q_tag_led_fix_evap_tropo_per_hour,q_tag_led_fix_evap_strat_per_hour,parent_hus_change_vs_first
120.0,1.0,30.0,0.0,0.0,0.0012384747720744383,0.0,0.0032072947212985255,0.0027980966696519428,0.0012384747720744415,0.0012384747720744346,0.0,0.0,0.0,0.0
120.0,2.0,30.0,0.0,0.0,0.00132644173850536,0.0,0.0017374217233703036,0.0013651788661310116,0.0013264417385053598,0.0013264417385053606,0.0,0.0,0.0,0.017157086284814015
120.0,10.0,30.0,0.0,0.0,0.0015547873172863734,0.0,0.00174930682204771,0.0013681083077601221,0.0015547873172863749,0.0015547873172863723,0.0,0.0,0.0,0.011923154076876165
60.0,1.0,60.0,0.0,0.0,0.0037349034735398878,0.0,0.006996706255872145,0.006414099677507962,0.0037349034735398878,0.0037349034735398904,0.0,0.0,0.0,0.05062167121358259
30.0,1.0,120.0,0.0,0.0,0.004857120750754929,0.0,0.01205591519719276,0.011342300224773177,0.004857120750754937,0.0048571207507549265,0.0,0.0,0.0,0.07379680370980853
