# process_record_extrema.csv, from analysis/reduce_run.jl
# run: d4_column_edmf
# generated: 1789732502 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# min and max of every e_prc_<process>. A record is a signed running total of what a process applied, not a share of what is present, so it is not comparable with a tag value directly.
time,geometry,remapped,min_e_prc_radiation,min_e_prc_surface_flux,min_e_prc_subsidence,min_e_prc_microphysics,min_e_prc_precipitation,max_e_prc_radiation,max_e_prc_surface_flux,max_e_prc_subsidence,max_e_prc_microphysics,max_e_prc_precipitation
0.0,column,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,column,false,-4653.825560076397,0.0,-225.1270292536999,0.0,-36.73265443740941,404.7090696824366,6459.967075342643,112.35139598482982,0.0,2.728729556715597
7200.0,column,false,-9107.130302149166,0.0,-682.4560492312083,0.0,-78.14692631959663,676.2598134211239,12923.317643494178,570.0917418388973,0.0,5.154852735800739
10800.0,column,false,-13533.170186661466,0.0,-1551.605889327172,0.0,-147.75673473278525,823.8622147189686,19385.624047089495,1218.3137568641068,0.0,8.914101636564688
14400.0,column,false,-17886.019510125858,0.0,-2007.3146163551614,0.0,-191.20986366640693,1140.307278001581,25846.113499297528,647.6040821041639,0.0,12.554039091679027
18000.0,column,false,-22407.71548097299,0.0,-1739.565091055502,0.0,-204.82352377223575,1507.0765458724447,32327.171422204057,460.72079680955096,0.0,14.16795868827599
21600.0,column,false,-26884.6994204296,0.0,-2627.3684630565067,0.0,-261.676696006374,1838.1239310944566,38792.85117772594,536.4249012988797,0.0,17.5870479493952
25200.0,column,false,-31259.002652104966,0.0,-2968.437211032777,0.0,-287.59973082692005,2252.240439627602,45255.13495586197,606.1013260276319,0.0,20.82236939400896
28800.0,column,false,-35443.12411669921,0.0,-2507.411545938427,0.0,-294.8059176581292,2633.5868673885975,51743.009531546275,688.4217312446365,0.0,22.377964897745795
32400.0,column,false,-39373.41897555645,0.0,-3002.646512226139,0.0,-298.240137801815,2808.6554573445337,58244.772753570636,784.3651671432792,0.0,23.480563220048047
36000.0,column,false,-42289.44345129751,0.0,-4116.097171624047,0.0,-299.5224550642145,2896.7786133525465,64745.70938511643,882.9574865271636,0.0,24.880147499008796
39600.0,column,false,-43083.843135231626,0.0,-4396.425948338123,0.0,-301.394982682177,2958.0512026867136,71246.54033718593,1320.2517213786812,0.0,27.386668201930558
43200.0,column,false,-43555.904759573314,0.0,-4456.405700667344,0.0,-303.3175592403459,3126.850071031003,77766.82879402426,2457.3764290704753,0.0,30.08479556411639
46800.0,column,false,-43970.6777806864,0.0,-6069.643146565431,0.0,-305.0292130695024,3350.2639146015645,84295.53391539185,3401.7925292655327,0.0,32.53135096811949
50400.0,column,false,-44529.35251283723,0.0,-5935.328661827217,0.0,-317.4767339532844,3584.711672210221,90774.94030569764,3282.0244894534444,0.0,35.101034458749275
54000.0,column,false,-45398.46461524825,0.0,-6089.415303727163,0.0,-332.2363026646108,3609.889653514604,96930.61526358139,2277.7031608363855,0.0,36.56625012490996
57600.0,column,false,-47969.66270039565,0.0,-6358.952769337604,0.0,-352.4310444235003,3619.7725135826713,103435.3776534784,1262.0053130885926,0.0,37.84510252733706
61200.0,column,false,-52067.07884400037,0.0,-6847.794440192776,0.0,-380.98127020524277,3693.16871178984,109945.45606500625,1084.1251949366003,0.0,39.97194880306297
64800.0,column,false,-56492.06977767264,0.0,-7594.849517623455,0.0,-406.20108647533976,3960.8365940457757,116453.42799032903,1695.5405668770004,0.0,42.224623812319116
68400.0,column,false,-60804.09313682961,0.0,-8574.14805540654,0.0,-422.8361740733549,4278.796038472329,122993.4637410119,2899.037785920528,0.0,44.09225920259429
72000.0,column,false,-64830.19300041237,0.0,-9777.812466051675,0.0,-432.4420094773604,4811.10477105273,129549.20036739137,4519.137739753192,0.0,45.729889328417734
75600.0,column,false,-68794.78442100837,0.0,-11116.036694252962,0.0,-438.44316977936853,5308.766763850826,136129.76683626557,6450.581958148336,0.0,47.25018012838144
79200.0,column,false,-72682.38986025217,0.0,-12489.388986486265,0.0,-442.3834538096261,5837.030814314612,142723.9654156407,8597.619489397544,0.0,48.686215176568126
82800.0,column,false,-76448.26683115681,0.0,-13161.31903389578,0.0,-458.07895021246867,6109.091208435558,149379.82073682986,10968.95475905624,0.0,50.133033833949575
86400.0,column,false,-76667.74181168474,0.0,-12936.13301101583,0.0,-482.55066109315607,6163.573917296193,155358.33502154742,10247.088319998302,0.0,52.19731299526806
