time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction,residual_at_spin_up,residual_since_spin_up,relative_since_spin_up
0.0,1.1298739844259547e8,1.1298739844259542e8,4.470348358154297e-8,3.9565017159196814e-16,3.488170169374527e-9,3.0872205373829646e-17,1.1298739844259547e8,0.0,NaN,NaN,NaN
3600.0,1.1305895549929135e8,1.130583980920254e8,557.407265946269,4.930235411114893e-6,200761.24990533578,0.0017757217817795437,1.1305895549929135e8,0.0,557.407265946269,0.0,0.0
7200.0,1.1313278822926496e8,1.1313013253775139e8,2655.691513568163,2.347410998292e-5,188749.88119299503,0.0016683923745474311,1.1313278822926496e8,0.0,557.407265946269,2098.284247621894,1.8547092142462673e-5
10800.0,1.1320096258931787e8,1.1319329108088955e8,7671.508428320289,6.776893281510139e-5,399253.6583226767,0.003526945789066568,1.1320096258931787e8,0.0,557.407265946269,7114.10116237402,6.284488223111043e-5
14400.0,1.1327443138020903e8,1.1326113231196818e8,13299.068240851164,0.00011740573824831168,397726.85844365164,0.0035111794744629482,1.1327443138020903e8,0.0,557.407265946269,12741.660974904895,0.00011248488135982893
18000.0,1.1334178743582377e8,1.1332501848639902e8,16768.949424743652,0.00014795028209907616,362145.89418835787,0.003195166605197678,1.1334178743582377e8,0.0,557.407265946269,16211.542158797383,0.0001430323495469547
21600.0,1.1340558801713675e8,1.1338151893397847e8,24069.083158284426,0.00021223895205805325,504681.5948848397,0.004450235686874417,1.1340558801713675e8,0.0,557.407265946269,23511.675892338157,0.00020732378627396473
25200.0,1.13465325296093e8,1.134351408384558e8,30184.45763720572,0.0002660236293196885,503291.03724847606,0.004435637371462293,1.13465325296093e8,0.0,557.407265946269,29627.05037125945,0.0002611110512744426
28800.0,1.1352486679667252e8,1.1349112518095635e8,33741.615716174245,0.00029721784018127764,470108.21723228315,0.00414101536075145,1.1352486679667252e8,0.0,557.407265946269,33184.208450227976,0.000292307838684032
32400.0,1.1358254001837374e8,1.1354722544108093e8,35314.57729281485,0.0003109155446523926,415542.00975997275,0.0036585025277014616,1.1358254001837374e8,0.0,557.407265946269,34757.17002686858,0.000306008036281334
36000.0,1.136390904019827e8,1.136037131010379e8,35377.300944790244,0.00031131277819672695,389220.74404671334,0.003425060361446914,1.136390904019827e8,0.0,557.407265946269,34819.893678843975,0.0003064077119561005
39600.0,1.1368869727983472e8,1.1365505790092023e8,33639.37891449034,0.0002958902663093234,413423.49021575035,0.0036364519966144465,1.1368869727983472e8,0.0,557.407265946269,33081.97164854407,0.00029098734034321556
43200.0,1.1373636542276019e8,1.1370690139949524e8,29464.023264944553,0.0002590554318790321,503981.9360957787,0.004431141563408224,1.1373636542276019e8,0.0,557.407265946269,28906.615998998284,0.00025415456078231314
46800.0,1.1378262482302912e8,1.1375955628377625e8,23068.539252862334,0.00020274219626012144,598941.8818197193,0.0052639133852930425,1.1378262482302912e8,0.0,557.407265946269,22511.131986916065,0.00019784331765881278
50400.0,1.1382942645903084e8,1.1380566046404052e8,23765.994990319014,0.00020878603828222575,749055.339619604,0.006580507017569854,1.1382942645903084e8,0.0,557.407265946269,23208.587724372745,0.0002038891738835732
54000.0,1.138743715256623e8,1.1384822824889657e8,26143.276765733957,0.0002295799872743307,594378.9545031313,0.005219602501772616,1.138743715256623e8,0.0,557.407265946269,25585.86949978769,0.00022468505561869777
57600.0,1.1391465656248757e8,1.1388617523371482e8,28481.328772753477,0.0002500233914775499,564465.4804059167,0.004955161148173069,1.1391465656248757e8,0.0,557.407265946269,27923.921506807208,0.00024513019087662015
61200.0,1.1395120934977369e8,1.1392135070940273e8,29858.640370965004,0.0002620300437471777,559252.606548116,0.004907825109880913,1.1395120934977369e8,0.0,557.407265946269,29301.233105018735,0.0002571384127664541
64800.0,1.1398446127383131e8,1.1395529336710986e8,29167.906721442938,0.00025589371038365683,591859.6118650252,0.005192458737363925,1.1398446127383131e8,0.0,557.407265946269,28610.49945549667,0.00025100350640570255
68400.0,1.1401668094115488e8,1.139900563733365e8,26624.567818388343,0.00023351467170079737,616504.3004997522,0.005407141265741072,1.1401668094115488e8,0.0,557.407265946269,26067.160552442074,0.00022862584963243744
72000.0,1.1404909958764215e8,1.1402654957005273e8,22550.01758942008,0.00019772201333418944,647286.1409612574,0.005675504175847035,1.1404909958764215e8,0.0,557.407265946269,21992.61032347381,0.00019283458092164398
75600.0,1.140788546375843e8,1.1406194987465504e8,16904.76292926073,0.00014818489353671425,680943.9583011346,0.005969063771409847,1.140788546375843e8,0.0,557.407265946269,16347.355663314462,0.00014329873590726496
79200.0,1.1410587544711423e8,1.1409584584969456e8,10029.597419664264,8.789729170705833e-5,740257.3130074475,0.006487460090085736,1.1410587544711423e8,0.0,557.407265946269,9472.190153717995,8.301229114278312e-5
82800.0,1.1413584813109346e8,1.1412723080383489e8,8617.327258571982,7.550061965347071e-5,864837.090999131,0.007577260826991022,1.1413584813109346e8,0.0,557.407265946269,8059.919992625713,7.061690191646274e-5
86400.0,1.14161487831814e8,1.141509772812137e8,10510.5506003052,9.206739330333226e-5,670528.7621749215,0.005873511066733501,1.14161487831814e8,0.0,557.407265946269,9953.14333435893,8.718477240785604e-5
