# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: d4_column_edmf
# generated: 1789732500 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_strat,min_e_src_tropo,min_e_src_rad,min_e_src_sfc,min_e_src_sub,min_e_src_mp,min_e_src_new_strat,min_e_src_new_tropo,max_e_src_strat,max_e_src_tropo,max_e_src_rad,max_e_src_sfc,max_e_src_sub,max_e_src_mp,max_e_src_new_strat,max_e_src_new_tropo
36000.0,column,false,621.0536206953111,2226.2230195849165,0.05349107554343015,1.3477749838104265e-45,7.975294580620562e-47,0.12460332408671494,0.0,0.12441626756168832,6.692245231851436e-6,64989.694968147895,68944.00747834094,1046.816248165888,8913.697000775906,2874.828846078082,0.0,1714.5729643913342,9562.712279304866
39600.0,column,false,708.1730462161067,2195.6211826309614,0.061511935606318124,5.008084137972257e-44,3.677828754828308e-45,1.4266113851018825,0.0,1.4244696588693955,9.512006241449696e-6,64890.74428558961,69356.83978065297,1251.2855119301194,10692.41167451467,4038.308982193899,0.0,2437.13868968202,11353.403683524266
43200.0,column,false,1122.0950696122309,2153.8031594448494,0.06854105794543774,1.3814238555267698e-42,1.2263286025724848e-43,4.007836914632679,0.0,4.001819890912745,1.2107964685763015e-5,64796.88998086278,69999.85392714858,1480.8901096608251,12650.884568705458,5141.414905332674,0.0,3123.891183937186,13321.440916734944
46800.0,column,false,1380.1635390917363,2119.4600690417496,0.07620226348186286,4.07604916628899e-41,4.241972237491759e-42,7.261629855123519,0.0,7.261614788528109,1.5059080279881905e-5,64707.261420034425,70816.42169372302,1739.5943418789977,14530.215941768452,6056.94714774791,0.0,3690.4204987332846,15213.159962265934
50400.0,column,false,1387.2160546736704,2189.142607064378,0.08551523802421775,1.24800033122597e-39,1.4542897833720036e-40,8.13055977582396,0.0,8.1305409873148,1.877683485874383e-5,64625.9599205322,70715.68598646461,1404.1368721000488,14821.19444598946,3998.2630148055196,0.0,2279.0285615471435,15617.228449114205
54000.0,column,false,1222.735588914089,2696.90663041766,0.09611595153818962,2.2559698876839736e-38,2.8237121217694967e-39,8.985271744788747,0.0,8.985248587019395,2.314860641153858e-5,64528.41751785092,70310.6073592485,1892.4415297304968,9133.462301306336,3590.4012870271167,0.0,2015.712917474073,10395.870707125461
57600.0,column,false,1040.357421867404,2670.389695894294,0.10229468638629872,1.3157440540513411e-37,1.8896088133237574e-38,9.454567790640253,0.0,9.454541961931215,2.5821007393495e-5,64428.57722166465,70642.57527718022,2425.4479093887076,10311.147550021255,3306.5071634286633,0.0,1987.4477301788634,11571.78179810648
61200.0,column,false,881.3423698696424,2635.63010676606,0.10753078130951384,1.0750622742175643e-36,2.4124135078320137e-37,9.86795209627356,0.0,9.867923875675485,2.821328955381746e-5,64331.50261401285,70578.2339566043,2720.1698499215086,11860.499088731427,3298.9644300708696,0.0,2073.0101492547165,13119.909262296684
64800.0,column,false,759.5358594636054,2598.9244961665045,0.11390626488878014,2.3826539351125902e-35,7.418939646551939e-36,10.395925817558028,0.0,10.395894519492476,3.1290791123393826e-5,64235.28967671981,70380.45636192651,2883.2738906827294,13329.537572374538,3429.97397134393,0.0,2182.7458636750894,14586.796707658956
68400.0,column,false,950.753398096087,2550.6088215813984,0.12145594923724962,5.492399739168574e-34,1.8754383079065877e-34,11.038103701017633,0.0,11.038068533225221,3.516024777804966e-5,64142.32226132074,70535.4099757007,2969.2267357141964,15267.805057809275,4146.627331604354,0.0,2396.425200466194,16513.874483055908
72000.0,column,false,1205.6642288068106,2499.6438672548697,0.13156977566435976,1.311892493958032e-32,4.650912550804391e-33,11.896412839503371,0.0,11.89637212607674,4.0705276813943536e-5,64052.34507684691,70311.06139059573,2875.6240769933706,17132.590267257197,5190.989058275604,0.0,3050.3378152500195,18364.049053441555
75600.0,column,false,1409.8066151347884,2452.162565214655,0.14421458341445498,2.6210311020739526e-31,9.52549975770426e-32,12.925138015526668,0.0,12.925089824233305,4.818304518938667e-5,63963.27217022817,70366.46810235835,2727.073312357465,18996.374322772455,6318.759958596265,0.0,3757.02019199583,20214.66466505569
79200.0,column,false,1561.9013490881189,2406.283735044888,0.15802165298203016,3.959677885516319e-30,1.4706514042423676e-30,13.981182493811362,0.0,13.98112543852674,5.704921280223633e-5,63872.27280433365,71242.16727599529,2572.982599700711,20819.713642735816,7350.655465579595,0.0,4403.0378239394995,22025.142268689637
82800.0,column,false,1390.9739655326266,2359.1137649583534,0.1724806149836497,4.529836457184328e-29,1.715616734138717e-29,15.020329229674592,0.0,15.020262113601428,6.711588167953211e-5,63787.349086824106,72084.60124312689,2142.6613200206825,22635.257663356046,6428.859465405671,0.0,3727.547008770076,23827.432134518443
86400.0,column,false,1053.562978052636,3061.4607233286347,0.19063902059625396,5.330561926743613e-28,2.060183600829507e-28,16.2443884135147,0.0,16.244307611370996,8.081458953049781e-5,63696.40638978911,69745.96292203401,2512.179777429484,13027.384958989864,5105.140657528766,0.0,2858.397695222401,15018.328871397613
