time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative,repair_gross,repair_gross_relative,repair_events,increment_left,increment_left_relative,increment_left_gross,increment_left_gross_relative,increment_moved_gross,increment_moved_gross_relative,led_repair_retained,led_repair_retained_relative,led_repair_attempted,led_repair_attempted_relative,led_repair_events,led_repairnet_retained,led_repairnet_retained_relative,led_repairnet_attempted,led_repairnet_attempted_relative,led_repairnet_events,inc_left_retained,inc_left_retained_relative,inc_left_attempted,inc_left_attempted_relative,inc_left_events,inc_moved_retained,inc_moved_retained_relative,inc_moved_attempted,inc_moved_attempted_relative,inc_moved_events,led_fix_tropics_retained,led_fix_tropics_retained_relative,led_fix_tropics_attempted,led_fix_tropics_attempted_relative,led_fix_tropics_events,led_fix_tropics_inventory_fraction,led_fix_tropics_burden_fraction,led_fix_tropics_parent_fraction,led_fix_tropics_applicable,led_fix_extratropics_retained,led_fix_extratropics_retained_relative,led_fix_extratropics_attempted,led_fix_extratropics_attempted_relative,led_fix_extratropics_events,led_fix_extratropics_inventory_fraction,led_fix_extratropics_burden_fraction,led_fix_extratropics_parent_fraction,led_fix_extratropics_applicable,led_fix_sfc_retained,led_fix_sfc_retained_relative,led_fix_sfc_attempted,led_fix_sfc_attempted_relative,led_fix_sfc_events,led_fix_sfc_inventory_fraction,led_fix_sfc_burden_fraction,led_fix_sfc_parent_fraction,led_fix_sfc_applicable,led_fix_rad_retained,led_fix_rad_retained_relative,led_fix_rad_attempted,led_fix_rad_attempted_relative,led_fix_rad_events,led_fix_rad_inventory_fraction,led_fix_rad_burden_fraction,led_fix_rad_parent_fraction,led_fix_rad_applicable,led_inc_tropics_retained,led_inc_tropics_retained_relative,led_inc_tropics_attempted,led_inc_tropics_attempted_relative,led_inc_tropics_events,led_inc_tropics_inventory_fraction,led_inc_tropics_burden_fraction,led_inc_tropics_parent_fraction,led_inc_tropics_applicable,led_inc_extratropics_retained,led_inc_extratropics_retained_relative,led_inc_extratropics_attempted,led_inc_extratropics_attempted_relative,led_inc_extratropics_events,led_inc_extratropics_inventory_fraction,led_inc_extratropics_burden_fraction,led_inc_extratropics_parent_fraction,led_inc_extratropics_applicable,led_inc_sfc_retained,led_inc_sfc_retained_relative,led_inc_sfc_attempted,led_inc_sfc_attempted_relative,led_inc_sfc_events,led_inc_sfc_inventory_fraction,led_inc_sfc_burden_fraction,led_inc_sfc_parent_fraction,led_inc_sfc_applicable,led_inc_rad_retained,led_inc_rad_retained_relative,led_inc_rad_attempted,led_inc_rad_attempted_relative,led_inc_rad_events,led_inc_rad_inventory_fraction,led_inc_rad_burden_fraction,led_inc_rad_parent_fraction,led_inc_rad_applicable,ledger_parent_scale,ledger_cadence_step
0.0,7.193520302297007e6,1.496659214535201e-17,5.4364515816972675e6,1.1310895100307929e-17,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,0.0,0.0,1.0
3600.0,1.7126764761867118e8,3.564062021369885e-16,1.772705970511035e8,3.688982777775507e-16,0.0,0.0,0.0,0.0,0.0,2.469796470694939e15,5.139620894026681e-9,-0.471712572879707,0.0,0.0,0.0,0.0,0.0,69133.8514909274,1.4386682944256106e-19,1.3964027354413453e8,2.905899640196233e-16,3.2151387922006304e21,0.006690670551059804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509997774659687e8,7.304269041874556e-16,3.241812077742436e8,6.746177382213558e-16,0.0,3.840394696690735e21,0.007991821617133953,1.027235434614698e22,0.021376663079224225,311040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3456929347165975e21,0.00280037306971591,3.567263526826824e21,0.007423438479454793,192974.0,0.007082739641043713,0.007080793545608683,3.3431958304588782,1.0,2.494750105566928e21,0.005191549149934302,6.70514600825545e21,0.013953339447372594,293519.0,0.008586465065568953,0.008585953511212394,6.197876154209499,1.0,1.661360551566427e18,3.45727411333611e-6,2.0780947141755796e18,4.3244935926797044e-6,44268.0,0.023208396783928935,0.023207434790846634,0.004127430207587041,1.0,6.262026750523036e17,1.303121285815357e-6,9.310502796848212e17,1.9375059959944975e-6,287167.0,0.007666827328710502,0.007666642199815198,0.001555717592214268,1.0,4.0251693378425016e20,1.0
7200.0,2.3898714174318442e8,4.974294854770378e-16,2.5094707263435e8,5.223229681394919e-16,0.0,0.0,0.0,0.0,0.0,1.162906492637164e16,2.420481596085318e-8,-1.8505490977890302,0.0,0.0,0.0,0.0,0.0,1.7268420595811463e6,3.5942609754319756e-18,1.8430367522605404e8,3.8361094103439427e-16,3.339220604443928e21,0.006950276801702602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.953103559162145e8,1.4472237714024304e-15,6.44316185762418e8,1.3410841538610408e-15,0.0,4.0930346903051373e21,0.00851927064020052,1.0603849704241533e22,0.022070925925064464,622080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.425366084868692e21,0.0029667668019334914,3.671432550647783e21,0.007641745038295384,379185.0,0.007504316199805276,0.007497786749249277,1.8056275418153513,1.0,2.667763589551554e21,0.005552701538859464,6.932533353829485e21,0.014429422746741348,579926.0,0.009183200987363483,0.009181301956017046,3.3794738513020133,1.0,5.166458931811647e18,1.0753503261489194e-5,6.730833685267422e18,1.4009603665171127e-5,90367.0,0.03691490109200212,0.03691184129627336,0.006544775156339161,1.0,1.7439778408768238e18,3.629927508831984e-6,2.414377709672493e18,5.025302420496719e-6,572723.0,0.010901633669415805,0.010900839378246468,0.0022092390546060692,1.0,7.894020510097281e20,1.0
10800.0,2.9319740567705685e8,6.103770047594874e-16,3.0695429625231373e8,6.390160360112785e-16,0.0,0.0,0.0,0.0,0.0,2.7022187137717564e16,5.625466435858389e-8,-4.213998571467179,0.0,0.0,0.0,0.0,0.0,8.453940715076922e6,1.7599374729006053e-17,2.236815759917662e8,4.656592716380218e-16,3.4976794476361076e21,0.007281452917112237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0409296951807451e9,2.167002631017302e-15,9.61986672849233e8,2.002659411792357e-15,0.0,4.357899020456829e21,0.00907225405016225,1.095136870192655e22,0.022798508775556305,933120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5010858454029432e21,0.003124953578931369,3.7705009987132813e21,0.007849411561888722,564882.0,0.007905165845057004,0.007892180884102847,1.2943790377512843,1.0,2.856968975572156e21,0.005947624816030119,7.18106373208056e21,0.014949505305657983,864562.0,0.00983574743909898,0.009831038211351676,2.4635504790158675,1.0,1.0557221478462128e19,2.1977974906448786e-5,1.3842561048285344e19,2.88173796468006e-5,137787.0,0.051340047678340515,0.05133346164143745,0.009103440832826474,1.0,3.441857970644552e18,7.165244024169695e-6,4.653912152429476e18,9.688492820917094e-6,860459.0,0.014585685422002765,0.014583975837950458,0.0029678974202328777,1.0,1.1596957317933464e21,1.0
14400.0,3.449621024571706e8,7.182659315209178e-16,3.561190640461416e8,7.414964990283742e-16,0.0,0.0,0.0,0.0,0.0,5.000950388906051e16,1.0412773646703623e-7,-7.8496628052832245,0.0,0.0,0.0,0.0,0.0,1.6309719738678321e7,3.395942904308263e-17,2.6130821678540146e8,5.440852441660288e-16,3.6601056046640854e21,0.007620921668998064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3834749522534719e9,2.8806147638770616e-15,1.277995117198668e9,2.6609889805151984e-15,0.0,4.633333338642956e21,0.009647336512684018,1.131242154032575e22,0.023554259837653285,1.24416e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.574234192607262e21,0.003277805824845706,3.866224724767188e21,0.008050094441168039,752431.0,0.008292542912905605,0.008271061999616918,1.0385924917061617,1.0,3.0593259223702936e21,0.006370002872214676,7.446485803051636e21,0.015504767114382466,1.146718e6,0.010533657347449998,0.010525124365977481,2.018373725826261,1.0,1.7745805827800232e19,3.694958855683805e-5,2.329766325084019e19,4.8509438219240374e-5,186686.0,0.06598679499992839,0.06597442914577695,0.01170769938715645,1.0,5.674112572776829e18,1.1814404317489063e-5,7.589574912863151e18,1.5802701386052284e-5,1.151626e6,0.018304631705327343,0.01830170253191395,0.0037434650720051714,1.0,1.515738083202554e21,1.0
18000.0,3.8664942755156976e8,8.051980784739481e-16,4.054797046006662e8,8.444121618700559e-16,0.0,0.0,0.0,0.0,0.0,8.344343566174056e16,1.7377109409307656e-7,-13.360370407007995,0.0,0.0,0.0,0.0,0.0,1.8282823818887684e7,3.8074011130102153e-17,2.861445232469666e8,5.958964474441676e-16,3.8239829810976894e21,0.007963450943131854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.728937470588602e9,3.600515169349043e-15,1.5936505913895009e9,3.318780017525174e-15,0.0,4.912814417796072e21,0.010230944228104147,1.1678626060820543e22,0.024320758271740257,1.5552e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6451744820047197e21,0.0034260786057620407,3.9590886608199e21,0.008244808746742544,939505.0,0.008668346201366688,0.008636790322846895,0.8847686970430138,1.0,3.267948127913402e21,0.006805507432950871,7.719934013755448e21,0.01607677547380433,1.427053e6,0.01125323982969782,0.01124024313760736,1.7574903080278885,1.0,2.6572088280237384e19,5.533641821164619e-5,3.4905566247155327e19,7.269089999236043e-5,239679.0,0.08046390558653545,0.08044200961352259,0.014290369916733318,1.0,8.385770790576605e18,1.7463381673297993e-5,1.1154968798523664e19,2.323024114864394e-5,1.446319e6,0.021941819062345103,0.021937399347586314,0.004509836237575767,1.0,1.8594401988938564e21,1.0
21600.0,4.2317060462251467e8,8.813910936098692e-16,4.453732712725818e8,9.276354036493499e-16,0.0,0.0,0.0,0.0,0.0,1.2893393064633086e17,2.685470514596853e-7,-21.21695501371238,0.0,0.0,0.0,0.0,0.0,2.2205512771501098e7,4.62502380175959e-17,3.0758421548569965e8,6.406446598669311e-16,3.991965728992329e21,0.008314573368507714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0712615975178604e9,4.314079249944342e-15,1.9109255891464682e9,3.9801271081372225e-15,0.0,5.191890122505558e21,0.010813808102430711,1.204411248223375e22,0.025085800753447424,1.86624e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7155223429797388e21,0.003573135982211911,4.0512018649104856e21,0.00843795198235236,1.128391e6,0.009041078962442462,0.008998153664864113,0.7824285880920737,1.0,3.4768094733767855e21,0.007241592092027076,7.993484526922787e21,0.016649044125413234,1.705828e6,0.011973754326723996,0.011955343154043398,1.585729931441338,1.0,3.662893032004355e19,7.629171922596534e-5,4.8105083157322056e19,0.00010019455838632214,297050.0,0.09391796105433628,0.0938818905353418,0.016706003481047702,1.0,1.1449092230740892e19,2.38464766027278e-5,1.5174964418292339e19,3.1606823200918336e-5,1.741964e6,0.025289807703570092,0.0252837747960442,0.005221789798129331,1.0,2.1925609174927815e21,1.0
25200.0,4.6287834503628755e8,9.642387872223293e-16,4.8280559084405506e8,1.0057499608091098e-15,0.0,0.0,0.0,0.0,0.0,1.899382520046855e17,3.956673102643618e-7,-31.592759975992433,0.0,0.0,0.0,0.0,0.0,2.854093932160948e7,5.945467316147043e-17,3.321425921847251e8,6.91898365320963e-16,4.1607714495597044e21,0.008667454979165684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4183887460084763e9,5.037833928697901e-15,2.2287020939663877e9,4.642690735505338e-15,0.0,5.466902138243254e21,0.011388303523314708,1.2404292235110579e22,0.02583983422295704,2.17728e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7862880206131463e21,0.0037210818200855054,4.1439266506571535e21,0.008632364963313838,1.319645e6,0.009416062419824171,0.009360875295416241,0.7098523814504671,1.0,3.6812824755071846e21,0.007668613983934778,8.261239463710793e21,0.017209289669442754,1.983118e6,0.012679261444644763,0.012654770281652057,1.4629035753896351,1.0,4.757269295390425e19,9.910041428958352e-5,6.245612907889954e19,0.0001301046437005347,355231.0,0.10607319746610583,0.10601798322117532,0.018904896072554595,1.0,1.4763225629661264e19,3.0753814537420635e-5,1.952083258856638e19,4.0664559365579635e-5,2.038725e6,0.028299649073544778,0.02829171470925092,0.0058667531496451744,1.0,2.5164218185239573e21,1.0
28800.0,4.9473438712688315e8,1.0307458585623213e-15,5.2202108239055705e8,1.0875958549820583e-15,0.0,0.0,0.0,0.0,0.0,2.6683044169099712e17,5.559232991839982e-7,-45.36838763378893,0.0,0.0,0.0,0.0,0.0,3.188429788992475e7,6.642879261751944e-17,3.562266101889823e8,7.421742104775477e-16,4.327541952827359e21,0.00901614292779593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7651414109376493e9,5.760986363238551e-15,2.547557862554535e9,5.307665657779541e-15,0.0,5.736557689928321e21,0.011951732556202892,1.2757476141531675e22,0.026579344474025667,2.48832e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8585492859485332e21,0.003872162577076127,4.238634201638356e21,0.00883090960115302,1.513138e6,0.00979897823471935,0.009730839866722431,0.6563216964712588,1.0,3.87898729040393e21,0.00808160942322837,8.520123927038083e21,0.0177511058069629,2.260523e6,0.013361561994524365,0.0133303826945389,1.3698122176668812,1.0,5.914565049038764e19,0.00012322598930101516,7.762142390817084e19,0.00016171902198611077,415811.0,0.11694590480103283,0.1168668425194649,0.020886491395322792,1.0,1.8250899490343522e19,3.8024522964651124e-5,2.409093726048384e19,5.0191849316024866e-5,2.336189e6,0.030976594609125722,0.030966529078604085,0.006445059814227817,1.0,2.8317657269919637e21,1.0
32400.0,5.2669246302724344e8,1.0974791337272532e-15,5.549939413975329e8,1.1564514641579989e-15,0.0,0.0,0.0,0.0,0.0,3.5394908709753786e17,7.375304656130328e-7,-61.82660394721685,0.0,0.0,0.0,0.0,0.0,3.7986395223360196e7,7.915297645145535e-17,3.770051639082188e8,7.855728527394768e-16,4.488387942997249e21,0.009352539588662527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.113614420908581e9,6.487897772029974e-15,2.864738871263624e9,5.969311041055407e-15,0.0,6.000987808891806e21,0.012504372787407295,1.3103786075731253e22,0.027304609046962774,2.79936e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9327447003252722e21,0.004027297005993424,4.3358859809512683e21,0.009034768340834224,1.707422e6,0.010192140740832476,0.010110672775103214,0.6157005462620084,1.0,4.0695956895015507e21,0.008479894180113422,8.769674200202969e21,0.018273537443445745,2.538797e6,0.01401954026225429,0.013981098532279116,1.296421761585961,1.0,7.10605674501187e19,0.00014807026012690326,9.322507697011232e19,0.00019425487147994977,479767.0,0.12652814067961748,0.12642084662815564,0.022637252705627966,1.0,2.1820808583738237e19,4.5468435154862914e-5,2.876593325089833e19,5.994012392658619e-5,2.633565e6,0.03329683866162182,0.03328509340456581,0.006951297686976087,1.0,3.1390985635130523e21,1.0
