time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction
0.0,1.3337388770305445e7,1.261112794365325e-17,1.3344544908340925e7,1.2617894408506461e-17,0.0,0.0,0.0,0.0,0.0
3600.0,6.285598918678896e20,0.0005943458470908913,6.285836985549133e20,0.0005943683579219968,0.0,0.0,0.0,0.0,0.0
7200.0,6.412336479941658e20,0.00060634198170757,6.414233132553024e20,0.00060652132664784,0.0,0.0,0.0,0.0,0.0
10800.0,6.560945549606739e20,0.0006204055903375989,6.564645763157555e20,0.0006207554839855513,0.0,0.0,0.0,0.0,0.0
14400.0,6.712867767457732e20,0.0006347819945925124,6.717878945437547e20,0.0006352558614499389,0.0,0.0,0.0,0.0,0.0
18000.0,6.86069520132876e20,0.0006487708783668157,6.866530623525487e20,0.0006493226959119936,0.0,0.0,0.0,0.0,0.0
21600.0,7.008177462434739e20,0.0006627269472316492,7.01495143277925e20,0.0006633675264280407,0.0,0.0,0.0,0.0,0.0
25200.0,7.155520060445122e20,0.0006766696926979965,7.163562897966343e20,0.000677430272550744,0.0,0.0,0.0,0.0,0.0
28800.0,7.302810923673468e20,0.0006906075208169685,7.312519269408725e20,0.0006915256134048137,0.0,0.0,0.0,0.0,0.0
32400.0,7.449826369437187e20,0.0007045194667402703,7.461594748009457e20,0.0007056323855366258,0.0,0.0,0.0,0.0,0.0
36000.0,7.590861348092948e20,0.0007178662364276052,7.60514709774913e20,0.0007192172369096264,0.0,0.0,0.0,0.0,0.0
39600.0,7.724480102107854e20,0.0007305121817700902,7.741678726326851e20,0.0007321386736938943,0.0,0.0,0.0,0.0,0.0
43200.0,7.852327371202269e20,0.0007426128276924501,7.872782367971971e20,0.0007445473042206825,0.0,0.0,0.0,0.0,0.0
46800.0,7.981108836532557e20,0.0007548021630648461,8.005295049303299e20,0.000757089540181186,0.0,0.0,0.0,0.0,0.0
50400.0,8.110753980616396e20,0.0007670732968931435,8.139057989411954e20,0.0007697501441251009,0.0,0.0,0.0,0.0,0.0
54000.0,8.240349113740136e20,0.0007793396146093948,8.27313453944961e20,0.0007824403304509872,0.0,0.0,0.0,0.0,0.0
57600.0,8.368979303334467e20,0.0007915144417623989,8.406551379824619e20,0.0007950679027127811,0.0,0.0,0.0,0.0,0.0
61200.0,8.485792745691403e20,0.0008025713119171583,8.528287573672004e20,0.0008065903978015503,0.0,0.0,0.0,0.0,0.0
64800.0,8.590993331135269e20,0.0008125294079945976,8.638513813721764e20,0.000817023857948794,0.0,0.0,0.0,0.0,0.0
68400.0,8.688438211926755e20,0.0008217535075467562,8.741132923275662e20,0.0008267373795412289,0.0,0.0,0.0,0.0,0.0
72000.0,8.78818301848089e20,0.0008311947117875461,8.846338963483235e20,0.0008366951564008755,0.0,0.0,0.0,0.0,0.0
75600.0,8.892442157006699e20,0.0008410625257339729,8.956266584839052e20,0.0008470991502661784,0.0,0.0,0.0,0.0,0.0
79200.0,9.001922094454622e20,0.0008514238358520028,9.071548702380455e20,0.0008580092909332121,0.0,0.0,0.0,0.0,0.0
82800.0,9.109554407963036e20,0.0008616101798293178,9.185122078142592e20,0.0008687576066931143,0.0,0.0,0.0,0.0,0.0
86400.0,9.208471101755264e20,0.0008709720406476846,9.290050288016278e20,0.0008786881087709357,0.0,0.0,0.0,0.0,0.0
