time,gap_integral,gap_gross,new_integral,kept_over_levels,kept_over_columns,kept_overall
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,952807.7632332208,987570.6813716724,4.665561958228836e8,0.9651409830233147,0.9994498497279918,0.964799564432018
7200.0,956380.106012048,1.0303219808360282e6,9.126224483257073e8,0.9289299682093264,0.996735672279809,0.9282342062002967
10800.0,974048.3753524192,1.1192215696101647e6,1.3438588080897603e9,0.871346348278584,0.992058790764519,0.8702909252291209
14400.0,1.3785057790744286e6,1.634505262709037e6,1.7624311436841261e9,0.8453231831940509,0.9896277640296945,0.8433779997683742
18000.0,2.176478996846806e6,2.584939422247789e6,2.169994608993718e9,0.8428583033310171,0.9914396783775979,0.8419845270316634
21600.0,2.946092784572493e6,3.559472409140479e6,2.5678446154631705e9,0.830363901448728,0.9913438919497757,0.8276768144085428
25200.0,3.6403865242624804e6,4.507444070527145e6,2.9569722535903535e9,0.8124651915721665,0.9916089088908594,0.8076387565329763
28800.0,4.2837202780765835e6,5.451319390622102e6,3.338111374295703e9,0.7918869475695652,0.9925374256423359,0.7858134831442573
32400.0,4.877481018003576e6,6.400075071822634e6,3.711037317274589e9,0.7686392829891024,0.9923005491725051,0.7620974696808598
36000.0,5.439006624368785e6,7.360394115758038e6,4.0747366672258162e9,0.7452168683401358,0.9923005262530058,0.7389558954084116
39600.0,5.965449595964136e6,8.319644594601732e6,4.428378513240537e9,0.7223163569754654,0.9929528195286642,0.7170317828041435
43200.0,6.451450856096668e6,9.268200583607256e6,4.771827918558847e9,0.7000315617767988,0.9939343735773154,0.6960845093822638
46800.0,6.897274303222394e6,1.021717204977738e7,5.105757722507671e9,0.6785370800557262,0.9940362564776428,0.6750668648447276
50400.0,7.303374153264596e6,1.1170542004011994e7,5.43104320837278e9,0.6573596924260694,0.9935698416105737,0.6538066058604433
54000.0,7.676177780721644e6,1.2140667177455252e7,5.749084044724658e9,0.6360933843411446,0.9928951544099899,0.632269847160954
57600.0,8.031780835941357e6,1.3147296078867057e7,6.061092361302576e9,0.6149738861614491,0.9923281684889425,0.6109074282469099
61200.0,8.386918619483819e6,1.4212442240278315e7,6.368300715857045e9,0.5944249079402685,0.9918356325961425,0.5901110082062562
64800.0,8.741824680416854e6,1.5337947028949268e7,6.671821824248473e9,0.5744735496545528,0.9915276004719354,0.5699475075717299
68400.0,9.094538683330059e6,1.6525070044463059e7,6.972934621020506e9,0.555058594838739,0.991264969822176,0.5503479657792617
72000.0,9.438643481511746e6,1.7767694617766917e7,7.271936874659935e9,0.5360885668628408,0.9910047105544352,0.5312249948326732
75600.0,9.7664722860514e6,1.905369615303483e7,7.569084610745719e9,0.5175655887031946,0.9907892377568308,0.5125762585699583
79200.0,1.0073049310514204e7,2.0370331021812256e7,7.864499368124515e9,0.49959638318456306,0.9904372148654342,0.49449610316730386
82800.0,1.0357637989818007e7,2.170125811072012e7,8.15796673506899e9,0.4824844990273559,0.9899451290609016,0.4772828348003233
86400.0,1.0621667081432737e7,2.3032370531218927e7,8.44910660345943e9,0.4664554935237142,0.9894188793897963,0.4611625654005408
