time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative,repair_gross,repair_gross_relative,repair_events,increment_left,increment_left_relative,increment_left_net_abs,increment_left_net_abs_relative,increment_moved_net_abs,increment_moved_net_abs_relative
0.0,2.798899160482885e-9,2.6429235736493592e-18,1.4229920488648097e-9,1.3436922930840986e-18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600.0,2.6668765538576825e-5,2.5183135413962677e-14,2.5212072231098586e-5,2.3807589749287143e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.3207855139613909e-162,0.0,0.0,0.0,0.0,0.0,1.135043652126524e-6,1.0718140646935388e-15,5.031572678825908e-5,4.7512801420365137e-14,1.0215694782306492e7,0.00964661167680974
43200.0,4.129550356916194e-5,3.9010925364070516e-14,3.99325658868843e-5,3.772338905614866e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.00093462417319e-136,0.0,0.0,0.0,0.0,0.0,7.286387342846387e-7,6.883284818876882e-16,8.287032212210693e-5,7.828571325659229e-14,1.323682154423589e7,0.012504525013355746
64800.0,6.878959124666741e-5,6.500645957906867e-14,6.687768877383742e-5,6.319970351951488e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.342045622570056e-123,0.0,0.0,0.0,0.0,0.0,1.5310918089074857e-6,1.4468883443526708e-15,0.00013878423262965437,1.3115169671965107e-13,1.717436323207581e7,0.01622984711798628
86400.0,7.905616295457672e-5,7.477594828181865e-14,7.627538855416432e-5,7.21457290177226e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.729246802741587e-121,0.0,0.0,0.0,0.0,0.0,1.9928182400299438e-6,1.8849241865831937e-15,0.0001585440302191584,1.4996022777971867e-13,1.8025117908074636e7,0.017049212029709854
108000.0,9.335205606658308e-5,8.832391104868779e-14,9.058660856939895e-5,8.570741657558382e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.809004542114914e-115,0.0,0.0,0.0,0.0,0.0,3.5271222984454714e-6,3.337143810989484e-15,0.0001899138408494144,1.7968466783564326e-13,2.046167180193091e7,0.0193595616025015
129600.0,0.0001085719425505812,1.0279607964429807e-13,0.00010435980441274614,9.880802087591085e-14,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.7064661075230546e-114,0.0,0.0,0.0,0.0,0.0,6.209989012645944e-6,5.879627002499009e-15,0.00021967076770391166,2.0798461556396388e-13,2.240426045652414e7,0.02121238773256272
151200.0,0.00013201865432314734,1.2506211554700666e-13,0.00012470411176501307,1.1813300260256048e-13,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0205488510574028e-112,0.0,0.0,0.0,0.0,0.0,8.920197295711799e-6,8.450159946091851e-15,0.0002647425466653146,2.5079230757968123e-13,2.4205883482219547e7,0.022930388228021376
172800.0,0.00015660158549847867,1.4845540290714262e-13,0.00014695997610981475,1.3931533576215643e-13,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.684147083876395e-110,0.0,0.0,0.0,0.0,0.0,1.2884879523314014e-5,1.2214627169672915e-14,0.00031779912257516536,3.0126768279680605e-13,2.617315303867265e7,0.024811664373246074
194400.0,0.0001713532050547199,1.6256055060897361e-13,0.00015569349436953353,1.4770438733762892e-13,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.2080326634827438e-107,0.0,0.0,0.0,0.0,0.0,1.9831406720241996e-5,1.8813796886749502e-14,0.0003474439641018258,3.296155568967661e-13,2.8182940616990987e7,0.026736788162293357
