time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,4.806384935485137e23,4.806384935485137e23,0.0,0.0,1.2629971883994274e7,2.6277487245659936e-17,4.806384935485137e23,0.0
3600.0,4.806152237735694e23,4.8061526834777577e23,-4.457420635609498e16,-9.274405834696378e-8,1.255728849892379e21,0.0026127529628233045,4.806152237735694e23,0.0
7200.0,4.805934512488971e23,4.8059388936446354e23,-4.381155664362209e17,-9.1161368366071e-7,1.2809299425916567e21,0.0026653087745223333,4.805934512488971e23,0.0
10800.0,4.805737218734796e23,4.8057459314853826e23,-8.712750586417644e17,-1.8129893895262639e-6,1.3105187807577695e21,0.0027269880168412307,4.805737218734796e23,0.0
14400.0,4.80555757569134e23,4.805569704119706e23,-1.21284283660134e18,-2.5238337435315343e-6,1.3405505544947447e21,0.0027895837962192962,4.80555757569134e23,0.0
18000.0,4.8053915794174155e23,4.805405985201759e23,-1.440578434374828e18,-2.9978377632015525e-6,1.3697555393418814e21,0.0028504556115860687,4.8053915794174155e23,0.0
21600.0,4.805235651348216e23,4.805252220162716e23,-1.656881450030465e18,-3.4480753291788928e-6,1.3987585184469295e21,0.002910905145837076,4.805235651348216e23,0.0
25200.0,4.805088130573477e23,4.805107056717606e23,-1.8926144128716636e18,-3.9387714885591165e-6,1.427582958317251e21,0.0029709818415898067,4.805088130573477e23,0.0
28800.0,4.804946814988152e23,4.804968687266499e23,-2.1872278347312005e18,-4.5520333917298395e-6,1.4565707570578517e21,0.0030313982925145935,4.804946814988152e23,0.0
32400.0,4.804808541204941e23,4.804833966485957e23,-2.542528101611471e18,-5.29163249650289e-6,1.4855425297905945e21,0.003091782985837877,4.804808541204941e23,0.0
36000.0,4.8046698836344634e23,4.804699413695877e23,-2.9530061413715804e18,-6.1461166175641535e-6,1.513360918264945e21,0.003149770858180526,4.8046698836344634e23,0.0
39600.0,4.804528651629729e23,4.804562830195208e23,-3.4178565479197573e18,-7.1138228029099115e-6,1.539617023919503e21,0.0032045121083776958,4.804528651629729e23,0.0
43200.0,4.8043849680187815e23,4.804424214792847e23,-3.92467740655983e18,-8.168948643135642e-6,1.5647568141902728e21,0.0032569347057039492,4.8043849680187815e23,0.0
46800.0,4.8042414339908184e23,4.8042861309599456e23,-4.469696912714367e18,-9.303647566690773e-6,1.590024195845651e21,0.0033096259163745635,4.8042414339908184e23,0.0
50400.0,4.80410101472234e23,4.8041515188009436e23,-5.050407860366737e18,-1.0512701221080867e-5,1.615692712860748e21,0.0033631530808977575,4.80410101472234e23,0.0
54000.0,4.8039662789774875e23,4.804022902442231e23,-5.662346474369843e18,-1.1786815613483156e-5,1.6415603545224837e21,0.0034170938328732105,4.8039662789774875e23,0.0
57600.0,4.803838814152159e23,4.803901817507576e23,-6.300335541753741e18,-1.3115210117360491e-5,1.6672306873265234e21,0.003470621625386024,4.803838814152159e23,0.0
61200.0,4.8037197279705044e23,4.8037892957674415e23,-6.956779693706052e18,-1.4482068246402837e-5,1.6904101315813877e21,0.0035189607789536032,4.8037197279705044e23,0.0
64800.0,4.803609514709592e23,4.8036857591744915e23,-7.624446489976111e18,-1.587232781230149e-5,1.7111875735950129e21,0.003562295328866807,4.803609514709592e23,0.0
68400.0,4.80350786437303e23,4.803590894629663e23,-8.303025663267308e18,-1.7285337919085608e-5,1.7304310469398094e21,0.0036024320055228452,4.80350786437303e23,0.0
72000.0,4.803413900407516e23,4.803503890427493e23,-8.999001997667467e18,-1.8734596235614846e-5,1.750210677718361e21,0.003643680752911747,4.803413900407516e23,0.0
75600.0,4.803326583865232e23,4.803423690941229e23,-9.710707599736832e18,-2.021662993383772e-5,1.770906698871766e21,0.003686833838907367,4.803326583865232e23,0.0
79200.0,4.8032449439484444e23,4.8033493023001936e23,-1.0435835174926156e19,-2.172663542398384e-5,1.7926971284603242e21,0.003732262562872051,4.8032449439484444e23,0.0
82800.0,4.80316782947726e23,4.803279561361606e23,-1.1173188434653086e19,-2.3262123730265513e-5,1.8140268414679258e21,0.0037767300787100557,4.80316782947726e23,0.0
86400.0,4.803094025450141e23,4.8032132062772355e23,-1.191808270944174e19,-2.4813344578081188e-5,1.8336729756981133e21,0.0038176911923481728,4.803094025450141e23,0.0
