# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: c4_sphere_tag_offset
# generated: 1789048191 (unix)
# geometry: sphere
# NOTE: sphere. The NetCDF writer bilinearly remaps to lat-lon, so every
# reduction here is over the remapped field, not over the model's own columns.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_tropics,min_e_src_extratropics,min_e_src_sfc,max_e_src_tropics,max_e_src_extratropics,max_e_src_sfc
0.0,sphere,true,3.801784917881153e-11,0.0,0.0031357680740889526,0.0,217406.80386903352,222808.42859456438,0.0
3600.0,sphere,true,1323.3824065082736,-4588.138042475689,-5398.305783181086,-3.400015884424909,220860.03937473655,221225.68654889835,1080.0509350100667
7200.0,sphere,true,1306.48808007098,-7611.090946964093,-8110.131358928215,-10.65904579243125,223571.88319246226,223505.62396375398,2133.8711801479185
10800.0,sphere,true,1295.744104838946,-9538.789132046415,-9284.224717759436,-20.33772373268462,224745.98665858054,225432.8555468634,3161.1848079493616
14400.0,sphere,true,1295.6547841304855,-10693.40789411541,-9631.26303035895,-30.891739928233026,225093.06835045115,226587.19619931496,4163.158017184762
18000.0,sphere,true,1312.5375912988238,-11314.521958256513,-9598.259134815988,-41.721917616430645,225060.12546967395,227208.23746108433,5140.941596633157
21600.0,sphere,true,1335.1166010066372,-11568.117368056595,-9310.849786706123,-52.62553552552286,224772.8748196453,227461.92271102982,6094.441321303723
25200.0,sphere,true,1570.397989676465,-11574.916765634316,-8883.87677804833,-63.67219545436704,224346.05622464287,227469.0375353905,7023.4412110056865
28800.0,sphere,true,1797.7141402817215,-11418.567570697776,-8383.07704254533,-74.74370492462262,223845.38036972715,227313.2012573847,7928.365606592102
32400.0,sphere,true,2023.3959356645792,-11160.66815036347,-7856.649533288918,-85.80937333344997,223319.25914680635,227055.84726334887,8809.253440082213
36000.0,sphere,true,2241.0489771946595,-10934.25076320961,-7324.622593950949,-96.80056410329449,222787.27712199307,226827.46630889815,9666.843173995512
39600.0,sphere,true,2462.8126593775087,-10662.003881985434,-6780.760719058434,-107.63138696840446,222243.36718686932,226542.98425614287,10501.783208938765
43200.0,sphere,true,2670.301648606677,-10359.295614760937,-6225.868027588177,-118.1843976392725,221688.46085837716,226216.42961656197,11314.448203424776
46800.0,sphere,true,2870.9722304074385,-10040.244186656735,-5657.692753243444,-128.34074763438775,221120.44395127206,225869.26464607293,12105.311774958009
50400.0,sphere,true,3057.765623746687,-9712.007714137719,-5359.91531079131,-138.01236622868288,220798.20925232075,225513.98218138516,12874.380850166206
54000.0,sphere,true,3242.5405754726235,-9381.499390546069,-5620.6802462217565,-147.12198176763314,221059.09677953756,225160.25366084563,13622.27420919252
57600.0,sphere,true,3424.868867551122,-9053.882159579396,-5875.078160583,-156.2897213892146,221313.264934034,224815.55445852107,14349.43680677389
61200.0,sphere,true,3606.1941130666964,-8733.076746632878,-6103.889865153852,-165.11674811929865,221541.37459541397,224483.41447856327,15056.641426589287
64800.0,sphere,true,3784.806020142554,-8420.800332144918,-6319.9196396366315,-173.3404477947768,221755.03087127634,224164.44900193295,15744.382046479861
68400.0,sphere,true,3960.142977448835,-8113.784015630763,-6570.391987264648,-180.95440398382195,221995.0568452191,223856.17054837343,16413.308089665345
72000.0,sphere,true,4124.970180557488,-7806.194917563666,-6791.958346618008,-188.0031965041452,222196.5364607011,223548.58940341504,17063.608729871874
75600.0,sphere,true,4288.293823218817,-7488.348748693483,-6987.240993036889,-194.5837795964933,222366.72421925978,223230.5715984223,17695.724819733092
79200.0,sphere,true,4441.254794837863,-7153.097567271595,-7159.3676486801905,-200.80735862081318,222512.95731620412,223056.86064843106,18309.978339765425
82800.0,sphere,true,4586.200775891528,-7150.359154044647,-7311.2639238338015,-206.76279542938897,222639.593908366,223297.27241996187,18906.64592656259
86400.0,sphere,true,4720.822625085697,-7379.000227319829,-7446.2105226388,-212.50787983020177,222754.1277088541,223525.53427602744,19485.91025479031
