dt,newton,steps,q_tag_led_rescale_per_hour,q_tag_led_empty_per_hour,q_tag_led_repair_per_hour,q_tag_led_repairnet_per_hour,q_tag_inc_left_per_hour,q_tag_inc_moved_per_hour,q_tag_led_fix_tropo_per_hour,q_tag_led_fix_strat_per_hour,q_tag_led_fix_evap_per_hour,q_tag_led_fix_evap_tropo_per_hour,q_tag_led_fix_evap_strat_per_hour,q_tag_led_inc_tropo_per_hour,q_tag_led_inc_strat_per_hour,q_tag_led_inc_evap_per_hour,q_tag_led_inc_evap_tropo_per_hour,q_tag_led_inc_evap_strat_per_hour,parent_hus_change_vs_first
120.0,1.0,2.0,0.0,0.0,0.0,0.0,1.9106418151257096e-11,0.0016639102205302477,0.0,0.0,0.0,0.0,0.0,0.0012355843445990135,0.00060159244975344,7.920653097769383e-6,7.920649103008521e-6,3.994760861313903e-12,0.0
60.0,1.0,4.0,0.0,0.0,0.0,0.0,1.3562008602844613e-11,0.0016296314175768907,0.0,0.0,0.0,0.0,0.0,0.0012182456344503293,0.0005812674857372113,6.0547514793530305e-6,6.0547484256548145e-6,3.053698216061701e-12,0.0007840611080806944
