z,rho,rho_q_tot,ρq_tag_tropo,ρq_tag_strat,ρq_tag_evap,ρq_tag_evap_tropo,ρq_tag_evap_strat
25.0,1.2147256028919269,0.011644641326568587,0.01164463482869883,6.497869758848681e-9,8.638835377248379e-5,8.638831020274149e-5,4.3569742326026774e-11
75.0,1.2099482100001038,0.011445297328232351,0.011445282272345392,1.505588695844877e-8,2.8629712889690938e-6,2.8629698450369443e-6,1.4439321494158125e-12
125.0,1.2048906387237244,0.011386251745454047,0.011386209303124496,4.244232955065925e-8,-7.120954525114975e-11,-7.120950933680017e-11,-3.5914349588339587e-17
175.0,1.1998251307056083,0.011338418374043587,0.011338303464830977,1.1490921260810741e-7,0.0,0.0,0.0
225.0,1.194772482110626,0.011290731354389304,0.011290420248480546,3.1110590875556717e-7,0.0,0.0,0.0
275.0,1.1897326877611811,0.011243206930430325,0.011242364654117194,8.42276313137065e-7,0.0,0.0,0.0
325.0,1.1847057688259743,0.011195866762896045,0.011193586544424554,2.2802184714918436e-6,0.0,0.0,0.0
375.0,1.1796907301346546,0.011148790014789974,0.011142618025220374,6.1719895695993115e-6,0.0,0.0,0.0
425.0,1.1744304842364008,0.011099907484480379,0.011083213114237682,1.669437024270089e-5,0.0,0.0,0.0
475.0,1.168661132546967,0.011046216082898859,0.011001161683951733,4.5054398947125185e-5,0.0,0.0,0.0
525.0,1.1629732144317642,0.010993317288573652,0.010872266095515717,0.0001210511930579351,0.0,0.0,0.0
575.0,1.157338498048891,0.010940907426956687,0.010619498854997012,0.00032140857195967794,0.0,0.0,0.0
625.0,1.1517296994946158,0.010888493342734118,0.010060749516596967,0.0008277438261371524,0.0,0.0,0.0
675.0,1.146152841460464,0.010835290648772833,0.008854859256087344,0.001980431392685493,0.0,0.0,0.0
725.0,1.1406615845997208,0.010778752099700419,0.006705937628298523,0.004072814471401897,0.0,0.0,0.0
775.0,1.1356178028166797,0.010635782308753047,0.004019180545034941,0.006616601763718109,0.0,0.0,0.0
825.0,1.1014060860120574,0.005361438675777344,0.0009820349480984157,0.004379403727678931,0.0,0.0,0.0
875.0,1.0922826335768487,0.004973777912167292,0.00037823246971777004,0.004595545442449522,0.0,0.0,0.0
925.0,1.0851430247475755,0.00467822694196302,0.00013749127510090693,0.004540735666862114,0.0,0.0,0.0
975.0,1.0786876132738785,0.004412848413611267,4.860748722721825e-5,0.004364240926384048,0.0,0.0,0.0
1025.0,1.0726156573997205,0.004174271020575183,1.703009987124722e-5,0.004157240920703936,0.0,0.0,0.0
1075.0,1.0668003113207805,0.003959319589822606,5.956444932570934e-6,0.0039533631448900345,0.0,0.0,0.0
1125.0,1.0611707080087422,0.003765351676374938,2.0854047354142854e-6,0.003763266271639524,0.0,0.0,0.0
1175.0,1.0556843293828597,0.0035901132231120833,7.315578863548079e-7,0.0035893816652257287,0.0,0.0,0.0
1225.0,1.0503131688338978,0.003431637770817224,2.572177633404934e-7,0.003431380553053883,0.0,0.0,0.0
1275.0,1.0450377562111783,0.0032881910115518994,9.065249090139436e-8,0.0032881003590609983,0.0,0.0,0.0
1325.0,1.0398439831803283,0.0031582334087433797,3.20240867400573e-8,0.00315820138465664,0.0,0.0,0.0
1375.0,1.0347212661497671,0.0030403930375750786,1.1338796390447175e-8,0.0030403816987786872,0.0,0.0,0.0
1425.0,1.0296616388938524,0.0029334702075297014,4.0236619529444445e-9,0.0029334661838677487,0.0,0.0,0.0
1475.0,1.0246761193335736,0.0028383626469071234,1.4318880740203999e-9,0.0028383612150190488,0.0,0.0,0.0
