t_seconds,increment_ρq_tot,increment_ρq_tag_tropo,increment_ρq_tag_strat,increment_ρq_tag_evap,increment_ρq_tag_evap_tropo,increment_ρq_tag_evap_strat,ledger_n10_q_tag_led_rescale,ledger_n10_q_tag_led_empty,ledger_n10_q_tag_led_repair,ledger_n10_q_tag_led_repairnet,ledger_n10_q_tag_inc_left,ledger_n10_q_tag_inc_moved,ledger_n10_q_tag_led_fix_tropo,ledger_n10_q_tag_led_fix_strat,ledger_n10_q_tag_led_fix_evap,ledger_n10_q_tag_led_fix_evap_tropo,ledger_n10_q_tag_led_fix_evap_strat,ledger_n10_q_tag_led_inc_tropo,ledger_n10_q_tag_led_inc_strat,ledger_n10_q_tag_led_inc_evap,ledger_n10_q_tag_led_inc_evap_tropo,ledger_n10_q_tag_led_inc_evap_strat,error_n1_ρq_tot,error_n1_ρq_tag_tropo,error_n1_ρq_tag_strat,error_n1_ρq_tag_evap,error_n1_ρq_tag_evap_tropo,error_n1_ρq_tag_evap_strat,ledger_n1_q_tag_led_rescale,ledger_n1_q_tag_led_empty,ledger_n1_q_tag_led_repair,ledger_n1_q_tag_led_repairnet,ledger_n1_q_tag_inc_left,ledger_n1_q_tag_inc_moved,ledger_n1_q_tag_led_fix_tropo,ledger_n1_q_tag_led_fix_strat,ledger_n1_q_tag_led_fix_evap,ledger_n1_q_tag_led_fix_evap_tropo,ledger_n1_q_tag_led_fix_evap_strat,ledger_n1_q_tag_led_inc_tropo,ledger_n1_q_tag_led_inc_strat,ledger_n1_q_tag_led_inc_evap,ledger_n1_q_tag_led_inc_evap_tropo,ledger_n1_q_tag_led_inc_evap_strat,error_n2_ρq_tot,error_n2_ρq_tag_tropo,error_n2_ρq_tag_strat,error_n2_ρq_tag_evap,error_n2_ρq_tag_evap_tropo,error_n2_ρq_tag_evap_strat,ledger_n2_q_tag_led_rescale,ledger_n2_q_tag_led_empty,ledger_n2_q_tag_led_repair,ledger_n2_q_tag_led_repairnet,ledger_n2_q_tag_inc_left,ledger_n2_q_tag_inc_moved,ledger_n2_q_tag_led_fix_tropo,ledger_n2_q_tag_led_fix_strat,ledger_n2_q_tag_led_fix_evap,ledger_n2_q_tag_led_fix_evap_tropo,ledger_n2_q_tag_led_fix_evap_strat,ledger_n2_q_tag_led_inc_tropo,ledger_n2_q_tag_led_inc_strat,ledger_n2_q_tag_led_inc_evap,ledger_n2_q_tag_led_inc_evap_tropo,ledger_n2_q_tag_led_inc_evap_strat
120.0,0.0003494036377032217,0.0002459175261254676,0.00011037114910212505,8.925139377123327e-5,8.925134875752415e-5,4.501370912904223e-11,0.0,0.0,0.0,0.0,2.7160312626541664e-17,0.00024357357687233993,0.0,0.0,0.0,0.0,0.0,0.00014512343365584798,0.0001035949414012646,2.2520305234246163e-15,2.2520293876188673e-15,1.135805757734103e-21,2.356196388478629e-6,1.204729499265959e-6,1.439497613978531e-6,3.5210615550328444e-11,3.521059778805981e-11,1.7758382689776958e-17,0.0,0.0,0.0,0.0,6.356397287641214e-18,0.00024369062571425235,0.0,0.0,0.0,0.0,0.0,0.0001452225584268667,0.00010366923237702696,4.754927656950196e-15,4.754925258814773e-15,2.3981354400829633e-21,1.1658335037807721e-8,6.035787498259204e-9,5.945170250323016e-9,5.625661954101177e-13,5.625658883967423e-13,2.837287994479822e-19,0.0,0.0,0.0,0.0,3.8287199473119106e-18,0.00024357595473902585,0.0,0.0,0.0,0.0,0.0,0.00014512395157457452,0.00010359654846315312,2.254902855424947e-15,2.254901718170535e-15,1.137254410934029e-21
240.0,0.00019998774253570046,0.0001491790592395841,6.516166668008643e-5,8.925008884264208e-5,8.925004382959101e-5,4.5013050991689315e-11,0.0,0.0,0.0,0.0,1.1950661461337268e-17,6.099505420185741e-5,0.0,0.0,0.0,0.0,0.0,3.92333640372732e-5,2.5949541702446122e-5,2.0826816784136515e-8,2.0826806280185446e-8,1.0503951066668271e-14,2.8294325114283474e-6,2.7450017081437405e-6,6.789384848117405e-7,1.0260294628132558e-9,1.0260289454212014e-9,5.174753003290759e-16,0.0,0.0,0.0,0.0,1.0798434601626473e-17,6.093294237929086e-5,0.0,0.0,0.0,0.0,0.0,3.915626914316956e-5,2.596293072016351e-5,1.9658060113879717e-8,1.965805019938805e-8,9.914491669177896e-15,1.4867151903281625e-7,1.3652406801142803e-7,2.9169290492289062e-8,1.2325558894504292e-10,1.2325552680940777e-10,6.216363683981714e-17,0.0,0.0,0.0,0.0,8.958482501606423e-18,6.099146115830398e-5,0.0,0.0,0.0,0.0,0.0,3.922902698828314e-5,2.5949951134740624e-5,2.0762193469214314e-8,2.0762182997855848e-8,1.0471358465276315e-14
