exclusive_s,inferences,specializations,method
0.152468,214,25,ClimaCore.Utilities.stable_view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/Utilities.jl:216
0.152203,47,47,Base.rehash! dict.jl:137
0.151804,221,146,ClimaCore.MatrixFields.get_field /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name.jl:62
0.150535,143,136,Base._setindex! dict.jl:322
0.149890,18,15,ClimaCore.Geometry.* /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Geometry/tensors.jl:549
0.149260,390,386,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:14
0.149212,791,313,Base.Broadcast.instantiate broadcast.jl:305
0.148292,296,124,CommonDataModel._defVar /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CommonDataModel/xg2OM/src/variable.jl:126
0.147854,663,42,Base.invokelatest essentials.jl:1052
0.146819,22,14,ClimaCore.Fields.copy /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/broadcast.jl:91
0.144321,159,52,ClimaCore.DataLayouts.view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:170
0.143010,3,3,ClimaAtmos.set_precipitation_surface_fluxes! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:1294
0.141981,4,4,ClimaAtmos.set_cloud_fraction! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.136634,2,1,Dates.tryparsenext_internal /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/parse.jl:125
0.136345,175,175,Base._iterator_upper_bound array.jl:743
0.135550,14,14,ClimaCore.DataLayouts.propertynames /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/DataLayouts.jl:295
0.135196,649,649,UnrolledUtilities.unrolled_flatmap /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:435
0.131456,2965,332,Base.indexed_iterate pair.jl:42
0.130676,81,73,Base.convert number.jl:7
0.129007,4,4,ClimaAtmos.set_covariance_cache_and_cloud_fraction! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/microphysics/cloud_fraction.jl:33
0.125879,3,3,ClimaAtmos.precomputed_quantities /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/precomputed_quantities.jl:158
0.125061,199,142,Base.Iterators.pairs iterators.jl:279
0.124198,45,32,Base.Broadcast.copyto! broadcast.jl:960
0.124077,100,41,ClimaCore.DataLayouts.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:164
0.123546,279,125,Base.Broadcast.materialize broadcast.jl:872
0.121929,38,30,StaticArrays._mapreduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/mapreduce.jl:153
0.119825,15,15,ClimaCore.MatrixFields.unique_and_non_overlapping_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:339
0.119471,8,7,Base.Broadcast.copyto! broadcast.jl:928
0.119361,580,580,ClimaCore.DataLayouts.layout_args /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/broadcast.jl:126
0.119092,75,40,Base.setindex tuple.jl:55
0.118976,62,62,Base.grow_to! array.jl:863
0.117612,119,66,Base._string strings/substring.jl:240
