exclusive_s,inferences,specializations,method
0.051111,1,1,CloudMicrophysics.Parameters.Chen2022VelTypeSmallIce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/TerminalVelocity.jl:236
0.050685,76,47,ClimaCore.Operators.instantiate_args /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/common.jl:80
0.050276,1,1,CreateParametersExt.GryanikParams /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/SurfaceFluxes/EdGRs/ext/CreateParametersExt.jl:267
0.049568,247,60,Base.iterate pair.jl:41
0.048886,1,1,CloudMicrophysics.Parameters.Blk1MVelTypeRain /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/TerminalVelocity.jl:37
0.048662,3,2,Base.permutedims multidimensional.jl:1628
0.048636,54,30,ClimaCore.Operators.instantiate /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/finitedifference.jl:378
0.048336,10,5,StaticArrays.* /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/matrix_multiply.jl:14
0.048226,3,2,CreateParametersExt.RRTMGPParameters /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/RRTMGP/Ypk6N/ext/CreateParametersExt.jl:12
0.047723,616,156,Base.Iterators.iterate iterators.jl:297
0.047689,4,4,StaticArrays.diag /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/linalg.jl:229
0.047600,41,29,Base.Broadcast.copyto! broadcast.jl:960
0.047433,48,43,Base.MappingRF reduce.jl:100
