time,gap_integral,gap_gross,new_integral,kept_over_levels,kept_over_columns,kept_overall
0.0,0.0,0.0,0.0,0.0,NaN,0.0
3600.0,-0.6240474864455723,0.624047486446454,507509.1190217881,0.999999999998587,NaN,0.999999999998587
7200.0,-0.6238779617932158,0.6238779617933536,1.0334293085700403e6,0.999999999999779,NaN,0.999999999999779
10800.0,-0.6233851339428313,0.6233851339428544,1.5466289725942707e6,0.9999999999999629,NaN,0.9999999999999629
14400.0,-0.6227582927184845,0.6227582927186486,2.0579232717445635e6,0.9999999999997365,NaN,0.9999999999997365
18000.0,-0.6223175390099084,0.6223175390099142,2.583302659826757e6,0.9999999999999907,NaN,0.9999999999999907
21600.0,-0.6215036802308687,0.6215036802315625,3.1015809900519093e6,0.9999999999988836,NaN,0.9999999999988836
25200.0,-0.6205586029458516,0.6205586029474253,3.6135742984529254e6,0.9999999999974641,NaN,0.9999999999974641
28800.0,-0.6195403851669606,0.6195403851695288,4.145260915247748e6,0.9999999999958548,NaN,0.9999999999958548
32400.0,-0.6182838870508892,0.6182838870573072,4.70309736342283e6,0.9999999999896196,NaN,0.9999999999896196
36000.0,-0.6166612641435407,0.616661264151058,5.2752346861524535e6,0.9999999999878096,NaN,0.9999999999878096
39600.0,-0.6145827341631569,0.6145827341769095,5.846016371783974e6,0.9999999999776229,NaN,0.9999999999776229
43200.0,-0.612124434311607,0.6121244343292431,6.433306625054215e6,0.9999999999711887,NaN,0.9999999999711887
46800.0,-0.6093614541768587,0.6093614541966966,7.0406437123072585e6,0.9999999999674447,NaN,0.9999999999674447
50400.0,-0.6075791932980215,0.6075791933247296,7.613113403857794e6,0.9999999999560416,NaN,0.9999999999560416
54000.0,-0.6064862045911371,0.6064862046216394,8.128633027236956e6,0.9999999999497066,NaN,0.9999999999497066
57600.0,-0.6050608804959893,0.605060880549985,8.647053648945052e6,0.9999999999107599,NaN,0.9999999999107599
61200.0,-0.6032572387338979,0.6032572387965134,9.166168245309506e6,0.9999999998962044,NaN,0.9999999998962044
64800.0,-0.601124878779438,0.6011248788240636,9.709633255765475e6,0.9999999999257632,NaN,0.9999999999257632
68400.0,-0.5987182523277059,0.5987182523610182,1.0274042687374651e7,0.9999999999443607,NaN,0.9999999999443607
72000.0,-0.5960671830463211,0.5960671830944748,1.0846648595899248e7,0.9999999999192143,NaN,0.9999999999192143
75600.0,-0.5932254840105711,0.5932254840666296,1.1423537139608957e7,0.9999999999055023,NaN,0.9999999999055023
79200.0,-0.5902055414262944,0.5902055414819841,1.2000972590498377e7,0.9999999999056436,NaN,0.9999999999056436
82800.0,-0.5878944834238786,0.5878944834734208,1.2570764846626794e7,0.9999999999157295,NaN,0.9999999999157295
86400.0,-0.5862993808929438,0.5862993809409018,1.3075486938411973e7,0.9999999999182021,NaN,0.9999999999182021
