# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: d4_column_edmf_enthalpy
# generated: 1789732531 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_strat,min_e_src_tropo,min_e_src_rad,min_e_src_sfc,min_e_src_sub,min_e_src_mp,min_e_src_new_strat,min_e_src_new_tropo,max_e_src_strat,max_e_src_tropo,max_e_src_rad,max_e_src_sfc,max_e_src_sub,max_e_src_mp,max_e_src_new_strat,max_e_src_new_tropo
0.0,column,false,1.4551915228366852e-11,0.033977965380665935,0.03322423235154931,0.0,0.0,0.0,0.0,0.0,0.0,65875.65445855673,68379.15330889264,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,column,false,403.27466821379494,6.275112070178569,0.03340845173503229,6.227188987040614e-56,3.927361448900816e-62,1.8420755764760479e-16,0.0,1.8361298579662092e-16,5.945718509836757e-19,65906.17142830943,68890.79414591339,271.4597838049347,1490.6053838940827,158.72777138970747,0.0,91.45022429712473,1513.939683906528
7200.0,column,false,407.3743067520991,6.6045517567579255,0.03343813263192782,7.469552576896944e-48,1.2966444111745545e-52,2.719739856644005e-13,0.0,2.640570019803902e-13,1.2736325248768974e-17,65849.77986608095,69322.44776023043,379.35650297164307,3186.715689367497,284.69740404379536,0.0,175.00955607270328,3230.029725268925
10800.0,column,false,769.4170718012756,22.56895811922294,0.03357198968638484,7.497326442410186e-39,2.8236280426393675e-41,1.0057884860070715e-10,0.0,9.753775217245205e-11,2.2906882807321967e-14,65845.0464809653,69634.63082749568,349.4006549931975,4875.741348060944,298.09291152646307,0.0,243.25122353077884,4963.375182028644
14400.0,column,false,733.8922041209153,190.84854442198207,0.0336700638934533,1.3115065985104295e-35,7.478551339386484e-38,6.234571578307883e-10,0.0,6.043530339552443e-10,2.786298677465496e-13,65813.0903851849,68610.4761051284,488.647572189049,5363.474680736027,377.7412933390779,0.0,301.52861107661596,5499.159981048319
18000.0,column,false,611.4954942134354,249.46652649647478,0.033768845633637114,3.3812611511684165e-34,2.1791242050274538e-36,1.1923116915612698e-9,0.0,1.157316556564039e-9,3.499520939891177e-11,65748.00013036978,68961.3528284594,817.4754096149422,6867.643190885583,449.1774402332001,0.0,365.99057983617377,7019.189283839789
21600.0,column,false,1042.2467234299547,407.34541320265134,0.0340873352244963,3.779147598729676e-32,3.2946316277867424e-34,1.111810190713361e-8,0.0,1.093075871346514e-8,1.8734473066600506e-10,65724.44532739042,69412.69320079715,655.2653096089571,7838.631802527147,526.637345979064,0.0,423.8226543617804,8031.9171293146055
25200.0,column,false,848.8262332448794,1593.5145681424767,0.03511146480574999,6.705821078086276e-30,8.954851720665104e-32,1.7777387414798844e-6,0.0,1.7771499975092278e-6,5.88751760707697e-10,65673.84063319422,67574.53873290893,725.5513722711706,6664.977611757354,588.800409636715,0.0,476.70946763226533,7038.930052328163
28800.0,column,false,706.800722434331,1576.3936921575837,0.03855226509937866,3.7592777070502117e-28,6.509699786301429e-30,2.932634314301837e-6,0.0,2.8371738954044375e-6,9.546445806021844e-8,65597.40488481635,67980.08270868356,836.6932545691953,8244.150533990265,825.0381751084008,0.0,540.6091087419002,8623.122357289634
32400.0,column,false,666.0395189462433,1914.8540228412446,0.04591271642035863,1.0350507136534027e-26,2.2144678746865306e-28,0.00037462963623126545,0.0,0.0003621840886098369,1.1216153398863914e-6,65510.84532504517,68073.86085744784,936.4235441125666,8782.765482063845,1723.951807053404,0.0,995.0781199360551,9276.797474424278
36000.0,column,false,612.3235617041355,2221.2709368346445,0.055439883722787936,1.4875913232461233e-25,3.8107856321125624e-27,0.12546208108765625,0.0,0.12525777262425872,6.850584709262966e-6,65424.874220835874,68442.49416780274,1043.5747135758775,8899.121029077824,2878.020451094859,0.0,1713.5893355352837,9546.274041009152
39600.0,column,false,614.8477348729939,2188.966620757945,0.06401964490138817,1.264696672112883e-24,3.8408145445505406e-26,1.4316961302899232,0.0,1.429502547418429,9.71113263497458e-6,65353.20991969029,68943.42331305635,1246.5148187596144,10671.566100516331,4013.8099788837917,0.0,2419.606829794663,11330.238012711916
43200.0,column,false,647.9781742613559,2145.087379464257,0.07161630867268223,1.0272407679408665e-23,3.860669113112252e-25,4.02137896840336,0.0,4.015222465646951,1.2355294753753305e-5,65289.52501640115,69650.23589313263,1474.3501137957371,12620.382640362966,5078.573324726791,0.0,3083.162194392126,13288.047835644264
46800.0,column,false,694.6583107745246,2108.6870259370276,0.07996068197992245,9.785676170202489e-23,4.588239046242844e-24,7.325323259052028,0.0,7.325307889218823,1.536983319407531e-5,65231.51160057514,70403.1733076693,1731.0946673629073,14488.76757819131,5953.817829457169,0.0,3625.173606765234,15168.21941218566
