time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,-9.63119002647646e22,-9.63119002647646e22,0.0,0.0,3.5855815234789494e6,2.094633402670219e-17,1.711794302004391e23,0.4327600052941769
3600.0,-9.633543760956544e22,-9.624167935069554e22,-9.37582588698915e19,-0.0005516270748836084,1.234259169852024e21,0.007261768549462512,1.699667459028805e23,0.4327600052941769
7200.0,-9.635763068517071e22,-9.617417063451413e22,-1.8346005065658637e20,-0.001079270603630678,1.302946037161072e21,0.007665054877027775,1.699852196839465e23,0.4327600052941769
10800.0,-9.637777069163833e22,-9.610892278797104e22,-2.6884790366728566e20,-0.0015814404250310658,1.3784978947497683e21,0.008108719714159981,1.7000191686765842e23,0.4327600052941769
14400.0,-9.639607402499163e22,-9.604568394946771e22,-3.5039007552391086e20,-0.0020609106570678025,1.45341541784882e21,0.00854864202221641,1.7001711079627034e23,0.4327600052941769
18000.0,-9.641292333482786e22,-9.59841735012256e22,-4.2874983360225083e20,-0.002521596747659776,1.52620582790439e21,0.008976039989494942,1.7003108605694452e23,0.4327600052941769
21600.0,-9.642872637227855e22,-9.592410291142812e22,-5.04623460850428e20,-0.0029676000240978374,1.5974630681432938e21,0.009394393656466524,1.700442973287263e23,0.4327600052941769
25200.0,-9.644366373779572e22,-9.586534622073232e22,-5.783175170634023e20,-0.003400730401966168,1.6675526254866475e21,0.00980585360645272,1.700568550594431e23,0.4327600052941769
28800.0,-9.645798640778231e22,-9.580791284034685e22,-6.500735674354678e20,-0.0038224123715334094,1.7370061901008077e21,0.010213542409768173,1.7006892617781123e23,0.4327600052941769
32400.0,-9.647200667205325e22,-9.575191823953174e22,-7.200884325215025e20,-0.004233802229488034,1.8055451613824725e21,0.010615808815223783,1.7008079109273326e23,0.4327600052941769
36000.0,-9.648604986025643e22,-9.569752762878926e22,-7.885222314671698e20,-0.004635836207066773,1.8723131987505706e21,0.01100760000334662,1.7009277210121505e23,0.4327600052941769
39600.0,-9.650033282700691e22,-9.564490124909237e22,-8.554315779145392e20,-0.0050288427047186345,1.936687845158536e21,0.011385245521548595,1.7010505759344505e23,0.4327600052941769
43200.0,-9.651483675313552e22,-9.559410207788567e22,-9.207346752498507e20,-0.0054123415776060335,1.998950558971106e21,0.011750402708535215,1.7011762137472237e23,0.4327600052941769
46800.0,-9.652929200017487e22,-9.554510287275866e22,-9.841891274162124e20,-0.005784916218541084,2.060245674124299e21,0.01210981536212451,1.701302301080547e23,0.4327600052941769
50400.0,-9.654341712510907e22,-9.549783392999953e22,-1.0455831951095387e21,-0.006145334499524113,2.1208724338293693e21,0.012465263976756881,1.7014260089349203e23,0.4327600052941769
54000.0,-9.655696216695046e22,-9.545220783505065e22,-1.1047543318998071e21,-0.006492654386557374,2.180814897459153e21,0.01281667516606034,1.7015449554609442e23,0.4327600052941769
57600.0,-9.65697741448839e22,-9.540816123197492e22,-1.161612912908988e21,-0.0068263608252185064,2.2393788847965025e21,0.013159984812594854,1.7016576513472033e23,0.4327600052941769
61200.0,-9.658175489982736e22,-9.536561976106351e22,-1.2161351387638556e21,-0.007146325320136644,2.2937781067165697e21,0.013478834744850397,1.701762912104038e23,0.4327600052941769
64800.0,-9.659285349732046e22,-9.53244995778693e22,-1.2683539194511633e21,-0.00745275048167563,2.3439987858808106e21,0.013773157328263327,1.701860169033855e23,0.4327600052941769
68400.0,-9.660309721618757e22,-9.528468649591806e22,-1.3184107202695093e21,-0.00774647418694299,2.391289696043459e21,0.014050298301667872,1.7019494139562827e23,0.4327600052941769
72000.0,-9.661256766935645e22,-9.524605078147857e22,-1.3665168878778744e21,-0.008028741290712724,2.438418320931204e21,0.014326518779942355,1.702031287841592e23,0.4327600052941769
75600.0,-9.662137534850552e22,-9.520846996775412e22,-1.412905380751396e21,-0.00830092136682785,2.4860908356079295e21,0.014605963582782808,1.702106691912117e23,0.4327600052941769
79200.0,-9.662962092254402e22,-9.517187383706146e22,-1.4577470854825603e21,-0.00856401729656764,2.5344325559292264e21,0.01488936212743448,1.7021767180068736e23,0.4327600052941769
82800.0,-9.66374159501444e22,-9.513626555282344e22,-1.5011503973209546e21,-0.008818662028902767,2.581439988524541e21,0.015164934071442883,1.702242803274467e23,0.4327600052941769
86400.0,-9.664488099885372e22,-9.510168678248718e22,-1.5431942163665414e21,-0.009065314663249406,2.625677562741754e21,0.015424236987183062,1.702306289071926e23,0.4327600052941769
