t_seconds,error_n1_ρq_tot,increment_ρq_tot,error_n1_ρq_tag_pbl,increment_ρq_tag_pbl,error_n1_ρq_tag_free,increment_ρq_tag_free,error_n1_ρq_tag_evap,increment_ρq_tag_evap,error_n2_ρq_tot,increment_ρq_tot,error_n2_ρq_tag_pbl,increment_ρq_tag_pbl,error_n2_ρq_tag_free,increment_ρq_tag_free,error_n2_ρq_tag_evap,increment_ρq_tag_evap
2760.0,1.2023206465363932e-9,1.8378734932211658e-5,1.1989179040297675e-9,1.8307613967222826e-5,5.633660514994252e-12,1.0435857230024221e-6,6.708101083042601e-12,1.8309873306261864e-5,1.5299351463844096e-13,1.8378734932211658e-5,1.5291789569343027e-13,1.8307613967222826e-5,1.613616319834943e-15,1.0435857230024221e-6,1.5765045071116594e-15,1.8309873306261864e-5
2880.0,1.3199074551344613e-9,1.9431456531788546e-5,1.3165174045653247e-9,1.9377861469488644e-5,5.793870417300533e-12,1.1448867918061478e-6,7.825514555634644e-12,1.9380252887581797e-5,1.7150005528221005e-13,1.9431456531788546e-5,1.7133958498763414e-13,1.9377861469488644e-5,1.798091890115253e-15,1.1448867918061478e-6,9.197480235783574e-16,1.9380252887581797e-5
3000.0,1.4756315968862154e-9,2.0497698014077254e-5,1.47210580278292e-9,2.0459393493930153e-5,5.729977616737614e-12,1.2505313934475917e-6,9.094401676526064e-12,2.0461918383682226e-5,6.751700414010438e-14,2.0497698014077254e-5,6.731951694045176e-14,2.0459393493930153e-5,1.531914856935023e-15,1.2505313934475917e-6,7.594902893343095e-16,2.0461918383682226e-5
3120.0,1.7364989035665894e-9,2.157884198377449e-5,1.7324984685531294e-9,2.1551608913300554e-5,5.463684829278892e-12,1.363465727534519e-6,1.0039469208074818e-11,2.1554268593144688e-5,6.455370139226335e-13,2.157884198377449e-5,6.455435846120272e-13,2.1551608913300554e-5,7.201969631830205e-16,1.363465727534519e-6,9.717693077478001e-15,2.1554268593144688e-5
3240.0,2.0337742136706297e-9,2.2672271255212772e-5,2.02925213497949e-9,2.2653933935770772e-5,5.404306709216172e-12,1.481660047732449e-6,1.0626372482082831e-11,2.265672965331246e-5,1.2869027336813228e-12,2.2672271255212772e-5,1.2867231418975563e-12,2.2653933935770772e-5,1.880104505274391e-16,1.481660047732449e-6,1.9096348704063934e-14,2.265672965331246e-5
3360.0,2.0726604083029204e-9,2.377861499291238e-5,2.0686200276696632e-9,2.376581916106553e-5,6.150587644137055e-12,1.60324776461239e-6,1.2732371646193837e-11,2.3768752096145965e-5,1.834802167553241e-13,2.377861499291238e-5,1.8375644368479792e-13,2.376581916106553e-5,1.7888158205516344e-15,1.60324776461239e-6,9.137419048452981e-15,2.3768752096145965e-5
3480.0,2.0383028854273015e-9,2.489684248118019e-5,2.035190892707547e-9,2.4886737052134154e-5,6.614980758099137e-12,1.7293337154247213e-6,2.0038438363864795e-11,2.4889808319475226e-5,3.273438062478877e-13,2.489684248118019e-5,3.273152382651581e-13,2.4886737052134154e-5,2.4534277553485287e-15,1.7293337154247213e-6,7.663938426307923e-15,2.4889808319475226e-5
3600.0,2.227829305455751e-9,2.6024647346282817e-5,2.22468649834857e-9,2.601617975153197e-5,6.787381260490953e-12,1.858946462005033e-6,2.3413546916682616e-11,2.6019390403176102e-5,3.8208258654219453e-13,2.6024647346282817e-5,3.8199580438634344e-13,2.601617975153197e-5,2.47934831349327e-15,1.858946462005033e-6,8.405749591527964e-15,2.6019390403176102e-5
3720.0,2.4347439730280947e-9,2.71614544935778e-5,2.4315257601649745e-9,2.7153657186268067e-5,6.965943985092875e-12,1.9893367279293032e-6,2.7423501273117204e-11,2.7157008213775523e-5,4.4109568691483933e-13,2.71614544935778e-5,4.409813619084451e-13,2.7153657186268067e-5,2.568003493373674e-15,1.9893367279293032e-6,9.791735992598393e-15,2.7157008213775523e-5
3840.0,2.6587486843434183e-9,2.830590534990579e-5,2.655307827378205e-9,2.8298695415360475e-5,7.0306623989397564e-12,2.119015491728784e-6,3.04836859840462e-11,2.8302187751812813e-5,4.5359392039356217e-13,2.830590534990579e-5,4.531979212029022e-13,2.8298695415360475e-5,2.7464061815293058e-15,2.119015491728784e-6,3.935858903795641e-15,2.8302187751812813e-5
3960.0,2.950712568448733e-9,2.9457470183017757e-5,2.9465399598905763e-9,2.945083518295614e-5,6.512831003706956e-12,2.2510701059275496e-6,3.1103157015533607e-11,2.9454469704754752e-5,3.72218630399872e-13,2.9457470183017757e-5,3.7234635767540364e-13,2.945083518295614e-5,1.967252337085597e-15,2.2510701059275496e-6,1.5676786341863343e-14,2.9454469704754752e-5
4080.0,3.43617189897493e-9,3.061578475772874e-5,3.4302538978121377e-9,3.060963064643162e-5,6.168094105870783e-12,2.3854979567005793e-6,2.8275745870761054e-11,3.0613408174946635e-5,3.376961610264377e-12,3.061578475772874e-5,3.376652229512408e-12,3.060963064643162e-5,4.975179835200549e-16,2.3854979567005793e-6,8.129100976897158e-14,3.0613408174946635e-5
4200.0,4.036770042164729e-9,3.1780319973305465e-5,4.030046438707878e-9,3.1774648254258905e-5,7.901265538020287e-12,2.521180956655901e-6,2.2129172477392846e-11,3.17785695573905e-5,5.855243214668407e-12,3.1780319973305465e-5,5.854487132885256e-12,3.1774648254258905e-5,2.484945216041151e-15,2.521180956655901e-6,1.387876448137672e-13,3.17785695573905e-5
