time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative
0.0,2.797045234315121e-9,2.4755373367908736e-17,6.911249350594062e-10,6.116832005920909e-18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
3600.0,83244.15902874866,0.0007363385239430234,82818.09553541534,0.0007325697674627192,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.520537828835543e-250,2.121041951585308e-7,1.876173557489097e-15
7200.0,114019.01393604219,0.0010079207132399348,114193.6930893753,0.0010094648656644983,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.122979958779457e-230,2.121041951585308e-7,1.8749873752222483e-15
10800.0,162916.68816623156,0.0014393442155676303,165241.60765056076,0.001459884526379837,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.4454531670701282e-221,2.121041951585308e-7,1.873908375104927e-15
14400.0,220893.88288251346,0.0019504167693040848,227111.3272263354,0.002005314657612087,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.8158658156797547e-218,2.121041951585308e-7,1.872806859468238e-15
18000.0,280153.675305342,0.002472193910504317,291480.93536987726,0.0025721504194586324,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.111885903904635e-216,2.121041951585308e-7,1.8716966646674595e-15
21600.0,334658.9173773123,0.0029513318929115994,351458.468510266,0.003099485874385773,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.6861772617994341e-214,2.121041951585308e-7,1.8705309892756978e-15
25200.0,388538.3518243062,0.0034243539429261644,410822.2297014816,0.003620751247630068,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.9663394028136375e-213,2.121041951585308e-7,1.8693645906305058e-15
28800.0,438243.5247420741,0.0038601423016331,465973.6790660329,0.004104395406798149,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.797208139809875e-212,2.121041951585308e-7,1.868258924229764e-15
32400.0,487085.3710839904,0.004287973997185399,522352.6400128474,0.004598443457153243,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.858298541015704e-211,2.121041951585308e-7,1.867223545452956e-15
36000.0,531277.7772803433,0.004674469618213292,575500.2139239603,0.005063562566147514,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.4532899579764693e-209,2.121041951585308e-7,1.8662075821043725e-15
39600.0,582867.6914581656,0.005125591232092924,636668.1641482022,0.005598698997617956,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.2306498321638293e-207,2.121041951585308e-7,1.8651907095329558e-15
43200.0,638320.3965447153,0.005610084695681647,701711.0142565208,0.006167213586125765,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.5018921950187928e-206,2.121041951585308e-7,1.8641461334933092e-15
46800.0,690480.0074589653,0.006064962659620801,762751.2330450624,0.006699770734886846,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.75196207135764e-206,2.121041951585308e-7,1.8630575971627422e-15
50400.0,736641.8773797795,0.006466677312436215,816822.8858044992,0.007170553543193964,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.078825281813177e-204,2.121041951585308e-7,1.8619758512548887e-15
54000.0,779785.2880512603,0.006842090701303742,870837.7583815105,0.007641014802749968,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.766261442162333e-204,2.121041951585308e-7,1.8610714560009736e-15
57600.0,818305.3163642428,0.007175662378656564,921289.3682062043,0.008078722363268771,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.785358377245693e-203,2.121041951585308e-7,1.8599269283945773e-15
61200.0,854050.1683974456,0.007485038103719372,969174.6798164189,0.008494008520832012,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0959686187663994e-202,2.121041951585308e-7,1.8589165384737854e-15
64800.0,890916.7525995238,0.007804004301805492,1.0181485515463913e6,0.008918493959128316,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.2818050189376035e-202,2.121041951585308e-7,1.8579312226629814e-15
68400.0,939521.7932255366,0.008225470717143014,1.0784778370135468e6,0.009442024582513482,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.6010725822372823e-201,2.121041951585308e-7,1.856962615278972e-15
72000.0,983616.2687397252,0.008605440528272258,1.132345876708634e6,0.00990664287398942,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.54515260023058e-201,2.121041951585308e-7,1.855652549924191e-15
75600.0,1.0233374454183945e6,0.008944767028168644,1.1800797809196692e6,0.010314817230852986,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.6004061583930866e-200,2.121041951585308e-7,1.8539560141030397e-15
79200.0,1.0604791765443948e6,0.009261497553166558,1.2259205392682378e6,0.010706348908996334,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.223666855170118e-200,2.121041951585308e-7,1.8523725198246355e-15
82800.0,1.0952964424295917e6,0.009560643421101266,1.2703608165678715e6,0.011088748500272054,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.398736362051316e-199,2.121041951585308e-7,1.8514189396362817e-15
86400.0,1.1271189574495505e6,0.00983338374032606,1.31510611226628e6,0.01147345005218004,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.951226333251788e-199,2.121041951585308e-7,1.8504718868772976e-15
