time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction
0.0,7.193520302297007e6,1.496659214535201e-17,5.4364515816972675e6,1.1310895100307929e-17,0.0,0.0,0.0,0.0,0.0
3600.0,6.495886567360316e20,0.0013517873697867417,6.504558157593832e20,0.001353591918870547,0.0,0.0,0.0,0.0,0.0
7200.0,6.872865027757992e20,0.0014305231974898443,6.890974714768534e20,0.0014342925611050515,0.0,0.0,0.0,0.0,0.0
10800.0,7.24976376402174e20,0.0015092530577029987,7.2785816595594e20,0.0015152523562142997,0.0,0.0,0.0,0.0,0.0
14400.0,7.617482419661954e20,0.0015860817885629507,7.657778539162795e20,0.0015944720857463178,0.0,0.0,0.0,0.0,0.0
18000.0,7.974366089802204e20,0.0016606641972526407,8.026585900641124e20,0.0016715389889628432,0.0,0.0,0.0,0.0,0.0
21600.0,8.329052155901033e20,0.001734798699576015,8.39346773427709e20,0.001748215359660206,0.0,0.0,0.0,0.0,0.0
25200.0,8.689635503809406e20,0.0018101713225075443,8.766419579354072e20,0.0018261665079805454,0.0,0.0,0.0,0.0,0.0
28800.0,9.04742706901607e20,0.0018849725244365454,9.136777085901157e20,0.0019035880187203416,0.0,0.0,0.0,0.0,0.0
32400.0,9.401141015653067e20,0.0019589358652523313,9.503237829793167e20,0.001980209996829981,0.0,0.0,0.0,0.0,0.0
36000.0,9.741559922147435e20,0.0020301426531785264,9.856542570453855e20,0.002054105055562521,0.0,0.0,0.0,0.0,0.0
39600.0,1.0073067502979045e21,0.002099507286145343,1.0201001670401041e21,0.002126172323043982,0.0,0.0,0.0,0.0,0.0
43200.0,1.0405139507083785e21,0.0021690046658973832,1.0545984335866014e21,0.0021983644924127503,0.0,0.0,0.0,0.0,0.0
46800.0,1.0735890634175844e21,0.0022382407375221894,1.0889511065134465e21,0.0022702678434609134,0.0,0.0,0.0,0.0,0.0
50400.0,1.106767858728318e21,0.002307705433208926,1.1233863376581637e21,0.0023423563799414575,0.0,0.0,0.0,0.0,0.0
54000.0,1.1398306204076103e21,0.0023769393325706253,1.157681719358168e21,0.002414165020725956,0.0,0.0,0.0,0.0,0.0
57600.0,1.1718349724249105e21,0.002443976152706171,1.1908909790888161e21,0.00248371931360196,0.0,0.0,0.0,0.0,0.0
61200.0,1.2021428669097464e21,0.00250748386759957,1.2223773153890182e21,0.0025496897938069732,0.0,0.0,0.0,0.0,0.0
64800.0,1.230668444349727e21,0.0025672820331515004,1.2520619103825245e21,0.002611910674785242,0.0,0.0,0.0,0.0,0.0
68400.0,1.2582251505538748e21,0.0026250664886607895,1.2807689359494742e21,0.002672100149960198,0.0,0.0,0.0,0.0,0.0
72000.0,1.2858330632504654e21,0.002682965082133769,1.3095217442758e21,0.002732392885671589,0.0,0.0,0.0,0.0,0.0
75600.0,1.3139254424484328e21,0.0027418821959435007,1.3387551941411466e21,0.002793696592633381,0.0,0.0,0.0,0.0,0.0
79200.0,1.3422369665357825e21,0.0028012652949502828,1.3682035069560876e21,0.002855457788766825,0.0,0.0,0.0,0.0,0.0
82800.0,1.3699821294619478e21,0.0028594760624699868,1.3970806969079402e21,0.002916037168832357,0.0,0.0,0.0,0.0,0.0
86400.0,1.396526837833188e21,0.0029151920580939897,1.4247536039517768e21,0.002974114265806274,0.0,0.0,0.0,0.0,0.0
