exclusive_s,inferences,specializations,method
3.783176,20,12,ClimaAtmos.#189 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:218
3.716695,3792,3792,UnrolledUtilities.promoted_output_type /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/unrollable_iterator_interface.jl:133
3.696651,779,393,Base.Broadcast._getindex broadcast.jl:674
3.596484,511,199,ClimaCore.DataLayouts.view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:183
3.570781,4715,3741,UnrolledUtilities.unrolled_append_into /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:112
3.429428,4790,4585,UnrolledUtilities.unrolled_flatmap_into /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:395
2.883282,34846,34731,Base.Fix1 operators.jl:1127
2.871602,210,105,ClimaCore.DataLayouts.#foreach_slice#57 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:238
2.791016,88954,88954,Base._eq tuple.jl:550
2.779066,64,63,UnrolledUtilities.unrolled_product /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:443
2.623020,89007,89007,Base._isequal tuple.jl:535
2.515501,66,66,ClimaCore.MatrixFields.multiply_matrix_at_index /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/matrix_multiplication.jl:462
2.366841,105,105,ClimaCore.DataLayouts.foreach_pool_slice /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:221
2.275734,101,101,ClimaCore.DataLayouts.#copyto!#88 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:487
2.224757,104,104,ClimaCore.DataLayouts.#foreach_point#49 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:171
2.158124,92393,92393,ClimaCore.MatrixFields.is_overlapping_value /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:330
2.041829,104,104,ClimaCore.DataLayouts.foreach_point /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:171
2.020821,105,105,ClimaCore.DataLayouts.#foreach_pool_slice#54 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:221
2.000621,101,101,ClimaCore.DataLayouts.copyto! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:487
1.848951,105,105,ClimaCore.DataLayouts.foreach_slice /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:201
1.714312,510,510,ClimaCore.MatrixFields.is_valid_name /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name.jl:151
1.656818,29518,13311,Base.getindex tuple.jl:31
1.413552,42422,10890,UnrolledUtilities.generic_getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/unrollable_iterator_interface.jl:8
1.373869,106,106,ClimaCore.DataLayouts.scoped_slice_loop /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:264
1.242415,196,104,ClimaCore.DataLayouts.slice_every_arg /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:286
1.163898,42286,10216,Base.getproperty Base.jl:49
1.108310,261,108,Base.Dict dict.jl:90
1.086431,773,313,Base.Broadcast._broadcast_getindex broadcast.jl:649
1.081679,6459,3737,UnrolledUtilities.#25 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:115
1.079865,170,103,ClimaCore.Operators.getidx /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/finitedifference.jl:2918
1.076619,196,99,ClimaCore.DataLayouts.#89 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:489
1.072579,32593,32593,ClimaCore.MatrixFields.#83 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:336
0.984375,540,512,Base.isequal operators.jl:134
0.982474,2,2,ClimaAtmos.TurbulenceConvectionParameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:486
0.922924,105,105,ClimaCore.DataLayouts.foreach_slice /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/loops.jl:238
0.909681,2832,2832,UnrolledUtilities.unrolled_flatten /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:426
0.876865,4,4,ClimaAtmos.set_velocity_quantities! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/precomputed_quantities.jl:567
0.822436,6362,5418,UnrolledUtilities.unrolled_map_into /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:155
0.810736,128,128,ClimaCore.MatrixFields.union_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:370
0.789974,33406,33406,ClimaCore.MatrixFields.is_child_value /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:324
0.755029,119,72,Base.ntuple ntuple.jl:17
0.681063,555,546,Base.ntuple ntuple.jl:49
0.636761,4,4,ClimaAtmos.set_sgs_moments_and_cloud_fraction! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.620308,5449,5439,Base.Iterators.map iterators.jl:62
0.603062,42,21,ClimaCore.Operators.apply_stencil! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/finitedifference.jl:3224
0.598410,14838,2017,Base.indexed_iterate tuple.jl:159
0.593605,4,4,ClimaAtmos.set_implicit_precomputed_quantities! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.592141,209,133,CommonDataModel.#_defVar#8 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CommonDataModel/xg2OM/src/variable.jl:126
0.575758,187,184,Base.ntuple ntuple.jl:50
0.565857,312,151,Base.Broadcast.getindex broadcast.jl:607
0.552716,691,397,Base.map tuple.jl:358
0.550678,522,522,ClimaCore.DataLayouts.vijh_params /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/broadcast.jl:152
0.548968,227,67,Base._fieldindex_nothrow reflection.jl:981
0.528990,1088,431,Base.Broadcast.broadcasted broadcast.jl:1327
0.519119,1840,1840,ClimaCore.MatrixFields.#45 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:44
0.505180,45,45,ClimaCore.MatrixFields.expand_child_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:422
0.465380,337,329,Base.print_to_string strings/io.jl:137
0.454508,15946,15946,ClimaCore.MatrixFields.#95 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:376
0.452995,824,634,Base.iterate generator.jl:43
0.442283,4038,4037,UnrolledUtilities.#unrolled_mapreduce#36 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:179
0.430945,94,92,ClimaCore.MatrixFields.map /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:80
0.421018,5830,5830,UnrolledUtilities.inferred_output_type /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/unrollable_iterator_interface.jl:127
0.417632,3,3,ClimaAtmos.set_microphysics_tendency_cache! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:953
0.406012,1618,1554,ClimaCore.Utilities.Unrolled.unrolled_tuple_map /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/Utilities.jl:137
0.400255,4749,2268,Base.Broadcast.Broadcasted broadcast.jl:176
0.395217,141,79,ClimaParams.get_parameter_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaParams/9BD0g/src/ClimaParams.jl:257
0.386221,4,4,ClimaAtmos.set_prognostic_edmf_precomputed_quantities_explicit_closures! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.385310,96,90,UnrolledUtilities._unrolled_foreach /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:51
0.364147,4418,4415,UnrolledUtilities.unrolled_filter /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:401
0.362886,57,23,ClimaCore.DataLayouts.get_struct /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/struct_storage.jl:263
0.361920,9036,5894,Base.Generator generator.jl:33
0.359515,313,307,ClimaCore.MatrixFields.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:137
0.349412,470,470,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:15
0.348081,4840,4415,UnrolledUtilities.unrolled_filter_into /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:403
0.336909,40,21,ClimaCore.DataLayouts.set_struct! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/struct_storage.jl:207
0.321518,145,145,UnrolledUtilities.unrolled_split /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:413
0.321334,3172,1646,Base.tail essentials.jl:514
0.314500,272,215,Base.collect array.jl:784
0.314190,4,4,ClimaAtmos.set_prognostic_edmf_precomputed_quantities_environment! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.306744,51,50,ClimaCore.MatrixFields.partition_blocks /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:108
0.302602,4,4,Dates.parse /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/parse.jl:281
0.296006,3,2,CreateParametersExt.ThermodynamicsParameters /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/Thermodynamics/keokW/ext/CreateParametersExt.jl:9
0.287372,104,34,ClimaCore.DataLayouts.view_struct /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/struct_storage.jl:280
0.275881,271,142,Base.Broadcast._getindex broadcast.jl:675
0.275762,21,21,ClimaCore.Operators._serial_copyto! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/finitedifference.jl:3144
0.268939,53,53,NCDatasets.#defVar#30 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NCDatasets/xJGTj/src/cfvariable.jl:99
0.264991,40,24,LLVM.Interop.unsafe_load /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/LLVM/N6lMx/src/interop/pointer.jl:87
0.261808,372,341,UnrolledUtilities._unrolled_reduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:60
0.258723,2781,2748,UnrolledUtilities.unrolled_reduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:176
0.256483,484,447,Base.merge namedtuple.jl:334
0.256387,4,4,ClimaAtmos.set_edmfx_surface_conditions! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/prognostic_equations/edmfx_boundary_condition.jl:34
0.252332,4,4,ClimaAtmos.set_face_diffusivities! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.250315,78,78,ClimaCore.MatrixFields.intersect /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:106
0.237595,3875,3875,UnrolledUtilities.maybe_ambiguous_promoted_output_type /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/unrollable_iterator_interface.jl:123
0.230053,354,260,Base.collect_to! array.jl:844
0.229814,521,521,ClimaCore.DataLayouts.f_dim /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/broadcast.jl:146
0.228981,50,40,Base.grow_to! abstractdict.jl:589
0.225650,3634,845,Base.iterate tuple.jl:69
0.223394,2781,2748,UnrolledUtilities.#unrolled_reduce#35 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:176
0.222756,957,308,ClimaCore.Utilities.auto_broadcasted /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/auto_broadcaster.jl:150
0.219747,4,4,ClimaAtmos.set_prognostic_edmf_precomputed_quantities_draft! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.218834,550,31,Base._maybe_reindex subarray.jl:269
0.217791,1975,1975,ClimaCore.MatrixFields.#93 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:372
0.216460,4038,4037,UnrolledUtilities.unrolled_mapreduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:179
0.213808,763,295,Base.Broadcast.instantiate broadcast.jl:305
0.211775,2,2,ClimaAtmos.NonOrographicGravityWaveParameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:617
0.209250,69,40,ClimaCore.DataLayouts.setindex! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:159
0.203686,192,174,Base.afoldl operators.jl:549
0.203006,3807,1041,Core.NamedTuple boot.jl:727
0.200137,462,225,ClimaCore.Fields.field_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/broadcast.jl:95
0.198221,14,3,StaticArrays.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/indexing.jl:259
0.197395,86,58,Base._string strings/substring.jl:240
0.196469,192,127,ClimaAtmos.#any_reltype#1 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/gpu_compat.jl:24
0.194725,203,113,Core.Array boot.jl:577
0.194188,224,122,ClimaCore.DataLayouts.property_view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/DataLayouts.jl:306
0.193592,4014,4014,ClimaCore.MatrixFields.#127 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:140
0.187851,112,49,Base.in operators.jl:1302
0.185479,240,240,ClimaCore.MatrixFields.#143 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:306
0.184453,14,14,ClimaCore.MatrixFields.#215 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:892
0.180854,86,83,Base.ht_keyindex2_shorthash! dict.jl:265
0.179890,14,13,ClimaCore.MatrixFields.field_matrix_solver_cache /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:349
0.179711,233,233,UnrolledUtilities._unrolled_all /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:25
0.178561,234,234,ClimaCore.DataLayouts.modify_args /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/broadcast.jl:195
0.178418,81,81,Zygote.map! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/Zygote/dywlZ/src/compiler/interface.jl:473
0.177382,12,12,ClimaAtmos.#124 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/tracer_processes.jl:199
0.177087,1020,327,Base.setproperty! Base.jl:50
0.174274,1,1,ClimaAtmos.trace_gas_parameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:425
0.173459,431,429,UnrolledUtilities._unrolled_map /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:2
0.168292,182,87,ClimaCore.DataLayouts.struct_field_view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/struct_storage.jl:105
0.167537,9,9,StaticArrays._broadcast /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/broadcast.jl:111
0.167080,7,7,Base.Sort._sort! sort.jl:1353
0.165932,76,76,ClimaCore.Utilities._nested_broadcast /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/auto_broadcaster.jl:212
0.163068,14,13,ClimaCore.MatrixFields.check_field_matrix_solver /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:357
0.156909,81,81,ClimaCore.MatrixFields.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:304
0.155316,215,193,UnrolledUtilities.unrolled_foreach /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:170
0.155251,374,370,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:14
0.152088,18,15,ClimaCore.Geometry.* /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Geometry/tensors.jl:549
0.151240,47,47,Base.rehash! dict.jl:137
0.148323,211,25,ClimaCore.Utilities.stable_view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/Utilities.jl:216
0.146174,217,142,ClimaCore.MatrixFields.get_field /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name.jl:62
0.145792,139,134,Base._setindex! dict.jl:322
0.144606,3,3,ClimaAtmos.set_precipitation_surface_fluxes! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:1294
0.144432,159,52,ClimaCore.DataLayouts.view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:170
0.142552,2536,2536,ClimaCore.MatrixFields.is_value_in_set /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:334
0.140854,613,42,Base.invokelatest essentials.jl:1052
0.140774,4,4,ClimaCore.MatrixFields.FieldMatrixSolver /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:58
