t,signed,gross,form_b,int_prec,int_rho
10.0,1.9670465481656976,118424.83652646416,7.45285433367826e-9,2.4295470880669263e-12,1682.686486992762
20.0,4.903548432126257,140057.67999264578,8.751783298066584e-9,1.7982649074053858e-11,1682.6868588737607
30.0,8.712164437350964,145453.399929919,-8.290271580335684e-9,9.339675820735741e-11,1682.687230754759
40.0,12.650518688006372,146267.69209827116,-8.405891094298568e-9,4.340672278647319e-10,1682.6876026357565
50.0,16.605079119497645,146334.23254101656,1.3079215932521038e-8,2.1441237875629253e-9,1682.6879745167544
60.0,20.550811263216843,146207.67709474143,2.9230704967631027e-8,1.087146901889628e-8,1682.6883463977533
70.0,24.480230916194756,146044.3202011693,1.845683073042892e-8,5.3094508690375264e-8,1682.6887182787518
80.0,28.38979577679646,145871.6007119958,1.7704451238387264e-8,2.3673807901669656e-7,1682.6890901597517
90.0,32.278515362916465,145695.73643545195,1.3164026313461363e-8,9.435235835088608e-7,1682.6894620407604
100.0,36.14547275974809,145519.27531249204,4.5658453018404543e-8,3.1835414871240195e-6,1682.6898339217912
110.0,39.99014543697203,145341.88253248064,2.9943294066470116e-8,8.560828400358872e-6,1682.6902058028672
120.0,43.812163932649554,145164.15430771883,3.123750502709299e-8,1.3757237422706074e-5,1682.69057768394
130.0,47.611269458647854,144986.16727047137,4.546382115222514e-8,-3.0142033329311347e-5,1682.6909495643029
140.0,51.38730078323161,144808.21452199272,-3.2941443350864574e-8,-0.00039858849331366044,1682.6913214399642
150.0,55.140160820254124,144630.58595570302,-3.7082691051182337e-7,-0.0021937787806967685,1682.6916932949628
160.0,58.86980625835358,144453.60732114126,-8.56990027386928e-7,-0.00962004698162161,1682.6920650684378
170.0,62.576234026219424,144277.61859403388,-8.565061762055848e-7,-0.0364530124640619,1682.6924365610132
180.0,66.25946725463777,144102.92239261535,-4.89970716444077e-7,-0.11679178476826096,1682.6928072792382
190.0,69.91954984554849,143929.82577637778,2.4543123799958266e-7,-0.31603807386059113,1682.6931762768895
200.0,73.55653741541386,143758.5043566265,1.2183004400867503e-6,-0.7387275647975912,1682.6935420419077
210.0,77.17049778205347,143589.06331323727,2.134112946805544e-6,-1.525038974239637,1682.6939025471906
220.0,80.76150386171295,143421.52511782173,2.8266631488804705e-6,-2.834805706083447,1682.694255482114
230.0,84.32963162451748,143255.83447970278,3.123711394437123e-6,-4.823374115824603,1682.6945986017827
240.0,87.87495770800336,143091.8720593038,3.106372787442524e-6,-7.6171249974176485,1682.6949300809222
250.0,91.39755747048386,142929.47245303073,2.8095810193917714e-6,-11.295788399639642,1682.695248769333
260.0,94.89750361880778,142768.4429268871,2.38689699472161e-6,-15.885152340508718,1682.6955542969522
270.0,98.37484669425069,142608.57998774826,-5.42730231245514e-6,-21.359814578620636,1682.6958470336147
280.0,101.82974577759532,142449.68298122942,1.5344677194661926e-5,-27.65309638486346,1682.6961279461732
290.0,105.26216571197608,142291.5634660799,2.693199257919332e-5,-34.670109051889405,1682.6963984077584
300.0,108.67217128035506,142134.05160174405,3.1378332096210215e-5,-42.30117904752697,1682.6966600052651
310.0,112.05982496986502,141976.999255634,3.074909545830451e-5,-50.43310765027115,1682.6969143760382
320.0,115.42518636084978,141820.28071614038,2.686875177460024e-5,-58.95753836892704,1682.6971630869755
330.0,118.76831221885428,141663.7918343156,2.1252655642456375e-5,-67.7763095937099,1682.697407557242
340.0,122.0892567192808,141507.4481441303,1.4869601727696136e-5,-76.80421929710401,1682.6976490184038
350.0,125.38806098107347,141502.73422751323,8.466918188787531e-6,-85.96983382557902,1682.6978885028136
360.0,128.66475689893196,141513.1150913033,2.4158534870366566e-6,-95.21498007517945,1682.6981268510303
370.0,131.91939185094282,141523.44770266104,-3.073757397942245e-6,-104.4934638683622,1682.698364730392
380.0,135.1520121044463,141533.7535545151,-7.913147783256136e-6,-113.76942452208807,1682.6986026588463
390.0,138.3626632319605,141544.04966797226,-1.2160058759036474e-5,-123.01560609318794,1682.6988410299584
400.0,141.5513902632232,141554.34920656978,-1.582026743562892e-5,-132.2117181767808,1682.6990801366242
410.0,144.71823786084653,141564.6621696695,-1.8985383576364256e-5,-141.34297863975542,1682.6993201921462
420.0,147.8632503261183,141574.996022605,-2.172745098505402e-5,-150.3988754251454,1682.69956134813
430.0,150.98647170136255,141585.35623662442,-2.4172883058781736e-5,-159.3721497659867,1682.699803709182
440.0,154.0879458261718,141595.7468489174,-2.6327994419261813e-5,-168.25798344831344,1682.7000473446612
450.0,157.16771629360258,141606.17116826418,-2.829942968674004e-5,-177.0533634070801,1682.7002922978527
460.0,160.22582652988282,141616.6314542807,-3.0086950573604554e-5,-185.7565941711082,1682.700538593018
470.0,163.26231984041303,141627.12892900404,-3.1739153200760484e-5,-194.3669297574863,1682.700786240713
480.0,166.27723931214456,141637.6643329566,-3.336668851261493e-5,-202.88429968403315,1682.701035241741
490.0,169.27062788214556,141648.23805766518,-3.484092485450674e-5,-211.30910762245756,1682.7012855900655
500.0,172.24252829457822,141658.8502444289,-3.6280403946875595e-5,-219.64208513950814,1682.7015372749192
510.0,175.19298310263767,141669.50085725667,-3.7654397601727396e-5,-227.8841865817778,1682.701790282324
520.0,178.12203474902708,141680.18973596377,-3.9003190977382474e-5,-236.03651427717114,1682.7020445961698
530.0,181.02972551623188,141690.91663441557,-4.0298389649251476e-5,-244.10026580582073,1682.7023001989746
540.0,183.91609741652232,141701.681247719,-4.1595669244998135e-5,-252.07669716061577,1682.702557072419
550.0,186.78119236476138,141712.48323162558,-4.284419628675096e-5,-259.9670972327805,1682.702815197711
560.0,189.62505209368598,141723.3222157089,-4.4088226786698215e-5,-267.7727702939826,1682.7030745558427
570.0,192.4477181181319,141734.19781223877,-4.5286689783097245e-5,-275.4950240757668,1682.7033351277585
580.0,195.24923187368702,141745.10962184306,-4.6493329136865214e-5,-283.13516173521543,1682.7035968944726
590.0,198.02963450588183,141756.05723603896,-4.766839629155584e-5,-290.69447649838366,1682.7038598371466
600.0,200.7889670889321,141767.04023680487,-4.881912718701642e-5,-298.17424813572677,1682.7041239371422
610.0,203.52727048017965,141778.0581897704,-4.999794327886775e-5,-305.5757406825149,1682.7043891760472
