exclusive_s,inferences,specializations,method
0.059640,3,3,ClimaAtmos.set_microphysics_tendency_cache! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:814
0.059511,14,14,CommonDataModel.#cfvariable#14 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CommonDataModel/xg2OM/src/cfvariable.jl:87
0.059322,662,42,Base.#invokelatest#2 essentials.jl:1052
0.058781,735,169,Base.checkbounds abstractarray.jl:697
0.058180,128,117,Base.mapfoldl_impl reduce.jl:42
0.058122,117,117,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:15
0.057885,2,2,ClimaCore.Grids.fd_geometry_data /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Grids/finitedifference.jl:84
0.057860,85,83,Base.setindex! dict.jl:354
0.057442,2,2,ClimaAtmos.#_#719 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/simulation/AtmosSimulations.jl:337
0.057399,6,6,ClimaCore.MatrixFields.#215 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_dict.jl:892
0.056751,72,70,Base.ht_keyindex dict.jl:236
0.056014,58,45,Base.MappingRF reduce.jl:100
0.055964,1,1,CloudMicrophysics.Parameters.Chen2022VelTypeLargeIce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/TerminalVelocity.jl:275
