time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,1.1298739844259547e8,1.1298739844259542e8,4.470348358154297e-8,3.9565017159196814e-16,3.488170169374527e-9,3.0872205373829646e-17,1.1298739844259547e8,0.0
3600.0,1.1306483729792817e8,1.1306464100278693e8,196.29514123499393,1.7361289851570052e-6,177377.14254025032,0.0015688090725577033,1.1306483729792817e8,0.0
7200.0,1.1313840212581778e8,1.1314020644155526e8,-1804.3157374858856,-1.5947863003044368e-5,259781.00179605765,0.002296134618439839,1.1313840212581778e8,0.0
10800.0,1.1320930220142412e8,1.1321469743019488e8,-5395.228770762682,-4.7657115323998636e-5,355959.47651730746,0.0031442599644680934,1.1320930220142412e8,0.0
14400.0,1.1327492465489008e8,1.132850000682967e8,-10075.41340662539,-8.894654697252482e-5,440009.603496995,0.0038844396042421007,1.1327492465489008e8,0.0
18000.0,1.133365229292517e8,1.1335167563887294e8,-15152.709621235728,-0.0001336966163210648,530503.9275532356,0.004680785274173208,1.133365229292517e8,0.0
21600.0,1.1339416289735109e8,1.134174571175608e8,-23294.22020971775,-0.00020542697802535575,617104.8539522642,0.005442121871042799,1.1339416289735109e8,0.0
25200.0,1.1344914782067427e8,1.1348330142083485e8,-34153.600160583854,-0.0003010476571809023,757754.3592262595,0.006679242407567658,1.1344914782067427e8,0.0
28800.0,1.1350583418930529e8,1.135525317087602e8,-46697.51945491135,-0.00041141074190978693,882999.0496259427,0.007779327432220575,1.1350583418930529e8,0.0
32400.0,1.1356109910099675e8,1.136217510816485e8,-60651.98065175116,-0.000534091173226579,994461.4045515393,0.008757060405580478,1.1356109910099675e8,0.0
36000.0,1.136146950983084e8,1.1369019645543738e8,-75501.35712897778,-0.0006645386590497651,1.1025968499385223e6,0.009704702802612536,1.136146950983084e8,0.0
39600.0,1.1366848901636979e8,1.1375903666364726e8,-90547.6472774744,-0.0007965940962269176,1.2020214654504661e6,0.010574799364820966,1.1366848901636979e8,0.0
43200.0,1.1372199330654404e8,1.1382737320390314e8,-105379.89735910296,-0.0009266448317964803,1.2982829113385102e6,0.011416286978358843,1.1372199330654404e8,0.0
46800.0,1.137729581259267e8,1.1389279131245053e8,-119833.18652382493,-0.0010532659825122118,1.3924399073323554e6,0.012238759809612832,1.137729581259267e8,0.0
50400.0,1.1382065492881964e8,1.1395545654532722e8,-134801.61650757492,-0.0011843335165473807,1.479203287537192e6,0.012995912635208835,1.1382065492881964e8,0.0
54000.0,1.1385754817469619e8,1.1401060573903958e8,-153057.56434339285,-0.0013442900079716322,1.5481286485885326e6,0.013597066451959574,1.1385754817469619e8,0.0
57600.0,1.1389848479664026e8,1.140664697973942e8,-167985.00075393915,-0.0014748659831065138,1.6340218060085005e6,0.0143462997679553,1.1389848479664026e8,0.0
61200.0,1.1393619469093414e8,1.1412221905373552e8,-186024.3628013879,-0.0016327064749353947,1.7683351104160184e6,0.015520398194909385,1.1393619469093414e8,0.0
64800.0,1.1396541098731183e8,1.1416605314641637e8,-200642.15910454094,-0.001760553113144822,1.885374718267495e6,0.01654339419244845,1.1396541098731183e8,0.0
68400.0,1.1399565087212469e8,1.1421263221701235e8,-216981.34488765895,-0.0019034177464459508,1.9934132619711843e6,0.01748674836908741,1.1399565087212469e8,0.0
72000.0,1.140280951850912e8,1.1426382246743688e8,-235727.28234568238,-0.0020672737009510525,2.0926130011030966e6,0.018351731629879044,1.140280951850912e8,0.0
75600.0,1.140536677460789e8,1.143029228208495e8,-249255.0747705996,-0.0021854191951592794,2.1818651522345105e6,0.01913016210133691,1.140536677460789e8,0.0
79200.0,1.1407881363763179e8,1.1434449646620238e8,-265682.8285705894,-0.002328941019798151,2.2651544591194144e6,0.019856048523739168,1.1407881363763179e8,0.0
82800.0,1.1410328241843939e8,1.1438758072332834e8,-284298.3048889488,-0.0024915874360771713,2.353028707085902e6,0.02062191952074506,1.1410328241843939e8,0.0
86400.0,1.141272224423239e8,1.1442658201262048e8,-299359.57029658556,-0.002623033872990924,2.460574220245715e6,0.021559923807741906,1.141272224423239e8,0.0
