z,e_prc_radiation,e_src_rad,total,rad_share
100.0,-121.98252258266297,5.247593555651249e-26,96594.73600210495,5.432587502011389e-31
300.0,-190.70804080677595,1.7125176443545878e-25,96295.52143113174,1.7783980177929038e-30
500.0,-204.1961212358488,7.093418114697198e-24,97655.34782099938,7.263727254035606e-29
700.0,-190.96321182378776,1.3781927039012518e-22,97808.10496787034,1.4090782193909021e-27
900.0,-175.06659506648526,1.4801027028130628e-20,97117.82311542115,1.5240278821468355e-25
1100.0,-157.57466239767174,2.661267483304638e-18,95791.74303250789,2.778180455909973e-23
1300.0,-136.75243430774805,1.5625419617396584e-15,91893.43232582649,1.7003848068264053e-20
1500.0,-117.88279513411534,7.837466184794773e-13,89197.6082258465,8.786632669511127e-18
1700.0,-102.02360074147248,3.27673323471697e-10,91575.61783284642,3.578172129505054e-15
1900.0,-90.40129132658673,1.093106479768181e-7,89695.18493250367,1.218690256997354e-12
2100.0,-82.47694890210195,2.7640258158410478e-5,89718.10104140163,3.080789476992553e-10
2300.0,-73.41124677703962,0.004735368128964603,89073.18756876557,5.316266609757108e-8
2500.0,-63.09866894117175,0.4261426739588131,89125.83589114464,4.781359632680357e-6
2700.0,-53.4765226009478,2.8154381576455108,89787.3533966905,3.13567340069218e-5
2900.0,-45.66412683609623,6.055576255600411,90359.46803671145,6.701651068972804e-5
3100.0,-37.85022625627426,9.625255756868881,90496.56475067043,0.0001063604544922527
3300.0,-34.17989541630237,12.047752874619729,90499.51369586702,0.0001331250565070156
3500.0,-31.021535219692733,14.17146098461378,90648.93392158809,0.00015633345447694052
3700.0,-26.649534245428335,16.736186070403775,90817.33712192049,0.0001842840431220283
3900.0,-20.1275404396455,20.155913635327536,91194.59007198471,0.00022102093577499945
4100.0,-13.613153502277166,23.836740560868062,91477.3305875245,0.00026057538417194337
4300.0,-8.12029970027068,27.115988681547098,91765.64482477466,0.00029549172496226377
4500.0,-3.1316532802012005,30.241130193882167,92132.44380158909,0.00032823540705169673
4700.0,1.8544326818075654,33.43006686864791,92686.16135867136,0.0003606802394079332
4900.0,0.4226229044659837,33.416997924531046,92925.52693527397,0.00035961052927692525
5100.0,-2.3542493309555046,32.38587502951228,93185.94581937183,0.0003475403371693823
5300.0,-5.130124495243228,31.564059065455954,93796.77206567409,0.0003365154084764837
5500.0,-6.899804228757762,31.589239056735877,94759.11045518557,0.00033336360910305693
5700.0,-8.45949990101727,31.46126869183579,95396.7571181405,0.0003297939012001611
5900.0,-10.007730111851588,31.071176573117377,95898.60854065293,0.00032400028578043254
6100.0,-8.676589353578636,31.935927482570598,96268.83108395513,0.00033173694043007107
6300.0,-5.912151542225616,33.555802584164375,96652.67719726937,0.0003471792355598857
6500.0,-3.1451967738975553,35.38072424193454,96948.46862191298,0.0003649436112283009
6700.0,-1.6579253342811782,36.34249754559494,97055.46926319318,0.0003744507941849422
6900.0,-2.5224979593442916,35.2237249958278,97238.01966400439,0.00036224231136688744
7100.0,-3.398870985535482,33.88574496969729,97734.74187700331,0.0003467113568718649
7300.0,-4.271628638770169,32.43690090339719,98251.90614073319,0.00033014016905621665
7500.0,-10.371280977030409,28.318424867162808,98445.27400601031,0.00028765651935139014
7700.0,-17.188320268754413,23.571886304486227,98695.51541452644,0.00023883442125493794
7900.0,-23.991492676877687,18.728204028855252,98982.99493560313,0.00018920627771507162
8100.0,-31.444259286655964,14.059036378873264,99279.97054128237,0.00014160999748712928
8300.0,-40.83871706931982,9.19655369704315,99829.76545369475,9.212236105381714e-5
8500.0,-50.24204055410317,5.079783572142616,100559.40198354161,5.051525239752336e-5
8700.0,-59.63902924229186,2.1610250221009846,101273.2341104657,2.1338560391423913e-5
8900.0,-67.77069431844176,0.7998876557954672,101964.04525824408,7.844801113663093e-6
9100.0,-74.45340949704782,0.39464847208463855,102686.24138734941,3.843245859939108e-6
9300.0,-81.13566774120551,0.20306000903985033,103451.64611403922,1.9628494728446227e-6
9500.0,-87.81783923642955,0.10030438620299552,104206.50090727207,9.62554018508415e-7
9700.0,-93.35763911781655,0.07968589190327723,104900.12052144307,7.596358470054218e-7
9900.0,-97.8409457219646,0.0994055117945106,105591.99908521642,9.414114010123711e-7
10100.0,-102.32845189601089,0.11925463193076598,106303.9795093701,1.1218266002944354e-6
10300.0,-106.8147834588798,0.13910469963475383,107027.75786649893,1.2997067527871235e-6
10500.0,-111.68371319079769,0.13660778569404758,107749.28173639173,1.2678301283553619e-6
10700.0,-117.07851129838646,0.10508170266841102,108460.84871219196,9.688445546581723e-7
10900.0,-122.46832686559961,0.08058607788442165,109165.57243304739,7.382004792201873e-7
11100.0,-127.85122047732523,0.05996902473032241,109833.44700080637,5.459996601024652e-7
11300.0,-131.0013773864935,0.05861203120749151,110502.61312398681,5.304130784828344e-7
