# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: d5_column_edmf_ice
# generated: 1789732593 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_upper,min_e_src_lower,min_e_src_rad,min_e_src_sfc,min_e_src_mp,min_e_src_new_upper,min_e_src_new_lower,max_e_src_upper,max_e_src_lower,max_e_src_rad,max_e_src_sfc,max_e_src_mp,max_e_src_new_upper,max_e_src_new_lower
0.0,column,false,2.9103830456733704e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134140.01335606913,93519.46597769359,0.0,0.0,0.0,0.0,0.0
3600.0,column,false,101.64555207117519,3.351419550265769e-50,0.0,0.0,0.0,0.0,0.0,0.0,134149.2163242101,94493.11601561618,9.853079248466535,1051.9740366371193,0.0,9.853079248466535,1051.9740366371193
7200.0,column,false,515.7895332500921,7.253732327169501e-45,0.0,0.0,0.0,0.0,0.0,0.0,134157.92303907662,97169.18931552037,20.32625190094528,5137.3564344097185,0.0,20.32625190094528,5137.3564344097185
10800.0,column,false,803.9027926212293,6.393338557899945e-33,3.364589981711671e-299,0.0,0.0,0.0,0.0,0.0,134166.8349061295,96116.2834020098,31.2009760862878,7763.745342802003,0.0,31.2009760862878,7763.745342802003
14400.0,column,false,1096.0142922016967,1.1332229259560156e-20,1.9908814436516415e-267,4.442453927202912e-76,0.0,0.0,1.2288753931801621e-82,6.25536116314005e-300,134177.89961879587,95725.24203114602,42.84963347914662,12189.283076568992,0.0,42.84963347914662,12189.283076568992
18000.0,column,false,1289.7933113665058,1.5521025933768698e-18,7.143801635133276e-247,3.685549715624512e-68,0.0,0.0,3.685549715624512e-68,9.007283233967832e-268,134197.72140106448,96603.8911287923,54.6611017293367,16868.7986119624,0.0,54.6611017293367,16868.7986119624
21600.0,column,false,1399.1135449988797,2.665031442324311e-17,1.0843294407211157e-273,5.247593555651249e-26,0.0,0.0,1.2657295786833648e-36,7.48768778181564e-279,134289.5236986211,98032.84590440203,65.0752472972318,21090.947256427058,0.0,65.0752472972318,21090.947256427058
