time,gap_integral,gap_gross,new_integral,kept_over_levels,kept_over_columns,kept_overall
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,31.16075419638198,356.53762433545523,4.6639577281957674e8,0.9419250155680101,0.0898982481425935,0.08739822130823363
7200.0,130.3623228907433,2959.7810885774097,9.119850061148927e8,0.9460274889912583,0.047468915931449286,0.044044582686823194
10800.0,64.49995731828616,10595.593991017828,1.3425659020777557e9,0.9439552431910978,0.02750004141021293,0.0060874319432175795
14400.0,-265.93935240521887,27151.93210562332,1.7603874946862998e9,0.9475930830392009,0.02176740174324431,0.009794490917651541
18000.0,-835.3348306417004,56592.18145891101,2.1671928684852886e9,0.9495816854487212,0.02351334087680092,0.014760604894656672
21600.0,-1847.7743805199175,102728.34667921712,2.5642813394112225e9,0.9499322026048015,0.024848668710338355,0.017986996191906385
25200.0,-4325.032355360362,169829.64014436235,2.9525785232262535e9,0.9452666050501868,0.031688648912707326,0.02546688759208288
28800.0,-8656.322948075565,261024.04185595966,3.3329252032814074e9,0.9461199115672736,0.040732083891056946,0.03316293352338926
32400.0,-14714.79140721365,381484.8804188659,3.705035278199707e9,0.9434069027800983,0.04939721705109313,0.03857241050040301
36000.0,-22422.247085633182,537934.5820045706,4.0679942370065575e9,0.9371481814889496,0.05445749465710923,0.0416821075196141
39600.0,-30522.454698804835,735125.5840151979,4.420875018785364e9,0.9326457722974344,0.05711939174336302,0.0415200550252837
43200.0,-38030.853238308235,979168.3836745885,4.76354288815149e9,0.9270606693077639,0.05857866599683821,0.03883995222107498
46800.0,-42693.282114237045,1.2756614371065013e6,5.096616414316048e9,0.9216909044100007,0.059500315835330886,0.0334675650391027
50400.0,-41324.409763263684,1.6335822729726387e6,5.420991911277832e9,0.9178103131167968,0.06099887221561134,0.02529680350170881
54000.0,-32668.419990005437,2.058519962033845e6,5.738147279499234e9,0.9149697516417319,0.06240069918279303,0.015869858244040833
57600.0,-14329.762175430777,2.5645134788479414e6,6.049308893383883e9,0.9095602052822687,0.06380427802591934,0.005587711779884327
61200.0,16872.91452454847,3.1594637916822787e6,6.355749732925415e9,0.9031822688610313,0.06587818588702313,0.0053404361110162835
64800.0,55807.17766315279,3.838506393170447e6,6.65857881181545e9,0.8979483846709337,0.06724760182090189,0.014538774186346574
68400.0,99831.79357939452,4.598482580795092e6,6.959102052008699e9,0.895158469999543,0.06774983515697552,0.02170972528988754
72000.0,149009.32634662956,5.445204802414503e6,7.257648003988381e9,0.8924015880929939,0.06787976928381699,0.027365238178104177
75600.0,204077.92092596265,6.378956109032676e6,7.554505878313647e9,0.8897886554222194,0.06816251272733793,0.031992369509642175
79200.0,265843.0032189498,7.405754569072991e6,7.849802824187158e9,0.8880481636563887,0.0689177416315525,0.03589681520491253
82800.0,330843.7999037986,8.521251453529743e6,8.143294363890964e9,0.8859196356872008,0.07055345683338383,0.038825729026779714
86400.0,396227.38693245186,9.717461473835142e6,8.434559679263548e9,0.8833010893768072,0.07300786312022496,0.040774783414302004
