t,signed,gross,max_abs_u3,int_rhoe
0.0,2.1059202992557147e-9,3.488170169374527e-9,0.0,-7.294100384667896e7
10.0,5.787022436518887,2728.6749955634573,3.785500702047126,-7.294085288637435e7
20.0,8.547516673332133,2785.9880751819783,0.9521942634236509,-7.294071212360288e7
30.0,8.00040866050352,2787.5246463287262,0.27304716111952054,-7.294056921194191e7
40.0,8.02420948902551,2787.625633918202,0.0984105526186197,-7.294042607202046e7
50.0,7.987878400764253,2787.5445322123587,0.031112851366460928,-7.294028241889499e7
60.0,7.960012685926908,2787.4639120132806,0.01600628294082781,-7.294013804888415e7
70.0,7.911255744019855,2787.385893533738,0.00727348852697836,-7.293999807168454e7
80.0,7.856531947416763,2787.30132180701,0.006174242349567036,-7.29398577264951e7
90.0,7.801507741377733,2787.216357661391,0.007157515648924511,-7.293971684881312e7
100.0,7.746543966500822,2787.131090128019,0.006423383523375909,-7.293957558967023e7
110.0,7.691751610922723,2787.046009411484,0.006788671025128929,-7.293943384211093e7
120.0,7.637062608842309,2786.9608511878364,0.006631131411139991,-7.293929170192699e7
130.0,7.582597074939878,2786.8758466598256,0.006696756348276632,-7.293914909723468e7
140.0,7.528209805569507,2786.790763048374,0.006660620617108786,-7.293900609927306e7
150.0,7.47405656029928,2786.7058285605663,0.006685188311326595,-7.293886265313417e7
160.0,7.419983299892238,2786.6208158273953,0.006660518405228989,-7.293871881778705e7
170.0,7.366146580186143,2786.535947980322,0.006682533268665983,-7.293857454675099e7
180.0,7.312390938227198,2786.450999045315,0.006658003677664336,-7.293842989312243e7
190.0,7.258877865511894,2786.3661964721036,0.006680439065080775,-7.293828481392838e7
200.0,7.205442641127211,2786.2813039173557,0.006654953703630108,-7.293813936035748e7
210.0,7.1522602966716375,2786.1965655141184,0.006678774211558717,-7.293799348966007e7
220.0,7.099148304307717,2786.1117222234575,0.00665122303712942,-7.293784725392377e7
230.0,7.0463035650372445,2786.0270468601834,0.0066776325988526855,-7.29377006081879e7
240.0,6.993517846005673,2785.942246205612,0.00664680437539615,-7.293755360754946e7
250.0,6.941016961574921,2785.857632329278,0.006676951848272741,-7.293740620305902e7
260.0,6.888561271201584,2785.772869002055,0.0066418426952264435,-7.293725845419437e7
270.0,6.836409039037341,2785.688313480337,0.006676483154289302,-7.293711030717795e7
280.0,6.784289284051293,2785.6035851051174,0.006636740731104886,-7.293696182597256e7
290.0,6.732487348756646,2785.5190809623186,0.0066756249992006795,-7.293681295285596e7
300.0,6.680713506808885,2785.4343907622238,0.006632352065977669,-7.29366637540926e7
310.0,6.629258263183523,2785.349924504679,0.006673255743748137,-7.293651417179824e7
320.0,6.577846131876481,2785.265283921655,0.006630066548208127,-7.293636426889999e7
330.0,6.5267285592778865,2785.18083471639,0.006667884679143816,-7.293621399483524e7
340.0,6.475698411635333,2785.0962619779566,0.0066313474462543105,-7.293606340010874e7
350.0,6.424910358899576,2785.0118088977724,0.006658640370235835,-7.293591245138957e7
360.0,6.374277305413415,2784.9273167425317,0.006636049192928486,-7.293576117842427e7
370.0,6.323826779229037,2784.8428581381045,0.006647461834696561,-7.293560956997256e7
