t,signed,gross,max_abs_u3,int_rhoe
0.0,2.1059202992557147e-9,3.488170169374527e-9,0.0,-7.294100384667896e7
10.0,7.051950150561081,7.836063468640876,5.868358559994677,-7.294085240522866e7
20.0,13.096394944684945,14.36745975622405,1.1880922966585556,-7.294071101445128e7
30.0,12.519570307596174,13.805634341077942,0.2545059271799772,-7.294056825842719e7
40.0,12.526086632439732,13.828849256154168,0.11271800279416377,-7.294042501372772e7
50.0,12.541472747262674,13.838227693257863,0.026278338566145254,-7.294028130977759e7
60.0,12.545589634589321,13.845745289893769,0.014421150546182343,-7.29401369021931e7
70.0,12.556035170704943,13.855620605541391,0.009383418743438005,-7.293999687032785e7
80.0,12.554699019102655,13.854178358150138,0.005218681920517323,-7.293985648678625e7
90.0,12.552479130576181,13.851981614530736,0.007544249994839948,-7.293971556247461e7
100.0,12.550198949975377,13.849651409327569,0.006287007486360911,-7.293957426059105e7
110.0,12.547732471358657,13.847206225471993,0.0068582563737896104,-7.293943246903785e7
120.0,12.545367649908417,13.844825691376922,0.006605439136361671,-7.29392902868461e7
130.0,12.54296547147939,13.842422071789345,0.006732675328828071,-7.293914763990547e7
140.0,12.540588043685696,13.84003938075593,0.006644617397415913,-7.293900460107435e7
150.0,12.538213805509956,13.837660365698168,0.006718129601941889,-7.293886111421448e7
160.0,12.535840292997355,13.835282573478716,0.006646625578086326,-7.293871723924202e7
170.0,12.533485814568957,13.83292352467459,0.006714121171789791,-7.293857292889667e7
180.0,12.531119133250922,13.83055253458615,0.00664538052089755,-7.293842823691992e7
190.0,12.528782156414564,13.828211313693572,0.006711678920841906,-7.293828311974768e7
200.0,12.526422403524734,13.825847246053641,0.006642329713523554,-7.293813762911923e7
210.0,12.524102103016839,13.823522970668938,0.006710945027914961,-7.293799172170193e7
220.0,12.521748672897234,13.821165223690327,0.006637289382435216,-7.293784545021597e7
230.0,12.519444747186743,13.818857533232414,0.006711942074818151,-7.293769876893725e7
240.0,12.517097018994885,13.816505489389616,0.0066303805849629496,-7.293755173389482e7
250.0,12.514809004139918,13.814213912112224,0.0067144568978922065,-7.293740429493372e7
260.0,12.512467139883658,13.811867774286664,0.0066219811617421855,-7.293725651308452e7
270.0,12.510193484334158,13.809590699608671,0.006717897207294247,-7.29371083325287e7
280.0,12.507859673556881,13.807252730779224,0.006613056149631205,-7.293695981987566e7
290.0,12.505596252455861,13.8049859267565,0.0067208194670169245,-7.293681091397877e7
300.0,12.50327630326399,13.802662046932822,0.006605694912176748,-7.293666168544516e7
310.0,12.501014883725329,13.800397095786284,0.006720408868376488,-7.29365120709866e7
320.0,12.49871914199448,13.79809786728456,0.006603472099828574,-7.29363621400695e7
330.0,12.496448190743415,13.795822995941542,0.006712630504244638,-7.293621183452153e7
340.0,12.494189135226181,13.793561134831405,0.006610589026890976,-7.293606121334466e7
350.0,12.491901720980934,13.791269334566493,0.0066945170764458,-7.29359102342667e7
360.0,12.489684092773526,13.78904967563955,0.006628169000503666,-7.293575893568073e7
370.0,12.487394489474275,13.786755681391776,0.0066695058385845265,-7.293560729920204e7
380.0,12.485201612835048,13.784561026077604,0.006648367388276553,-7.293545533773717e7
390.0,12.482953154466145,13.782309347590285,0.006651108870283391,-7.293530305321619e7
400.0,12.480762584136237,13.780116878870622,0.006657218258681602,-7.293515044465733e7
410.0,12.478597081575096,13.777950319196428,0.006652016245316699,-7.293499751727666e7
420.0,12.476467946697351,13.775821003065818,0.00666006062018796,-7.293484426953387e7
430.0,12.47445486567043,13.773810977571395,0.006672398520788878,-7.293469069738473e7
440.0,12.472200536686126,13.771553375735982,0.006579641690690833,-7.293453678561357e7
450.0,12.4685836020037,13.767894149805006,0.0063991219435508935,-7.293438248832893e7
460.0,12.46243523017256,13.761628283118625,0.0061070409369551005,-7.293422787465328e7
470.0,12.453616849664717,13.75260925117484,0.0059135127855846105,-7.293407311082496e7
480.0,12.447772365841328,13.746637255688885,0.006688299575407119,-7.293391805611762e7
490.0,12.445508215832303,13.744359599796228,0.006596671055974753,-7.29337627151188e7
500.0,12.44312683965188,13.74197012911384,0.006599889352598116,-7.293360709097017e7
510.0,12.440748686615569,13.739583037774702,0.006598055968207748,-7.29334511886367e7
520.0,12.438376481067449,13.737202042840012,0.0065975589483470085,-7.293329501115587e7
530.0,12.436007929571517,13.73482457340431,0.006596089110018525,-7.293313856152605e7
540.0,12.433644538854361,13.732451816300516,0.006598288906864938,-7.293298184271647e7
550.0,12.431285931939426,13.730083746508528,0.006596108057627009,-7.293282485766646e7
560.0,12.428931168613637,13.72771960494152,0.006595633613493592,-7.293266760928455e7
570.0,12.426580381433842,13.725359435484615,0.00659450339549099,-7.293251010044838e7
580.0,12.42423358484383,13.723003239337334,0.006593589455051073,-7.293235233400597e7
590.0,12.421890779719417,13.720651021080828,0.006592610263800319,-7.293219431277573e7
600.0,12.419551935702106,13.718302801978648,0.006591629483501324,-7.293203603954685e7
610.0,12.41721706909995,13.715958564631348,0.0065906452645650496,-7.293187751707943e7
620.0,12.414886200576383,13.713618307292982,0.006589649917233625,-7.293171874832363e7
630.0,12.412559339234326,13.711282019769238,0.006588648879389966,-7.293155973614389e7
640.0,12.410236446989835,13.708949731412908,0.006587638928656384,-7.293140048320882e7
650.0,12.407917535260161,13.70662143626371,0.006586621157036261,-7.293124099215919e7
660.0,12.405602617429743,13.70429713039595,0.006585595144486079,-7.293108126560837e7
670.0,12.403291689602687,13.701976807155384,0.006584560899086669,-7.293092130614232e7
680.0,12.400984740924686,13.699660466118585,0.006583518360491489,-7.293076111632015e7
690.0,12.398681794284785,13.697348127324657,0.006582467458154455,-7.293060069867416e7
700.0,12.39638283543736,13.695039763546268,0.0065814081478000165,-7.293044005571018e7
710.0,12.394087839730641,13.692735417988875,0.0065803403783835585,-7.29302791899079e7
720.0,12.39179685925563,13.690435041108065,0.0065792673893321565,-7.293011810500386e7
730.0,12.389509845629481,13.688138657276022,0.006578195330822298,-7.292995680750874e7
740.0,12.387226820239414,13.685846260021242,0.006577111647763601,-7.292979529978177e7
750.0,12.38494778346279,13.683557830776467,0.006576019691812656,-7.292963358415732e7
760.0,12.382672723711073,13.68127340768748,0.00657491871360952,-7.292947166294484e7
