t_seconds,water,on_growth_net,on_growth_gross,on_remainder_net,on_ledger_q_tag_led_rescale_net,on_ledger_q_tag_led_empty_net,on_ledger_q_tag_led_repair_net,on_ledger_q_tag_led_repairnet_net,on_ledger_q_tag_inc_left_net,on_ledger_q_tag_inc_moved_net,on_ledger_q_tag_led_fix_tropo_net,on_ledger_q_tag_led_fix_strat_net,on_ledger_q_tag_led_fix_evap_net,on_ledger_q_tag_led_fix_evap_tropo_net,on_ledger_q_tag_led_fix_evap_strat_net,on_ledger_q_tag_led_inc_tropo_net,on_ledger_q_tag_led_inc_strat_net,on_ledger_q_tag_led_inc_evap_net,on_ledger_q_tag_led_inc_evap_tropo_net,on_ledger_q_tag_led_inc_evap_strat_net,vdiff_source_net,vdiff_source_gross,vdiff_growth_net,vdiff_growth_gross,vdiff_remainder_net,vdiff_remainder_gross,vdiff_ledger_q_tag_led_rescale_net,vdiff_ledger_q_tag_led_rescale_gross,vdiff_ledger_q_tag_led_empty_net,vdiff_ledger_q_tag_led_empty_gross,vdiff_ledger_q_tag_led_repair_net,vdiff_ledger_q_tag_led_repair_gross,vdiff_ledger_q_tag_led_repairnet_net,vdiff_ledger_q_tag_led_repairnet_gross,vdiff_ledger_q_tag_inc_left_net,vdiff_ledger_q_tag_inc_left_gross,vdiff_ledger_q_tag_inc_moved_net,vdiff_ledger_q_tag_inc_moved_gross,vdiff_ledger_q_tag_led_fix_tropo_net,vdiff_ledger_q_tag_led_fix_tropo_gross,vdiff_ledger_q_tag_led_fix_strat_net,vdiff_ledger_q_tag_led_fix_strat_gross,vdiff_ledger_q_tag_led_fix_evap_net,vdiff_ledger_q_tag_led_fix_evap_gross,vdiff_ledger_q_tag_led_fix_evap_tropo_net,vdiff_ledger_q_tag_led_fix_evap_tropo_gross,vdiff_ledger_q_tag_led_fix_evap_strat_net,vdiff_ledger_q_tag_led_fix_evap_strat_gross,vdiff_ledger_q_tag_led_inc_tropo_net,vdiff_ledger_q_tag_led_inc_tropo_gross,vdiff_ledger_q_tag_led_inc_strat_net,vdiff_ledger_q_tag_led_inc_strat_gross,vdiff_ledger_q_tag_led_inc_evap_net,vdiff_ledger_q_tag_led_inc_evap_gross,vdiff_ledger_q_tag_led_inc_evap_tropo_net,vdiff_ledger_q_tag_led_inc_evap_tropo_gross,vdiff_ledger_q_tag_led_inc_evap_strat_net,vdiff_ledger_q_tag_led_inc_evap_strat_gross,vdiff_excess_ρq_tag_tropo_net,vdiff_excess_ρq_tag_tropo_gross,vdiff_excess_ρq_tag_strat_net,vdiff_excess_ρq_tag_strat_gross,vdiff_excess_ρq_tag_evap_net,vdiff_excess_ρq_tag_evap_gross,vdiff_excess_ρq_tag_evap_tropo_net,vdiff_excess_ρq_tag_evap_tropo_gross,vdiff_excess_ρq_tag_evap_strat_net,vdiff_excess_ρq_tag_evap_strat_gross,sgs_mass_flux_source_net,sgs_mass_flux_source_gross,sgs_mass_flux_growth_net,sgs_mass_flux_growth_gross,sgs_mass_flux_remainder_net,sgs_mass_flux_remainder_gross,sgs_mass_flux_ledger_q_tag_led_rescale_net,sgs_mass_flux_ledger_q_tag_led_rescale_gross,sgs_mass_flux_ledger_q_tag_led_empty_net,sgs_mass_flux_ledger_q_tag_led_empty_gross,sgs_mass_flux_ledger_q_tag_led_repair_net,sgs_mass_flux_ledger_q_tag_led_repair_gross,sgs_mass_flux_ledger_q_tag_led_repairnet_net,sgs_mass_flux_ledger_q_tag_led_repairnet_gross,sgs_mass_flux_ledger_q_tag_inc_left_net,sgs_mass_flux_ledger_q_tag_inc_left_gross,sgs_mass_flux_ledger_q_tag_inc_moved_net,sgs_mass_flux_ledger_q_tag_inc_moved_gross,sgs_mass_flux_ledger_q_tag_led_fix_tropo_net,sgs_mass_flux_ledger_q_tag_led_fix_tropo_gross,sgs_mass_flux_ledger_q_tag_led_fix_strat_net,sgs_mass_flux_ledger_q_tag_led_fix_strat_gross,sgs_mass_flux_ledger_q_tag_led_fix_evap_net,sgs_mass_flux_ledger_q_tag_led_fix_evap_gross,sgs_mass_flux_ledger_q_tag_led_fix_evap_tropo_net,sgs_mass_flux_ledger_q_tag_led_fix_evap_tropo_gross,sgs_mass_flux_ledger_q_tag_led_fix_evap_strat_net,sgs_mass_flux_ledger_q_tag_led_fix_evap_strat_gross,sgs_mass_flux_ledger_q_tag_led_inc_tropo_net,sgs_mass_flux_ledger_q_tag_led_inc_tropo_gross,sgs_mass_flux_ledger_q_tag_led_inc_strat_net,sgs_mass_flux_ledger_q_tag_led_inc_strat_gross,sgs_mass_flux_ledger_q_tag_led_inc_evap_net,sgs_mass_flux_ledger_q_tag_led_inc_evap_gross,sgs_mass_flux_ledger_q_tag_led_inc_evap_tropo_net,sgs_mass_flux_ledger_q_tag_led_inc_evap_tropo_gross,sgs_mass_flux_ledger_q_tag_led_inc_evap_strat_net,sgs_mass_flux_ledger_q_tag_led_inc_evap_strat_gross
120.0,11.572872709327104,-2.0533521871727786e-6,0.0077803577599541325,-5.440139414092811e-17,0.0,0.0,0.0,0.0,-1.0097942988495985e-16,3.134021904840911e-20,0.0,0.0,0.0,0.0,0.0,-1.888312968170434e-19,2.8248548790930916e-19,-3.155445885795821e-30,9.466328597740369e-30,4.137738972677572e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,NaN,NaN,-8.245865741520614e-17,2.588874875126347e-7,-4.018070357326347e-16,1.703847553406224e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6757259775445695e-16,1.9226818902113179e-16,8.470329472543003e-20,2.5866199534436214e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84516796539814e-20,2.586616404110289e-7,2.9353057375037545e-19,3.054666429936118e-12,-3.155445885795821e-30,2.377463828475098e-13,9.466328597740369e-30,2.3774626294073867e-13,4.137738972677572e-36,1.1990677200414817e-19
240.0,11.574373375984083,1.9167988969453695e-7,0.005251264623516189,6.236036055879083e-16,0.0,0.0,0.0,0.0,-9.063711125649668e-16,-7.386127300057499e-19,0.0,0.0,0.0,0.0,0.0,1.9689730218331632e-19,-3.350015306390758e-19,1.3509614275594677e-23,-2.539082002041519e-23,-4.1906422691928713e-29,-1.3518185034456306e-36,7.919595740622926e-20,7.264928679392166e-12,1.839817183697545e-5,1.7598189363497778e-15,3.1847755151985418e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.567621645784247e-16,7.567621645784247e-16,-4.658681209898652e-19,2.289714918117747e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.474324487175227e-19,2.2897139350266096e-5,-8.736268039478802e-19,2.8101843224057945e-8,1.0086174181445826e-22,2.955592116860951e-7,-1.5391443999672164e-22,2.955590626215728e-7,-1.751511874575565e-29,1.4906452239107776e-13,-3.6939909974590385e-36,7.917976465832923e-20,-7.346839692639297e-40,2.0021452386672415e-23,-0.0,0.0,-0.0,0.0,-0.0,0.0,NaN,NaN,9.338875786108142e-13,4.019141252540123e-6,1.268991426197707e-16,2.247094408874454e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2680168926601817e-16,3.2680168926601817e-16,-6.776263578034403e-19,9.558076430971299e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4425909446676623e-19,9.558071132233025e-6,-4.86377237097505e-19,6.439035395929882e-9,2.691667999173059e-23,1.2605267199309859e-7,-4.837970134327934e-23,1.260526084187599e-7,-3.077553354213566e-29,6.357433841962833e-14
