exclusive_s,inferences,specializations,method
0.165982,4,4,ClimaCore.MatrixFields.FieldMatrixSolver /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:58
0.165584,32,10,ClimaCore.Fields.level /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/broadcast.jl:153
0.160683,233,158,ClimaCore.MatrixFields.get_field /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name.jl:62
0.156711,222,25,ClimaCore.Utilities.stable_view /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Utilities/Utilities.jl:216
0.156311,702,42,Base.invokelatest essentials.jl:1052
0.154388,18,15,ClimaCore.Geometry.* /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Geometry/tensors.jl:549
0.152844,116,116,ClimaCore.DataLayouts.launch_pool_threads /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/scopes.jl:292
0.152049,143,136,Base._setindex! dict.jl:322
0.151337,444,440,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:14
0.151201,6,6,ClimaCore.MatrixFields.field_matrix_solver_cache /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:502
0.150074,791,313,Base.Broadcast.instantiate broadcast.jl:305
0.146949,93,34,Base.#sizehint!#425 dict.jl:193
0.145557,116,97,UnrolledUtilities._unrolled_reduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:62
0.143271,13,13,ClimaAtmos.#126 /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/utils/tracer_processes.jl:338
0.140783,3,3,ClimaAtmos.set_precipitation_surface_fluxes! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/microphysics_cache.jl:1294
0.137410,14,14,ClimaCore.DataLayouts.propertynames /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/DataLayouts.jl:295
0.136085,649,649,UnrolledUtilities.unrolled_flatmap /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:435
0.136041,175,175,Base._iterator_upper_bound array.jl:743
0.135784,2,1,Dates.tryparsenext_internal /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/parse.jl:125
0.134410,3097,356,Base.indexed_iterate pair.jl:42
0.131720,81,73,Base.convert number.jl:7
0.128322,20422,20421,Base.length tuple.jl:26
0.126446,4,4,ClimaAtmos.set_cloud_fraction! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.126191,199,142,Base.Iterators.pairs iterators.jl:279
0.124191,279,125,Base.Broadcast.materialize broadcast.jl:872
0.124186,3,3,ClimaAtmos.precomputed_quantities /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/precomputed_quantities.jl:158
0.123529,4,4,ClimaAtmos.set_covariance_cache_and_cloud_fraction! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/microphysics/cloud_fraction.jl:33
0.122196,75,40,Base.setindex tuple.jl:55
0.121573,254,111,ClimaCore.DataLayouts.VIJHWithF /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/DataLayouts.jl:405
0.120838,801,53,Base.checkbounds_indices abstractarray.jl:723
0.120783,38,30,StaticArrays._mapreduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/mapreduce.jl:153
