time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,source_negative,source_negative_relative,source_minimum,repair_moved,repair_moved_relative,repair_gross,repair_gross_relative,repair_events,increment_left,increment_left_relative,increment_left_net_abs,increment_left_net_abs_relative,increment_moved_net_abs,increment_moved_net_abs_relative
0.0,2.798899160482885e-9,2.6429235736493592e-18,1.4229920488648097e-9,1.3436922930840986e-18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600.0,4.139463356553753e-6,3.9088673264024145e-15,2.2755271141315725e-6,2.1487649051631796e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.3207855140249277e-162,0.0,0.0,0.0,0.0,0.0,1.3441452552620967e-6,1.2692672981183365e-15,1.953175833484598e-6,1.8443707651474187e-15,1.0215694785875572e7,0.009646611680179997
43200.0,5.751654126636488e-6,5.433457167518875e-15,4.302962964955816e-6,4.0649114930664e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,9.00093462591202e-136,0.0,0.0,0.0,0.0,0.0,1.049430534057808e-6,9.913732174337217e-16,2.0365379897614953e-6,1.923871236649802e-15,1.3236821556800948e7,0.012504525025225671
64800.0,6.588735486806146e-6,6.226383371931854e-15,4.14692422083575e-6,3.918861223823306e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.342045623470688e-123,0.0,0.0,0.0,0.0,0.0,1.8350778870397245e-6,1.7341564955740279e-15,2.5799793745920623e-6,2.438091604990819e-15,1.7174363258127466e7,0.016229847142605204
86400.0,8.190914637337357e-6,7.747446706390796e-15,5.202777436426864e-6,4.921091562862724e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.729246803950724e-121,0.0,0.0,0.0,0.0,0.0,1.8851832620885203e-6,1.783116721572692e-15,3.4290142692996444e-6,3.2433624916262697e-15,1.8025117937966358e7,0.017049212057983196
108000.0,9.438214086813236e-6,8.929851323977132e-15,6.644750473393108e-6,6.286849743663933e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.8090045424737292e-115,0.0,0.0,0.0,0.0,0.0,3.2166682190695512e-6,3.0434114643559677e-15,3.9727150281508845e-6,3.758735945975477e-15,2.0461671868597634e7,0.01935956166557741
129600.0,1.130438970415465e-5,1.070301329293333e-14,6.756110301934062e-6,6.3966954663238514e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.7064661086559245e-114,0.0,0.0,0.0,0.0,0.0,5.577552946146833e-6,5.280835576882933e-15,5.8062649922107e-6,5.497380488491552e-15,2.240426053557449e7,0.02121238780740771
151200.0,1.360422639395621e-5,1.2887370666906434e-14,6.108581178113088e-6,5.7866980165961475e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0205488513228006e-112,0.0,0.0,0.0,0.0,0.0,8.142127775177823e-6,7.713089713256104e-15,8.407037270666343e-6,7.964040172523705e-15,2.420588357890902e7,0.022930388319615934
172800.0,1.6758654971595526e-5,1.588689455519064e-14,6.567048015299639e-6,6.225439901637075e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.6841470849768516e-110,0.0,0.0,0.0,0.0,0.0,1.1818208660064866e-5,1.1203442945267345e-14,1.1918877030750363e-5,1.1298874696373506e-14,2.6173153155934695e7,0.02481166448440832
194400.0,2.1908582151218196e-5,2.0784386124710314e-14,5.977029863836324e-6,5.67033027109841e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.2080326641204684e-107,0.0,0.0,0.0,0.0,0.0,1.7903471742948044e-5,1.698479012059581e-14,1.7903471742948044e-5,1.698479012059581e-14,2.8182940721564837e7,0.026736788261501204
216000.0,2.0644231770143145e-5,1.9592963401407803e-14,5.191858939587024e-6,4.927473365016147e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1868812512577603e-105,0.0,0.0,0.0,0.0,0.0,1.564437621400117e-5,1.4847716011505248e-14,1.5644784689091073e-5,1.4848103685775524e-14,3.073389336438768e7,0.029168828105393944
237600.0,2.1791679842957675e-5,2.0695731309851202e-14,4.797401660743755e-6,4.55613043472059e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.661181990402886e-102,0.0,0.0,0.0,0.0,0.0,1.7191607083892385e-5,1.6327005699276158e-14,1.7191607083892385e-5,1.6327005699276158e-14,3.2523861534181755e7,0.030888169444530225
259200.0,2.0350550799842165e-5,1.9334331577131684e-14,4.297437340660068e-6,4.0828417517285666e-15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1516838459602075e-100,0.0,0.0,0.0,0.0,0.0,1.4552232332672402e-5,1.3825556265018971e-14,1.4552232332672402e-5,1.3825556265018971e-14,3.520097964541322e7,0.03344319370017056
