time,untagged,untagged_relative,overclaimed,overclaimed_relative,orphaned,orphaned_relative,orphaned_volume_fraction,nonpositive_mass,nonpositive_mass_fraction,exchange_volume_fraction,bound_partition,bound_evap,bound_fcg,fix_gross,fix_gross_relative,fix_events,increment_left,increment_left_relative,increment_left_net_abs,increment_left_net_abs_relative,increment_moved_net_abs,increment_moved_net_abs_relative
0.0,1.6927559738976023e-16,5.541235145747802e-18,3.675875500810642e-16,1.2032975119021722e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600.0,8.814921037825931e-14,2.89088149176042e-15,2.1407595099926467e-13,7.0206891464954e-15,0.0,0.0,0.0,0.0,0.0,0.03650648750847629,0.0,0.1050866849855533,0.0,0.0,0.0,0.0,2.5635324184980903e-14,8.40718639493535e-16,4.735172250807945e-14,1.5529148544176137e-15,0.03506707912355237,0.0011500360533391496
43200.0,9.753415400190769e-14,3.229711106290571e-15,4.4201267649531236e-13,1.463664974599779e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-4.8123338604091436e-14,-1.5935390300137929e-15,1.0058997737035759e-13,3.330900548829354e-15,0.036943723694100115,0.0012233412586962254
64800.0,2.035221414427331e-13,6.792477977076604e-15,6.195997563743106e-13,2.0678918126255818e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,7.582140877124216e-15,2.530512137985241e-16,1.1436742334540565e-13,3.816971455104557e-15,0.048094004267701246,0.0016051200252809306
86400.0,2.514243276409328e-13,8.544717159615939e-15,8.184312969841576e-13,2.7814587446345147e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-4.1595686891756364e-14,-1.413639574518795e-15,1.4725815647782037e-13,5.004604400678481e-15,0.06623134746825597,0.0022508885139576177
108000.0,2.4895987332368735e-13,8.528134511437719e-15,1.0125656295502994e-12,3.468549278717022e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-1.4168566656538508e-13,-4.853450504617334e-15,2.0273975262053356e-13,6.944861668191621e-15,0.09081374776041434,0.003110830054856483
129600.0,2.333893539821034e-13,8.109046523063711e-15,1.1782066646905833e-12,4.093645444724222e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.05839727332894789,0.0,0.0,0.0,-1.8568988701622834e-13,-6.451742150983047e-15,2.370680809521499e-13,8.236862842175009e-15,0.11057165403986773,0.0038417805758618603
151200.0,2.5949302486985715e-13,9.121194639288016e-15,1.1720567782569299e-12,4.119786267141438e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-1.3596484040440455e-13,-4.7791719027911464e-15,2.0962658058094806e-13,7.368386275531543e-15,0.11236774225301167,0.003949732555551723
172800.0,2.8265155195329225e-13,1.010155605453003e-14,1.2332694308695443e-12,4.4075258742346147e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.05839727332894789,0.0,0.0,0.0,-1.696501834347944e-13,-6.0630512225564185e-15,2.273955485658115e-13,8.126786725613787e-15,0.12560014719291435,0.004488766888271348
194400.0,2.99949040756588e-13,1.0895355393785936e-14,1.409229999051487e-12,5.1188900729676146e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-3.410735668548182e-13,-1.2389163562370324e-14,3.6298757496058454e-13,1.3185168463110736e-14,0.1313855205229015,0.0047724504671986575
216000.0,3.124588413064474e-13,1.1477787172207584e-14,1.3108384558535388e-12,4.815202140071973e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-3.4143083490658074e-13,-1.2542037347067427e-14,3.5997823758649393e-13,1.3223353131466977e-14,0.15366156348237853,0.005644566544588965
237600.0,3.196406895305035e-13,1.1944613211897157e-14,1.2402504627175141e-12,4.6346765440898104e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-2.876831522748506e-13,-1.0750395972895925e-14,3.165270499303749e-13,1.1828260000547844e-14,0.16635262576922777,0.006216410603154074
259200.0,3.252545529644108e-13,1.2294252956797625e-14,1.1362169861840066e-12,4.29477125366632e-14,0.0,0.0,0.0,0.0,0.0,0.05027262711049585,0.0,0.0,0.0,0.0,0.0,0.0,-2.4411902402429257e-13,-9.227422047031595e-15,2.899621134311754e-13,1.09602387973354e-14,0.1824592439933677,0.0068967523421754225
