time,gap_integral,gap_gross,new_integral,kept_over_levels,kept_over_columns,kept_overall
0.0,0.0,0.0,0.0,0.0,NaN,0.0
3600.0,-0.6775151170351206,5.61741944327435,506892.8715769162,0.12060967208818617,NaN,0.12060967208818617
7200.0,-0.7623886365368261,15.156961365381699,1.0296836733767581e6,0.050299569825262715,NaN,0.050299569825262715
10800.0,-0.9319188078721613,25.661666228164496,1.547365759910126e6,0.03631560007001224,NaN,0.03631560007001224
14400.0,-1.0589250695146708,57.44915319593898,2.0546971361421405e6,0.018432387783037418,NaN,0.018432387783037418
18000.0,-1.3881574330690571,160.335192943688,2.5803717595279315e6,0.00865784615082353,NaN,0.00865784615082353
21600.0,-1.995709854043655,139.2649270008917,3.100055173018512e6,0.014330311996148726,NaN,0.014330311996148726
25200.0,-2.8222229899658173,179.16947778325132,3.5916906310605477e6,0.01575169512621997,NaN,0.01575169512621997
28800.0,-4.131149922470667,211.22483478975212,4.09590775469687e6,0.019558069137952973,NaN,0.019558069137952973
32400.0,-5.21553763726776,241.8901912977351,4.596708939268941e6,0.021561592097995064,NaN,0.021561592097995064
36000.0,-6.639028819539661,297.886210133019,5.09058899084113e6,0.022287130433379407,NaN,0.022287130433379407
39600.0,-8.231060970212418,315.43867634551685,5.5792705255196765e6,0.026094013155179795,NaN,0.026094013155179795
43200.0,-9.406091668816229,388.73804997003396,6.0651443912308365e6,0.024196477987017996,NaN,0.024196477987017996
46800.0,-9.838049442655711,546.5085791961459,6.555293533642077e6,0.018001637700045627,NaN,0.018001637700045627
50400.0,-9.361936525422246,557.6157389896684,7.056108921071636e6,0.016789225753177144,NaN,0.016789225753177144
54000.0,-9.635711696936056,540.3408545958414,7.582368565262653e6,0.017832654360631823,NaN,0.017832654360631823
57600.0,-10.876935710729754,501.1167356554635,8.128324043108985e6,0.021705393048792633,NaN,0.021705393048792633
61200.0,-10.050195614938119,612.513226187488,8.673413184723305e6,0.01640812832319443,NaN,0.01640812832319443
64800.0,-2.6618709567018324,797.304960735987,9.230070286913179e6,0.0033385857203806642,NaN,0.0033385857203806642
68400.0,8.851282227020516,917.2162075737267,9.80910031754192e6,0.009650158985343748,NaN,0.009650158985343748
72000.0,22.23735933674669,996.2460583336391,1.0399821630021026e7,0.022321151637921442,NaN,0.022321151637921442
75600.0,35.29792255799708,972.611521783954,1.0988275865789408e7,0.03629190254013648,NaN,0.03629190254013648
79200.0,27.531644441770943,918.6237752942726,1.1574104091477694e7,0.029970533293623317,NaN,0.029970533293623317
82800.0,12.41823370135221,1093.2394333707366,1.2080187833194671e7,0.011359116148110046,NaN,0.011359116148110046
86400.0,-6.096030677326588,1302.648096947859,1.2582899368394837e7,0.0046797217848855415,NaN,0.0046797217848855415
