# source_tag_extrema.csv, from analysis/reduce_run.jl
# run: d4_column_edmf_vd
# generated: 1789732562 (unix)
# geometry: column
# Column geometry: no horizontal remapping, so the reductions are over the model's own levels.
# max |e_src_res| and the min and max of every tag. e_src_res covers the region tags only, so a source tag going negative shows up in the minima and nowhere else.
time,geometry,remapped,max_abs_e_src_res,min_e_src_strat,min_e_src_tropo,min_e_src_rad,min_e_src_sfc,min_e_src_sub,min_e_src_mp,min_e_src_new_strat,min_e_src_new_tropo,max_e_src_strat,max_e_src_tropo,max_e_src_rad,max_e_src_sfc,max_e_src_sub,max_e_src_mp,max_e_src_new_strat,max_e_src_new_tropo
0.0,column,false,1.4551915228366852e-11,0.033977965380665935,0.03322423235154931,0.0,0.0,0.0,0.0,0.0,0.0,65875.65445855673,68379.15330889264,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,column,false,532.1000814279541,6.173875575637163,0.033190124305467916,3.1986253020957165e-119,4.592516186710191e-125,4.7887108861540834e-37,0.0,4.7886930417717406e-37,3.868258899301229e-37,65797.40235002006,69025.63851859194,273.1041639238603,1488.5472799180836,153.8004797483992,0.0,88.86563539621697,1511.6316149643033
7200.0,column,false,547.4336332921084,6.459934747489806,0.033147967952328,1.895632588150569e-79,1.4398417187256875e-82,3.564463662852586e-21,0.0,3.459646135871637e-21,2.204138502246956e-25,65709.27857881144,69526.95686117224,403.3643395625797,3215.5824413030914,315.249525420186,0.0,167.1444520635396,3256.6195952526405
10800.0,column,false,1605.284727143604,13.300623884482574,0.03312921725993136,1.383224249321773e-66,4.030208166234187e-69,1.0631299357703141e-17,0.0,1.0351684062692782e-17,2.873661889102317e-19,65631.04058821617,69830.5129649237,354.8272026684315,4873.8869530498305,285.8017311916226,0.0,233.39715927350645,4957.113719694407
14400.0,column,false,1048.0771565376926,316.9667178283705,0.03313361305249887,2.0205762156616135e-61,1.207085965676729e-63,2.2636874656231664e-16,0.0,2.213964062071237e-16,5.222624048513716e-18,65554.88523612272,68537.2798772414,455.12990574557693,5103.88960884364,352.992054549193,0.0,288.09669686371444,5252.423162052554
18000.0,column,false,665.2215552117559,333.8725397708067,0.033176833149276656,5.4296783876744154e-58,5.940314961961618e-60,1.929661499626687e-15,0.0,1.902289279627823e-15,2.9281371517732764e-17,65463.02414473452,68828.6553247412,710.0250130385724,6844.046107221223,427.0208500510921,0.0,348.5097645750962,7007.085528053523
21600.0,column,false,1940.719218776605,497.7046289487184,0.033362648202391446,3.5033345116158454e-55,7.569101548473283e-57,1.7581426604698124e-13,0.0,1.7571699147002817e-13,1.0501520624683975e-16,65377.81552395189,69479.97696176579,732.0886079236615,7780.0887237162415,503.5841834562702,0.0,410.3550309548203,7976.966694543555
25200.0,column,false,2166.468534646672,1223.7992343531391,0.03428349716654198,2.7029465632616375e-52,9.92451806895008e-54,4.924049909061778e-12,0.0,4.92355119145178e-12,5.216207887703373e-16,65301.90239234191,68414.46376093721,661.9036991185752,7558.657852598045,562.9477418336901,0.0,456.54394041412894,7884.671251519626
28800.0,column,false,1496.3860768381128,1320.605501296194,0.03841154618770748,1.8369803266129064e-49,9.394862211355878e-51,1.526757552525888e-10,0.0,1.4867348388240626e-10,1.0512679444213296e-13,65214.02397912155,68252.6667796072,819.7120520700196,8743.35440392638,609.9968327696689,0.0,494.24465356901175,9103.540280479874
32400.0,column,false,1936.5824140011246,1429.566605248069,0.0469583082654467,3.4229841476767926e-47,2.200195957005628e-48,2.937520738813107e-10,0.0,2.8678224045388183e-10,7.801923163614296e-12,65118.65123697712,68591.48268009524,876.1036746508813,10186.04412941103,658.2444726079683,0.0,531.3248361651395,10577.410894182523
36000.0,column,false,1948.0816803647176,1587.4931343470355,0.057833697932869785,3.3471816645777966e-45,2.6977865887454923e-46,3.046366030476459e-9,0.0,3.033830492175026e-9,1.397566403021779e-11,65030.715106735624,68334.97305608193,918.8794456005631,11021.173684351703,686.0873210267282,0.0,550.157863544112,11464.08229166514
39600.0,column,false,759.3733719786251,1686.5869339834298,0.06618672666287749,1.0789539385390618e-43,1.0882372384115491e-44,8.279958083160221e-6,0.0,8.275358696437813e-6,4.601773439873969e-9,64932.502584684255,68477.13648397387,1083.292322281822,12196.60944890536,709.0863563631034,0.0,567.6787225410027,12673.39076015511
43200.0,column,false,1565.5653949025145,1862.9787019616133,0.07197873029703519,2.3950373883275195e-42,3.181748651983735e-43,0.619854702410648,0.0,0.6173303174726996,1.2331815413464583e-5,64849.46575184121,68850.69256285498,1126.1328793951486,12948.440254427129,718.3310876334818,0.0,567.7425050828463,13477.437406555862
46800.0,column,false,892.4782441323041,3092.808783562981,0.08021456109420115,1.1132900470781922e-40,1.975884769455307e-41,2.031912557135785,0.0,2.023638429431357,1.5081211185770274e-5,64761.59179576436,67312.06076245317,1093.619909172834,9524.508499199626,716.8133321540589,0.0,564.0482827599844,10362.4668246626
50400.0,column,false,667.9672444808821,3074.0233120262924,0.08661406661720057,1.6734120515800833e-39,3.5476864048167318e-40,5.417009312717827,0.0,5.408838681789627,1.7264966851166236e-5,64664.26070734573,67355.74279249056,1241.5347155402137,10661.324357197143,737.4487734962128,0.0,580.4872727299262,11502.448787793823
54000.0,column,false,722.8748318378057,3057.5913497864262,0.09259366095071588,1.9506561588316788e-38,4.882429053883288e-39,7.989574974124486,0.0,7.989555570524708,1.9382937659146604e-5,64567.214047386056,67847.37711830287,1339.9727221809617,12019.076942624935,1299.352143641122,0.0,706.9391760578537,12868.941282154829
