time,total,tagged,residual,relative,gross_residual,gross_relative,scale,nonpositive_fraction
0.0,1.1298739844259547e8,1.1298739844259542e8,4.470348358154297e-8,3.9565017159196814e-16,3.488170169374527e-9,3.0872205373829646e-17,1.1298739844259547e8,0.0
3600.0,1.1305148427599014e8,1.1305105715315735e8,427.1228327900171,3.778126713907545e-6,166015.52446512965,0.001468494867876653,1.1305148427599014e8,0.0
7200.0,1.131230010927804e8,1.1312317419027156e8,-173.09749116003513,-1.5301706062241515e-6,228185.65660230748,0.0020171464193666135,1.131230010927804e8,0.0
10800.0,1.1318814076527238e8,1.131904652074599e8,-2324.4421875178814,-2.0536093020012314e-5,328233.9173546052,0.002899896712989491,1.1318814076527238e8,0.0
14400.0,1.1325471404392704e8,1.1326093189217515e8,-6217.8482481092215,-5.49014520110621e-5,448061.15596431826,0.003956225219822046,1.1325471404392704e8,0.0
18000.0,1.1332189291380101e8,1.1333322084488386e8,-11327.931082844734,-9.996242377861967e-5,571680.9907827618,0.005044753278323849,1.1332189291380101e8,0.0
21600.0,1.1339251830620703e8,1.1340931788662374e8,-16799.580416709185,-0.0001481542227622401,686149.5153942995,0.006051100422176091,1.1339251830620703e8,0.0
25200.0,1.1346327182334466e8,1.1348555504781067e8,-22283.224466010928,-0.0001963915204270201,799394.4078261673,0.007045402401851898,1.1346327182334466e8,0.0
28800.0,1.1353043904055649e8,1.135581601678148e8,-27721.127258315682,-0.0002441735229123254,904208.4848616828,0.00796445862892041,1.1353043904055649e8,0.0
32400.0,1.1359345301709352e8,1.1362869301725857e8,-35240.00016504526,-0.000310229148151191,1.0094285254354099e6,0.008886326620280759,1.1359345301709352e8,0.0
36000.0,1.136552709877691e8,1.1369946094868761e8,-44189.96091851592,-0.00038880696455575195,1.1067915688314762e6,0.009738145527369183,1.136552709877691e8,0.0
39600.0,1.1371721639404103e8,1.1377098161408707e8,-53765.220046043396,-0.00047279753893853476,1.2195944707696317e6,0.010724800601376138,1.1371721639404103e8,0.0
43200.0,1.1378094532483664e8,1.1384429712158206e8,-63351.7967454195,-0.0005567874002501434,1.3401017584385006e6,0.011777910216975293,1.1378094532483664e8,0.0
46800.0,1.1384741154357894e8,1.1391964358305371e8,-72232.03947477043,-0.0006344636078714989,1.4533045897329736e6,0.012765372264758714,1.1384741154357894e8,0.0
50400.0,1.1391356919458479e8,1.13993707259881e8,-80138.0652962178,-0.0007034988532343115,1.5535316100188028e6,0.013637809972972512,1.1391356919458479e8,0.0
54000.0,1.1396887153560907e8,1.1405989378289749e8,-91022.2472884208,-0.0007986588448406397,1.6506971971202854e6,0.01448375486112041,1.1396887153560907e8,0.0
57600.0,1.1403898578671293e8,1.141419403422435e8,-102954.555530563,-0.0009028013956833926,1.7396589216144974e6,0.015254949082660037,1.1403898578671293e8,0.0
61200.0,1.141009601892929e8,1.1421605745894462e8,-115097.26965172589,-0.0010087318236479354,1.8232888223900215e6,0.0159796098066589,1.141009601892929e8,0.0
64800.0,1.141614648698657e8,1.1428867111650217e8,-127206.24663646519,-0.0011142660685150583,1.9091077185587545e6,0.01672287335078412,1.141614648698657e8,0.0
68400.0,1.1422100832209648e8,1.1435994020248514e8,-138931.88038866222,-0.0012163426188366551,2.0180339179850956e6,0.017667799887515958,1.1422100832209648e8,0.0
72000.0,1.1430161757946157e8,1.1445032521445686e8,-148707.6349952817,-0.001301010765590446,2.115991262302302e6,0.01851234748127061,1.1430161757946157e8,0.0
75600.0,1.144062124900008e8,1.145629255480679e8,-156713.05806709826,-0.0013697950020047653,2.203441779622432e6,0.01925980881339826,1.144062124900008e8,0.0
79200.0,1.1450391462927629e8,1.146693285456239e8,-165413.91634760797,-0.001444613635115974,2.2864311175979907e6,0.019968148032324107,1.1450391462927629e8,0.0
82800.0,1.1456288346608137e8,1.1473792080902658e8,-175037.3429452181,-0.0015278713109297863,2.365703001421408e6,0.020649820691025306,1.1456288346608137e8,0.0
86400.0,1.1462141407158355e8,1.1480941277101827e8,-187998.69943471253,-0.0016401708263457933,2.442276448618486e6,0.021307331342930662,1.1462141407158355e8,0.0
